dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-04-28 23:00:00,99998.0,99998.0,0.0,0.0,0.00384481582077,2.0,-2.0,both_best_wf_is_pv3s_v2v DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,-0.000360025671396,wf_is_pv3s_v2v,-2.0,2.0,1.0,sellHold,-1.0,sellHold,99998.0,1.0,,
2016-04-28 23:30:00,100034.0,100034.0,-0.00799984000001,0.0,0.00384481582077,0.0,36.0,both_best_wf_is_pv3s_v2v DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,36.0,0.0,1.0,sellHold,-1.0,sellHold,100034.0,1.0,-8.97278333333,20160428 23:21:01 EDT
2016-04-29 09:00:00,99994.86,99989.72,-0.0069998775,0.0,0.00373001923296,0.0,-3.14,both_best_wf_is_pv3s_v2v DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-6.28,0.0,2.0,sellHold,-1.0,sellHold,99989.72,2.0,-25.2295333333,20160429 08:34:46 EDT
2016-04-29 17:00:00,100043.07,100086.14,0.0,0.0,0.00336219390073,0.0,45.07,both_sellHold DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,90.14,0.0,2.0,sellHold,-1.0,sellHold,,2.0,0.59,20160501 06:59:32 EDT
2016-04-29 17:00:00,100043.07,100086.14,0.0,0.0,0.00336219390073,0.0,45.07,both_sellHold DPS wl13.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,90.14,0.0,2.0,sellHold,-1.0,sellHold,,2.0,0.49,20160501 07:36:05 EDT
2016-05-02 08:00:00,100011.15,100013.15,0.0219692627947,0.0,0.00246717581898,2.0002629546,13.15,both_sellHold DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,15.15,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-19.5186666667,20160502 07:40:28 EDT
2016-05-02 08:30:00,100014.19,100028.39,0.0,0.0,0.00456832192576,0.0,16.19,both_sellHold DPS wl24.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,32.39,0.0,2.0,sellHold,-1.0,sellHold,,2.0,-2.63166666667,20160502 08:27:22 EDT
2016-05-02 08:30:00,100222.38,100243.78,-0.14389083433,0.0,0.00263752189358,0.0,16.23,both_zigZag_GNBayes DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,16.23,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f24_is13,,1.0,0.883066666667,20160502 08:30:52 EDT
2016-05-02 09:00:00,100341.39,100141.06,-0.376076737078,0.0,0.00263752189358,0.0,-89.73,both_zigZag_GNBayes DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,-89.56,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f24_is14,,1.0,-6.00978333333,20160502 08:53:59 EDT
2016-05-02 09:30:00,100072.74,100149.47,0.138565782689,0.0,0.00348911350395,2.00149477654,74.74,both_sellHold DPS wl14.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,153.47,0.0,2.0,sellHold,-1.0,sellHold,,2.0,-18.9377666667,20160502 09:11:03 EDT
2016-05-02 09:30:00,100373.37,100209.53,-0.182273264205,0.0,0.00279751442472,0.0,76.97,both_zigZag_GNBayes DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,76.84,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f25_is15,,1.0,-13.0774166667,20160502 09:16:55 EDT
2016-05-02 10:00:00,100691.41,100475.37,0.0398601676705,0.00163810350579,0.00246717581898,2.0,157.67,both_zigZag_GNBayes DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.50611717163,0.0,wf_is_short,159.32,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f23_is16,,1.0,-12.5342333333,20160502 09:47:27 EDT
