dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-05-12,0.00709642065733,7.09986800176e-05,0.00161514570617,8.26941073917,103359.36,261.4,both_gainAhead_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,-0.00229784969644,wf_is_short,102535.01,129.83,4.10156444258,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f18_is9,1.0,,
2016-05-13,0.0154183425801,3.999982e-05,0.00186500961648,8.30674948384,103826.06,466.7,both_gainAhead_GNBayes DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,102766.51,231.5,4.11082480166,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f19_is10,1.0,14.6938833333,20160513 00:14:41 EDT
2016-05-13 00:00:00,0.021068499613,5.09993400043e-05,0.00186500961648,8.35288364738,104402.69,1043.33,both_gainAhead_GNBayes DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,103052.54,517.53,4.12226635597,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f19_is10,1.0,322.58845,20160513 05:22:35 EDT
2016-05-13 00:00:00,0.0204426534812,6e-05,0.00131876094679,6.20886947391,103474.95,509.33,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,102553.12,506.83,4.10228899644,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is3,1.0,612.1732,20160513 10:12:10 EDT
2016-05-13 00:00:00,0.0204218151118,9.999600008e-05,0.00131876094679,6.20886947391,103474.95,509.33,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,102553.12,506.83,4.10228899644,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is3,1.0,1022.68596667,20160513 17:02:41 EDT
2016-05-13 00:00:00,0.0204426534812,7.99989200144e-05,0.00131876094679,8.43859489425,105474.0,1037.37,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,103294.16,510.49,4.13193187577,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is3,1.0,1099.83618333,20160513 18:19:50 EDT
2016-05-13 00:00:00,0.0204218151118,6e-05,0.00131876094679,6.20886947391,103474.95,509.33,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,102553.12,506.83,4.10228899644,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is3,1.0,4.58,20160514 05:04:38 EDT
2016-05-13 00:00:00,0.0204218126143,9.0997800044e-05,0.00131876094679,6.20886947391,103474.95,509.33,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,102553.12,506.83,4.10228899644,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is3,1.0,2.79,20160514 17:03:57 EDT
2016-05-13 00:00:00,0.0204218167747,8.2e-05,0.00131876094679,6.20886947391,103474.95,509.33,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,102553.12,506.83,4.10228899644,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is3,1.0,1.8,20160515 05:03:36 EDT
2016-05-13 00:00:00,0.0203384656244,7.99989200144e-05,0.00131876094679,6.20886947391,103474.95,509.33,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,102553.12,506.83,4.10228899644,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is3,1.0,1.23,20160515 17:01:20 EDT
2016-05-13 00:00:00,0.0205051630015,7.09986800176e-05,0.00131876094679,8.43859489425,105474.0,1037.37,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,103294.16,510.49,4.13193187577,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is3,1.0,4681.34368333,20160516 06:01:20 EDT
2016-05-13 00:00:00,0.0204218167747,9.9998200036e-05,0.00131876094679,8.43859489425,105474.0,1037.37,both_gainAhead_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,103294.16,510.49,4.13193187577,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is3,1.0,5343.19011667,20160516 17:03:11 EDT
