dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp,v4.4_system,mrThreshold
2016-05-26,-0.0161249298303,0.0,0.00186500961648,0.0,106439.27,-144.1,both_gainAhead_PCA10_GNBayes DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.00641328562749,wf_is_short,104324.18,-141.24,0.0,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is5,1.0,,,,
2016-05-27,-0.00751792686604,0.0,0.00208514414057,0.0,105756.64,-682.63,both_gainAhead_PCA10_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,103655.12,-669.06,0.0,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is6,1.0,6962.96801667,20160531 20:02:58 EDT,,
2016-05-31 00:00:00,-0.00168572854159,0.0,0.00228416096288,0.0,101642.45,-68.23,both_gainAhead_PCA10_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,103144.63,-69.23,0.0,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is7,1.0,1820.41051667,20160601 06:20:24 EDT,,
2016-06-01 00:00:00,0.0475202972847,3.099978e-05,0.00246717581898,0.0,104155.46,954.67,both_zigZag_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103147.95,474.89,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is19,1.0,1325.87321667,20160601 22:05:52 EDT,,
2016-06-01 00:00:00,0.0359495971558,0.0,0.00246717581898,0.0,103196.49,945.88,both_zigZag_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101867.19,469.0,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1920.05335,20160602 08:00:03 EDT,,
2016-06-02 00:00:00,0.0459754513392,0.0,0.00263752189358,0.0,103737.72,1244.66,both_zigZag_PCA10_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101924.55,615.14,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1219.90211667,20160602 20:19:54 EDT,,
2016-06-03 00:00:00,0.000559386183907,0.00275661575072,0.00279751442472,0.0,101740.06,-1201.6,both_zigZag_PCA10_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101192.88,-594.06,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1259.36301667,20160603 20:59:21 EDT,,
2016-06-06 00:00:00,0.0085177065916,0.0,0.00114208048144,2.03917523416,101956.72,934.72,both_zigZag_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101480.4,932.37,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1235.63141667,20160606 20:35:37 EDT,,
2016-06-07 00:00:00,0.00882575034307,0.0,0.00114208048144,0.0,101466.02,653.03,both_zigZag_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101740.83,328.46,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1230.30988333,20160607 20:30:18 EDT,,
2016-06-08 00:00:00,0.0174099278043,7.09986800176e-05,0.00131876094679,0.0,101863.91,865.06,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101706.11,433.7,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1331.07555,20160608 22:11:04 EDT,,
2016-06-09 00:00:00,-0.0158526788584,0.0,0.00161514570617,2.02552985293,101274.47,-576.66,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100807.1,-285.18,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1246.01933333,20160609 20:46:01 EDT,,
