Date,Signal
2016-03-11 12:58:00,-1.0
2016-03-11 13:02:00,-1.0
2016-03-11 13:06:00,-1.0
2016-03-11 13:10:00,-1.0
2016-03-11 13:14:00,-1.0
2016-03-11 13:18:00,1.0
2016-03-11 13:22:00,1.0
2016-03-11 13:26:00,1.0
2016-03-11 13:30:00,1.0
2016-03-11 13:34:00,1.0
2016-03-11 13:38:00,1.0
2016-03-11 13:42:00,1.0
2016-03-11 13:46:00,1.0
2016-03-11 13:50:00,1.0
2016-03-11 13:54:00,1.0
2016-03-11 13:58:00,1.0
2016-03-11 14:02:00,1.0
2016-03-11 14:06:00,1.0
2016-03-11 14:10:00,1.0
2016-03-11 14:14:00,1.0
2016-03-11 14:18:00,1.0
2016-03-11 14:22:00,1.0
2016-03-11 14:26:00,-1.0
2016-03-11 14:30:00,-1.0
2016-03-11 14:34:00,-1.0
2016-03-11 14:38:00,-1.0
2016-03-11 14:42:00,-1.0
2016-03-11 14:46:00,-1.0
2016-03-11 14:50:00,-1.0
2016-03-11 14:54:00,-1.0
2016-03-11 14:58:00,-1.0
2016-03-11 15:02:00,-1.0
2016-03-11 15:06:00,-1.0
2016-03-11 15:10:00,-1.0
2016-03-11 15:14:00,-1.0
2016-03-11 15:18:00,-1.0
2016-03-11 15:22:00,-1.0
2016-03-11 15:26:00,-1.0
2016-03-11 15:30:00,-1.0
2016-03-11 15:34:00,-1.0
2016-03-11 15:38:00,-1.0
2016-03-11 15:42:00,-1.0
2016-03-11 15:46:00,-1.0
2016-03-11 15:52:00,-1.0
2016-03-11 15:56:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
2016-03-11 15:58:00,-1.0
