dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_dpsRunName,safef,cycleTime,timestamp,RS_dpsNetEquity
2016-04-26 03:30:00,99146.17,99258.49,-0.515548982706,0.0,0.004472135955,0.0,98.08,both_finalWorst DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.00141697711549,wf_is_pv3s_v2v,98.19,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f27_is24,both_finalWorst DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,,,
2016-04-26 04:00:00,99005.68,99117.84,-0.667231447671,0.0,0.004472135955,0.0,-140.49,both_finalWorst DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-140.65,0.0,1.0,sellHold,-1.0,sellHold,both_finalWorst DPS wl23.0 maxL2 dd95_0.004 thres_0.0,1.0,7.02336666667,20160426 04:07:01 EDT,
2016-04-26 06:30:00,98967.89,98967.89,-0.940977108712,0.0,0.00427327386967,0.0,47.88,both_finalBest DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,47.88,0.0,1.0,sellHold,-1.0,sellHold,both_finalBest DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,-2.10508333333,20160426 06:27:53 EDT,
2016-04-26 10:30:00,99442.13,99626.07,-0.498346831515,0.0,0.00417028828114,0.0,81.07,both_finalBestOfWorst DPS wl20.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,81.22,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-15.47765,20160426 10:14:31 EDT,99936.18
2016-04-26 10:30:00,99449.73,99481.76,-0.548647409557,0.0,0.00417028828114,0.0,81.08,both_finalBestOfWorst DPS wl20.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,81.1,0.0,1.0,sellHold,-1.0,sellHold,,1.0,3.98108333333,20160426 10:33:58 EDT,99811.75
2016-04-26 11:00:00,100507.7,100291.22,-0.29999080704,0.0,0.00427327386967,0.0,199.78,both_finalBestOfWorst DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,199.35,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-4.93318333333,20160426 10:55:04 EDT,100581.32
2016-04-26 11:30:00,100879.66,100606.65,0.201400262273,0.00412635598888,0.00427327386967,2.0,-352.35,both_finalBest DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.03560475179,0.0,wf_is_pv2e_p2p,-207.23,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-15.9614,20160426 11:14:02 EDT,100902.42
2016-04-26 11:30:00,100306.09,100011.49,-0.60270269179,0.0,0.00427327386967,0.0,-206.61,both_finalBest DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-206.0,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f29_is65,,1.0,3.01825,20160426 11:33:01 EDT,100382.11
2016-04-26 12:00:00,99819.53,99737.6,-0.275903041918,0.0,0.00406469422349,0.0,64.9,both_finalBest DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,64.85,0.0,1.0,sellHold,-1.0,sellHold,,1.0,-6.11126666667,20160426 11:53:53 EDT,100341.02
2016-04-26 12:30:00,99340.56,99311.7,-0.0976979209317,0.0,0.00373001923296,0.0,90.98,both_finalBest DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,90.96,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f26_is67,,1.0,-15.4458,20160426 12:14:33 EDT,99916.13
