dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.0_system,RS_dpsRunName,safef,cycleTime,timestamp,RS_dpsNetEquity
2016-04-26 04:00:00,98941.34,99049.0,-0.862232062567,0.0,0.00406469422349,0.0,-72.78,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,0.00332987429232,wf_is_short,-72.86,0.0,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f33_is30,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,,,
2016-04-26 04:30:00,99270.8,99378.82,-0.50459023369,0.0,0.00348911350395,0.0,329.46,both_finalBest DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,329.82,0.0,1.0,buyHold,1.0,buyHold,both_finalBest DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,-3.53005,20160426 04:26:28 EDT,
2016-04-26 07:00:00,100273.78,100161.49,-0.714761212212,0.0,0.00384481582077,0.0,-59.79,both_finalBest DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-59.72,0.0,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f22_is64,both_finalBest DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,-11.0415333333,20160426 06:48:57 EDT,
2016-04-26 10:30:00,99412.52,99593.03,0.327644816693,0.00130969694362,0.00395628284037,0.0,73.93,both_finalWorst DPS wl18.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,37.05,0.0,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f22_is37,,1.0,-1.29418333333,20160426 10:28:42 EDT,100745.95
2016-04-26 11:00:00,100414.83,100143.61,0.497146088852,0.000924088031189,0.00395628284037,8.03382931954,109.79,both_finalWorst DPS wl18.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,54.78,4.00590465033,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f22_is37,,1.0,-6.08246666667,20160426 10:53:55 EDT,101048.8
2016-04-26 11:30:00,99294.12,99132.88,0.306966358132,0.00171505977977,0.00406469422349,7.94416479978,54.27,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,27.1,3.96547371907,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f22_is37,,1.0,-15.3729666667,20160426 11:14:37 EDT,100390.12
2016-04-26 11:30:00,98920.46,99038.35,0.228408490907,0.00144791206148,0.00406469422349,2.0,58.44,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,31.03,0.0,1.0,buyHold,1.0,buyHold,,1.0,4.8685,20160426 11:34:52 EDT,100234.67
2016-04-26 12:00:00,99675.06,99825.8,-0.00989767608264,0.0,0.00406469422349,2.0,-12.24,both_finalBestOfWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-6.52,0.0,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f34_is31,,1.0,-4.81295,20160426 11:55:11 EDT,100564.34
2016-04-26 12:30:00,99508.65,99575.24,0.209726643234,0.0014243548655,0.00406469422349,2.0,201.01,both_finalBestOfBest DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_short,109.09,0.0,1.0,buyHold,1.0,buyHold,,1.0,-13.9089333333,20160426 12:16:05 EDT,100483.06
2016-04-26 12:30:00,100306.02,100250.41,0.186649395056,0.00195842836895,0.00406469422349,0.0,-220.5,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-110.07,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f22_is37,,1.0,6.2854,20160426 12:36:17 EDT,100655.57
2016-04-26 13:00:00,100981.31,100637.47,0.123468961684,0.00227895451346,0.00406469422349,7.64199220995,134.41,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.78357847841,0.0,wf_is_pv2e_p2p,66.8,4.02565997983,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f22_is37,,1.0,-3.26531666667,20160426 12:56:44 EDT,101175.61
2016-04-26 13:30:00,99114.24,99373.42,0.356384416706,0.00174446887641,0.00417028828114,7.92977350554,168.74,both_finalWorst DPS wl20.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,84.67,3.97509563396,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f22_is37,,1.0,-12.816,20160426 13:17:11 EDT,100472.05
2016-04-26 13:30:00,97986.16,98483.88,0.0638463998669,0.0024365343463,0.00417028828114,2.0,-177.27,both_finalWorst DPS wl20.0 maxL2 dd95_0.004 thres_0.0,1.71156556339,0.0,wf_is_pv2e_p2p,-88.0,0.0,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f22_is37,,1.0,8.11275,20160426 13:38:06 EDT,100334.83
2016-04-26 14:00:00,99545.12,99594.64,0.405862378131,0.00136865410527,0.00417028828114,7.96424709597,120.43,both_finalWorst DPS wl20.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,60.29,3.98394480633,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f22_is37,,1.0,-0.397233333333,20160426 13:59:36 EDT,100636.41
2016-04-26 14:30:00,100301.58,100586.4,0.331442826676,0.00202808203481,0.00417028828114,0.0,69.25,both_finalWorst DPS wl20.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,34.74,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f22_is37,,1.0,-8.72515,20160426 14:21:16 EDT,101261.63
2016-04-26 15:00:00,99927.64,100221.59,0.299537847164,0.00167123740714,0.00417028828114,2.0,72.1,both_finalBestOfBest DPS wl20.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,39.19,0.0,1.0,buyHold,1.0,buyHold,,1.0,-17.2921666667,20160426 14:42:42 EDT,100301.79
2016-04-26 15:00:00,100071.43,99976.52,0.119215334666,0.0019854141971,0.00417028828114,7.505130129,-76.05,both_finalBestOfBest DPS wl20.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-43.13,3.9992208085,1.0,buyHold,1.0,buyHold,,1.0,3.80176666667,20160426 15:03:48 EDT,100586.01
2016-04-26 15:30:00,101279.14,100766.19,0.331142960128,0.00123799028546,0.00417028828114,0.0,64.65,both_finalWorst DPS wl20.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,32.17,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f22_is37,,1.0,-4.45536666667,20160426 15:25:32 EDT,101279.14
2016-04-26 16:00:00,100141.59,100300.23,0.0755119506179,0.00201206013074,0.00406469422349,2.0,94.25,both_finalBestOfBest DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,55.55,0.0,1.0,buyHold,1.0,buyHold,,1.0,-13.1856833333,20160426 15:46:48 EDT,100567.23
2016-04-26 16:00:00,100205.11,99964.57,0.0431440060759,0.00175926633525,0.00406469422349,2.0,105.18,both_finalBestOfBest DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,55.37,0.0,1.0,buyHold,1.0,buyHold,,1.0,8.32726666667,20160426 16:08:19 EDT,100494.38
2016-04-26 16:30:00,100672.79,100216.19,0.162589099143,0.00147676663111,0.00406469422349,0.0,10.5,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,5.22,0.0,1.0,zigZag_VotingHard,1.0,zigZag_VotingHard_f22_is37,,1.0,0.278783333333,20160426 16:30:16 EDT,100893.18
2016-04-26 17:00:00,100093.61,100223.15,0.162500405271,0.00156682917794,0.00406469422349,0.0,83.41,both_finalBestOfBest DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,41.78,0.0,1.0,buyHold,1.0,buyHold,,1.0,-8.19891666667,20160426 16:51:48 EDT,100408.78
2016-04-26 17:30:00,98892.28,99324.3,0.129083147809,0.00159755601749,0.00406469422349,0.0,-45.11,both_finalWorst DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-22.65,0.0,1.0,zigZag_VotingHard,-1.0,zigZag_VotingHard_f22_is37,,1.0,-17.005,20160426 17:12:59 EDT,100229.32
2016-04-26 18:00:00,99084.47,99360.68,0.159079460659,0.00127787218395,0.00406469422349,0.0,68.35,both_finalBestOfBest DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,34.28,0.0,1.0,buyHold,1.0,buyHold,,1.0,-17.0147166667,20160426 17:42:59 EDT,100254.5
