dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-05-12,0.0215673583911,8e-05,0.00131876094679,6.30085858436,105008.01,545.52,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.00102404233917,wf_is_pv2e_p2p,102998.58,537.13,4.1201079724,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is12,1.0,,
2016-05-13,0.00378673553372,9.9998200036e-05,0.00131876094679,8.41784602371,105214.66,206.65,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103099.93,101.35,4.12416219627,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is12,1.0,3.41313333333,20160513 00:03:24 EDT
2016-05-13 00:00:00,-0.00710296365188,0.0,0.00131876094679,6.29210955876,104862.2,-343.8,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,102829.25,-169.33,4.11333468372,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is12,1.0,314.6878,20160513 05:14:41 EDT
2016-05-13 00:00:00,0.00581163910416,0.0001,0.00131876094679,0.0,102092.27,304.4,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101483.96,151.52,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is5,1.0,614.316516667,20160513 10:14:18 EDT
2016-05-13 00:00:00,0.00572829762977,0.000110996700088,0.00131876094679,0.0,102092.27,304.4,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101483.96,151.52,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is5,1.0,1022.28246667,20160513 17:02:16 EDT
2016-05-13 00:00:00,-0.00662852701702,0.0,0.00131876094679,2.01110561543,100553.27,-303.63,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100878.19,-151.07,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f18_is5,1.0,1099.88045,20160513 18:19:52 EDT
2016-05-13 00:00:00,0.00581163952056,7.09986800175e-05,0.00131876094679,0.0,102092.27,304.4,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101483.96,151.52,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is5,1.0,5.41,20160514 05:05:26 EDT
2016-05-13 00:00:00,0.00581163952056,7.9997600032e-05,0.00131876094679,0.0,102092.27,304.4,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101483.96,151.52,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is5,1.0,2.09,20160514 17:03:16 EDT
2016-05-13 00:00:00,0.00572829679666,0.000130995380154,0.00131876094679,0.0,102092.27,304.4,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,101483.96,151.52,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is5,1.0,1.68,20160515 05:03:27 EDT
2016-05-13 00:00:00,-0.00664939217573,0.0,0.00131876094679,2.01110561543,100553.27,-303.63,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100878.19,-151.07,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f18_is5,1.0,0.82,20160515 17:02:46 EDT
2016-05-13 00:00:00,-0.00656611919464,0.0,0.00131876094679,2.01110561543,100553.27,-303.63,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100878.19,-151.07,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f18_is5,1.0,4682.811,20160516 06:02:48 EDT
2016-05-13 00:00:00,-0.00664939217573,0.0,0.00131876094679,2.01110561543,100553.27,-303.63,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100878.19,-151.07,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f18_is5,1.0,5342.20361667,20160516 17:02:12 EDT
