dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp,RS_netEquity
2016-06-09 20:00:00,0.00297864804244,0.00556556138397,0.00361157559257,0.0,100409.57,-598.83,both_zigZag_PCA10_VotingSoft DPS wl15.0 maxL2 dd95_0.004 thres_0.0,2.0,-0.00246769519182,wf_is_pv3s_v2v,100498.46,-298.79,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is7,1.0,,,
2016-06-10 00:00:00,0.0401202050427,0.0,0.00114208048144,0.0,100905.13,495.56,both_zigZag_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100746.46,248.0,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is7,1.0,-250.302583333,20160609 19:49:41 EDT,
2016-06-10 00:00:00,-0.0619781465366,0.0,0.00659380473396,4.01841225301,100456.29,305.39,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_short,100456.29,305.39,4.01841225301,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is17,1.0,-181.584466667,20160609 20:58:24 EDT,99774.96
2016-06-10 04:00:00,0.068368944763,3.99996000001e-05,0.00659380473396,8.1057025214,101313.18,571.7,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,101029.37,285.87,4.04133626287,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f18_is18,1.0,-192.104833333,20160610 00:47:53 EDT,99871.79
2016-06-10 08:00:00,-0.000875011484613,0.0,0.00659380473396,0.0,100573.38,280.1,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,100573.38,280.1,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f28_is25,1.0,-191.693366667,20160610 04:48:18 EDT,99418.03
2016-06-10 12:00:00,0.131018470439,3.999982e-05,0.00659380473396,8.04223795541,100519.93,-331.13,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,100687.51,-165.57,4.02766135943,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is20,1.0,-192.768683333,20160610 08:47:13 EDT,99550.06
2016-06-10 16:00:00,-0.00243448608745,0.0,0.00114208048144,2.0,99996.94,-19.22,both_buyHold DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100296.32,-8.63,0.0,1.0,buyHold,1.0,buyHold,1.0,-192.25275,20160610 12:47:44 EDT,
2016-06-10 20:00:00,-0.00245910228377,0.0,0.00659380473396,4.00412096202,100099.02,89.72,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100099.02,89.72,4.00412096202,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is16,1.0,-192.24695,20160610 16:47:45 EDT,99911.58
2016-06-10 20:00:00,-0.0627113258185,0.0,0.00659380473396,0.0,100116.41,107.11,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100116.41,107.11,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is16,1.0,47.8318166667,20160610 20:47:49 EDT,99894.2
2016-06-10 20:00:00,-0.0667258374469,0.0,0.00659380473396,0.0,100116.41,107.11,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100116.41,107.11,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is16,1.0,1.86,20160611 00:47:42 EDT,99894.2
2016-06-10 20:00:00,-0.062774494311,0.0,0.00659380473396,0.0,100116.41,107.11,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100116.41,107.11,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is16,1.0,2.15,20160611 04:47:15 EDT,99894.2
2016-06-10 20:00:00,-0.0660541192471,0.0,0.00659380473396,0.0,100116.41,107.11,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100116.41,107.11,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is16,1.0,1.54,20160611 08:48:38 EDT,99894.2
2016-06-10 20:00:00,-0.0663513927868,0.0,0.00659380473396,0.0,100116.41,107.11,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100116.41,107.11,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is16,1.0,1.82,20160611 12:47:47 EDT,99894.2
2016-06-10 20:00:00,-0.0669107100491,0.0,0.00659380473396,0.0,100116.41,107.11,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,100116.41,107.11,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is16,1.0,2.46,20160611 16:47:33 EDT,99894.2
