dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp,v4.4_system,mrThreshold
2016-05-03,120883.62,124334.66,-0.015977703631,0.0,0.00884651736929,2.70026048582,-149.08,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,-0.0113149322818,wf_is_pv2e_p2p,-1305.29,4.97358553342,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is25,124334.66,1.0,,,,
2016-05-04,122251.41,125741.5,-0.0102911277718,0.0,0.00884651736929,0.0,1367.79,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,1406.84,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is25,94060.22,1.0,2067.3862,20160505 10:27:23 EDT,,
2016-05-04 00:00:00,121682.0,111518.97,0.000703658830825,0.00802086888997,0.00884651736929,2.0,128.37,both_worst_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,0.0770837778938,0.0,wf_is_pv3s_v2v,1243.3,4.46093726954,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is26,94227.38,1.0,2149.09456667,20160505 11:49:05 EDT,,
2016-05-04 00:00:00,117748.26,121614.03,-0.00828829412658,0.0,0.00884651736929,2.52429240453,93.17,both_worst_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,1355.85,4.86475572652,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is26,94227.38,1.0,2204.4836,20160505 12:44:29 EDT,,
2016-05-04 00:00:00,132670.32,121972.01,0.0028166117799,0.00965359070539,0.00884651736929,2.0,101.7,both_worst_wf_is_all DPS wl90.0 maxL2 dd95_0.009 thres_0.0,0.064107529241,0.0,wf_is_pv2e_p2p,1364.66,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is25,94060.22,1.0,2450.58916667,20160505 16:50:35 EDT,,
2016-05-05 00:00:00,91099.16,94450.61,0.0555463237106,0.00278682252558,0.00456832192576,7.28851554893,-281.94,both_gainAhead_PCA10_VotingSoft DPS wl24.0 maxL2 dd95_0.005 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-145.94,3.77817559968,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is25,,1.0,1608.16741667,20160506 02:48:10 EDT,,
2016-05-05 00:00:00,148239.66,123816.16,0.0106137254279,0.00638942728264,0.0046625240412,11.8601216406,432.39,both_gainAhead_PCA10_VotingSoft DPS wl25.0 maxL2 dd95_0.005 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,180.85,4.95284438211,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is26,,1.0,2721.35906667,20160506 21:21:21 EDT,,
2016-05-05 00:00:00,109008.0,106722.23,0.0108312406656,0.00501347253531,0.0046625240412,0.0,327.05,both_zigZag_PCA10_VotingSoft DPS wl25.0 maxL2 dd95_0.005 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,160.34,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is26,,1.0,82.79,20160508 01:34:41 EDT,,
2016-05-06 00:00:00,96391.95,98751.89,0.0151333812445,0.00480927973059,0.00456832192576,0.0,2172.41,both_zigZag_PCA10_VotingSoft DPS wl24.0 maxL2 dd95_0.005 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,1125.48,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is49,,1.0,4950.04993333,20160509 10:30:02 EDT,,
2016-05-09 00:00:00,91431.47,97498.58,-0.000489948789606,0.0,0.0046625240412,2.0,-4809.53,both_zigZag_VotingSoft DPS wl25.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-2497.55,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f77_is26,,1.0,1456.84256667,20160510 00:16:50 EDT,,
2016-05-10 00:00:00,89187.54,94852.23,0.0442793583978,0.00487404237034,0.00228416096288,7.13557375544,26.13,both_gainAhead_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,13.9,3.79424079472,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f64_is26,,1.0,1430.0914,20160510 23:50:05 EDT,,
2016-05-10 00:00:00,153140.75,126812.01,0.0714012964002,0.00522397333439,0.00228416096288,12.2522402321,44.86,both_gainAhead_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,18.58,5.07268321372,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f64_is26,,1.0,1932.43846667,20160511 08:12:26 EDT,,
2016-05-10 00:00:00,146195.08,130732.46,0.00236994859586,0.002245580612,0.00228416096288,0.0,-54.56,both_zigZag_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-24.39,0.0,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f64_is26,,1.0,2737.01341667,20160511 21:37:00 EDT,,
2016-05-11 00:00:00,131784.07,123422.08,-0.0060163344935,0.0,0.00246717581898,7.90751891129,-3605.09,both_zigZag_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-1666.69,4.93708069417,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is25,,1.0,1745.45281667,20160512 05:05:27 EDT,,
2016-05-12 00:00:00,125926.64,123241.77,-0.00135386679676,0.0,0.00263752189358,0.0,1550.65,both_zigZag_PCA10_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,1517.58,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is26,,1.0,1418.93891667,20160512 23:38:56 EDT,,
2016-05-13 00:00:00,129293.68,123075.65,-0.00415279050558,0.0,0.00279751442472,0.0,-220.2,both_zigZag_PCA10_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-209.61,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is26,,1.0,140.02,20160514 05:39:30 EDT,,
2016-05-13 00:00:00,133933.94,122892.67,-0.00489077569648,0.0,0.00114208048144,2.67873242331,-459.67,both_zigZag_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-209.3,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is26,,1.0,6.74,20160515 00:38:33 EDT,,
