dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.4_system,safef,cycleTime,timestamp
2016-06-10,0.0280821017404,0.00614006748803,0.00186500961648,2.02423817241,101209.88,1435.51,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,-0.0114144583139,wf_is_pv2e_p2p,101421.53,1440.52,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f93_is19,1.0,,
2016-06-13,0.0156709985413,9.99982000361e-05,0.00131876094679,8.28163135299,103512.11,2302.23,both_gainAhead_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,102575.1,1153.57,4.10316807305,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f98_is30,1.0,1286.46828333,20160613 21:26:28 EDT
2016-06-13 00:00:00,0.0156709984031,7.09986800176e-05,0.00131876094679,8.60463417876,107549.32,2392.02,both_gainAhead_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103979.52,1169.36,4.15934729142,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f98_is30,1.0,1873.99566667,20160614 07:13:59 EDT
2016-06-14 00:00:00,-0.00684064949796,0.0,0.00161514570617,2.14285302806,107140.51,-408.81,both_gainAhead_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,103782.93,-196.59,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f98_is30,1.0,1276.1448,20160614 21:16:08 EDT
2016-06-15 00:00:00,0.00661743288293,0.00196064864238,0.00186500961648,2.07849407457,103922.63,96.26,both_gainAhead_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103042.35,97.5,0.0,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f98_is30,1.0,1539.7021,20160616 01:39:42 EDT
2016-06-16 00:00:00,0.00231687047669,0.00245779978407,0.00208514414057,6.2379986199,103960.41,-62.63,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,102982.37,-59.98,4.11945941393,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f93_is19,1.0,1274.43553333,20160616 21:14:26 EDT
2016-06-16 00:00:00,0.000974138265342,0.00234696307317,0.00208514414057,8.31298600596,103904.01,-121.11,both_gainAhead_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,102982.37,-59.98,4.11945941393,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f93_is19,1.0,1499.52765,20160617 00:59:31 EDT
2016-06-17 00:00:00,0.00168637608136,0.00197134708516,0.00228416096288,2.07967179592,103981.51,75.42,both_gainAhead_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103059.18,76.81,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f93_is19,1.0,69.67,20160618 03:05:31 EDT
2016-06-17 00:00:00,0.00507717462259,0.00191238536547,0.00228416096288,6.3164779212,105268.32,72.15,both_gainAhead_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102797.36,72.51,4.11205875007,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f99_is31,1.0,6.09,20160619 04:26:26 EDT
2016-06-20 00:00:00,0.0120484021982,0.00160303578311,0.00246717581898,8.6272957321,107832.57,2507.12,both_gainAhead_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,104020.88,1223.52,4.16100164126,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f99_is31,1.0,1223.15191667,20160620 20:23:09 EDT
