dates,dpsNetEquity,netEquity,CAR25,RS_netEquity,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-06-09 20:00:00,101696.09,101062.28,0.119589263486,101062.28,0.0,0.00659380473396,8.136337859,992.67,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,-0.000546746856206,wf_is_short,495.68,4.04265287006,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f18_is8,1.0,,
2016-06-10 00:00:00,101807.29,101117.54,0.132963556765,99802.64,0.0,0.00659380473396,0.0,111.2,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,55.26,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f18_is3,1.0,-245.463566667,20160609 19:54:32 EDT
2016-06-10 00:00:00,100815.78,100723.77,0.0305385949922,99642.76,4e-05,0.00659380473396,8.06590805582,188.08,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,94.05,4.0291118927,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is3,1.0,-181.912366667,20160609 20:58:05 EDT
2016-06-10 04:00:00,100864.69,100708.2,0.0116955973343,99366.78,2e-05,0.00659380473396,8.06982103881,317.03,both_worst_wf_is_pv2e_p2p DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,158.53,4.02848898968,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f35_is39,1.0,-192.0788,20160610 00:47:55 EDT
2016-06-10 08:00:00,100882.62,100774.37,0.0408603887874,99781.81,3.999982e-05,0.00659380473396,0.0,220.53,both_worst_wf_is_pv3s_v2v DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,110.27,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f21_is11,1.0,-192.2653,20160610 04:47:44 EDT
2016-06-10 12:00:00,101165.12,100586.49,0.068606053589,,5.9998800008e-05,0.00161514570617,8.09385683289,584.26,both_gainAhead_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,291.31,4.02362055914,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f18_is6,1.0,-191.8358,20160610 08:48:09 EDT
2016-06-10 16:00:00,100819.23,100685.4,0.0441139442916,,0.0,0.00114208048144,8.06618346966,534.96,both_gainAhead_GNBayes DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_short,267.84,4.0275773023,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is7,1.0,-192.488966667,20160610 12:47:30 EDT
2016-06-10 20:00:00,100933.74,100723.24,0.0670651981329,100723.24,0.00240459011732,0.00659380473396,8.0753455299,425.05,both_finalBestOfWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,212.54,4.02909075571,1.0,buyHold,1.0,buyHold,1.0,-193.327266667,20160610 16:46:40 EDT
2016-06-10 20:00:00,101345.3,100929.03,0.0622889456777,100929.03,0.00306465373962,0.00659380473396,8.10827291521,836.61,both_finalBestOfWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,418.33,4.03732276666,1.0,buyHold,1.0,buyHold,1.0,48.2506,20160610 20:48:15 EDT
2016-06-10 20:00:00,101345.3,100929.03,0.123851862337,100929.03,0.00240460094443,0.00659380473396,8.10827291521,836.61,both_finalBestOfWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,418.33,4.03732276666,1.0,buyHold,1.0,buyHold,1.0,2.0,20160611 00:47:50 EDT
