dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.5_system,safef,cycleTime,timestamp
2016-06-28 00:00:00,-0.0090320837984,0.0,0.00131876094679,3.96874782274,99214.73,-31.88,both_gainAhead_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.00339426061387,wf_is_pv2e_p2p,99355.55,-31.93,3.97438103787,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is8,1.0,,
2016-06-28 04:00:00,-0.115208144838,0.0,0.00161514570617,3.95511877399,98874.01,-340.72,both_gainAhead_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99014.35,-341.2,3.96073245479,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is8,1.0,-190.290516667,20160628 00:49:42 EDT
2016-06-28 08:00:00,-0.107950583985,0.0,0.00186500961648,0.0,98083.19,-55.01,both_zigZag_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,98439.69,-55.21,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is8,1.0,-193.279283333,20160628 04:46:43 EDT
2016-06-28 12:00:00,-0.0493020708167,0.0,0.00208514414057,0.0,99026.83,258.26,both_gainAhead_PCA10_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,99557.74,259.64,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is8,1.0,-190.683716667,20160628 08:49:18 EDT
2016-06-28 16:00:00,-0.0574877727427,0.0,0.00228416096288,0.0,98755.94,146.97,both_gainAhead_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99142.75,147.55,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f23_is15,1.0,-192.878783333,20160628 12:47:07 EDT
2016-06-28 20:00:00,-0.134109267166,0.0,0.00246717581898,3.96640977139,99156.28,-168.43,both_gainAhead_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99516.63,-169.04,3.98082426372,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is15,1.0,-191.462616667,20160628 16:48:32 EDT
2016-06-29 04:00:00,-0.0575370229373,0.0,0.00279751442472,0.0,99572.3,-10.8,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99570.31,-10.8,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f23_is15,1.0,-413.504533333,20160628 21:06:29 EDT
2016-06-29 04:00:00,-0.083050089969,0.0,0.00279751442472,0.0,99550.69,-32.41,both_gainAhead_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99548.7,-32.41,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f23_is15,1.0,-191.614966667,20160629 00:48:23 EDT
2016-06-29 08:00:00,-0.0549272857156,0.0,0.0029488391231,0.0,99600.62,24.29,both_zigZag_VotingSoft DPS wl10.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99771.43,24.34,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f23_is15,1.0,-193.737283333,20160629 04:46:15 EDT
2016-06-29 12:00:00,-0.0584088005725,0.0,0.00309276856414,0.0,99382.3,-408.69,both_gainAhead_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99380.3,-408.69,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f23_is15,1.0,-192.051966667,20160629 08:47:56 EDT
2016-06-29 16:00:00,-0.160502150112,0.0,0.00323029141235,0.0,99239.49,-220.81,both_zigZag_PCA10_VotingSoft DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,99237.48,-220.81,0.0,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is15,1.0,-191.045383333,20160629 12:48:57 EDT
