dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-04-28 23:00:00,99998.0,99998.0,0.0,0.0,0.00484543711852,2.0,-2.0,both_best_wf_is_pv3s_v2v DPS wl27.0 maxL2 dd95_0.005 thres_0.0,1.0,-0.00128953684135,wf_is_pv3s_v2v,-2.0,2.0,1.0,sellHold,-1.0,sellHold,99998.0,1.0,,
2016-04-28 23:30:00,100126.95,100126.95,-0.00399996,0.0,0.00484543711852,0.0,128.95,both_best_wf_is_pv3s_v2v DPS wl27.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,128.95,0.0,1.0,sellHold,-1.0,sellHold,100126.95,1.0,-12.79455,20160428 23:17:12 EDT
2016-04-29 02:30:00,99966.48,99966.48,-0.0069998775,0.0,0.00417028828114,0.0,-31.52,both_best_wf_is_pv3s_v2v DPS wl20.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-31.52,0.0,1.0,buyHold,1.0,buyHold,99966.48,1.0,-18.1249833333,20160429 02:11:52 EDT
2016-04-29 08:30:00,99845.49,99690.99,-0.0069998775,0.0,0.00417028828114,0.0,-152.51,both_best_wf_is_pv3s_v2v DPS wl20.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-305.01,0.0,2.0,buyHold,1.0,buyHold,99690.99,2.0,-1.555,20160429 08:28:26 EDT
2016-04-29 17:00:00,99932.88,99865.76,-0.124904186924,0.0,0.00348911350395,0.0,-65.12,both_buyHold DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-130.24,0.0,2.0,buyHold,1.0,buyHold,,2.0,0.52,20160501 06:50:31 EDT
2016-04-29 17:00:00,99932.88,99865.76,-0.119738835577,0.0,0.00279751442472,0.0,-65.12,both_buyHold DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,-130.24,0.0,2.0,buyHold,1.0,buyHold,,2.0,0.47,20160501 07:28:19 EDT
2016-05-02 07:30:00,99972.32,99972.32,-0.0510754634364,0.0,0.00323029141235,0.0,-25.68,both_buyHold DPS wl12.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-25.68,0.0,1.0,buyHold,1.0,buyHold,,1.0,1.46408333333,20160502 07:31:27 EDT
2016-05-02 08:30:00,99966.64,99933.28,-0.0637211026749,0.0,0.00427327386967,0.0,-31.36,both_buyHold DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-62.72,0.0,2.0,buyHold,1.0,buyHold,,2.0,-15.5703666667,20160502 08:14:25 EDT
2016-05-02 09:00:00,100005.13,100010.26,0.0,0.0,0.00437383524868,0.0,7.13,both_buyHold DPS wl22.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,14.26,0.0,2.0,buyHold,1.0,buyHold,,2.0,-2.87116666667,20160502 08:57:07 EDT
2016-05-02 10:00:00,99962.32,99924.63,-0.0711576127892,0.0,0.00384481582077,0.0,-35.68,both_buyHold DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-71.37,0.0,2.0,buyHold,1.0,buyHold,,2.0,0.82545,20160502 10:00:49 EDT
2016-05-02 19:00:00,100050.71,100101.43,0.0,0.0,0.00427327386967,0.0,52.71,both_buyHold DPS wl21.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,105.43,0.0,2.0,buyHold,1.0,buyHold,,2.0,-20.8416666667,20160502 18:39:09 EDT
2016-05-02 20:00:00,99973.84,99947.67,-0.0479304186498,0.0,0.00309276856414,0.0,-24.16,both_buyHold DPS wl11.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-48.33,0.0,2.0,buyHold,1.0,buyHold,,2.0,-10.3019333333,20160502 19:49:41 EDT
2016-05-03 01:30:00,99083.96,98167.96,-0.269245856662,0.0,0.00395628284037,0.0,-914.04,both_buyHold DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-1828.04,0.0,2.0,buyHold,1.0,buyHold,,2.0,-27.6199833333,20160503 01:02:22 EDT
