dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-05-27,0.209340057156,0.00262114712455,0.00228416096288,8.98716308137,112330.55,5680.31,both_zigZag_PCA10_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0162563864375,wf_is_pv2e_p2p,108261.96,2808.4,4.33065162315,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is9,1.0,,
2016-05-31,0.0568532874238,0.00225261598436,0.00246717581898,0.0,115982.73,3652.18,both_zigZag_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,110021.91,1759.95,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is44,1.0,1360.21498333,20160531 22:40:12 EDT
2016-06-01 00:00:00,0.0137879345877,0.0,0.00114208048144,0.0,122341.25,1217.88,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,111444.08,557.47,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is14,1.0,1307.36498333,20160601 21:47:21 EDT
2016-06-01 00:00:00,0.0137879345877,0.0,0.00114208048144,0.0,116543.15,1160.16,both_gainAhead_PCA10_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,109571.03,548.1,0.0,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is14,1.0,2522.8752,20160602 18:02:52 EDT
2016-06-02 00:00:00,0.140596802874,9.09978000439e-05,0.00131876094679,0.0,119162.09,7609.33,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,110119.68,3631.92,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is44,1.0,1229.51915,20160602 20:29:31 EDT
2016-06-03 00:00:00,0.0466354023225,0.0001,0.00161514570617,0.0,114367.9,0.0,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,108430.73,0.0,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is44,1.0,1268.56891667,20160603 21:08:34 EDT
2016-06-06 00:00:00,0.0419991868674,9.9998200036e-05,0.00186500961648,0.0,115530.41,6429.02,both_zigZag_PCA10_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,108729.82,3111.87,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is42,1.0,1244.9629,20160606 20:44:57 EDT
2016-06-07 00:00:00,0.0924913661079,7.99989200144e-05,0.00208514414057,0.0,114362.21,679.86,both_zigZag_PCA10_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,107310.47,319.92,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is42,1.0,1241.99321667,20160607 20:41:59 EDT
2016-06-08 00:00:00,-0.00530159648909,0.0,0.00228416096288,2.12432219216,106213.99,-3943.0,both_zigZag_PCA10_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,104863.75,-1909.92,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is42,1.0,1350.5474,20160608 22:30:32 EDT
2016-06-09 00:00:00,0.0502866755399,0.0,0.00114208048144,0.0,109841.54,3860.54,both_gainAhead_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,106366.67,1902.64,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f104_is44,1.0,1255.25091667,20160609 20:55:15 EDT
2016-06-09 00:00:00,0.0502866755399,0.0,0.00114208048144,0.0,107940.28,3793.72,both_gainAhead_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,106366.67,1902.64,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f105_is44,1.0,1314.00471667,20160609 21:54:00 EDT
2016-06-09 00:00:00,0.0502866755399,0.0,0.00114208048144,0.0,109841.54,3860.54,both_gainAhead_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,106366.67,1902.64,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f105_is44,1.0,1357.77318333,20160609 22:37:46 EDT
2016-06-09 00:00:00,0.0502866755399,0.0,0.00114208048144,0.0,109841.54,3860.54,both_gainAhead_VotingSoft DPS wl1.5 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,106366.67,1902.64,0.0,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f105_is44,1.0,1468.8308,20160610 00:28:49 EDT
