dates,signals,safef,comment
1459847640.0,1,1,"{""Entry"": 1, ""Exit"": 0, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": -2.5, ""zSMA"": -2.51}"
1460329380.0,-1,1,"{""Entry"": 0, ""Exit"": 1, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": 0.18, ""zSMA"": 0.16}"
1460338920.0,0,1,"{""Entry"": 1, ""Exit"": 0, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": -1.42, ""zSMA"": -1.46}"
1460343360.0,-1,1,"{""Entry"": 0, ""Exit"": 1, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": 0.01, ""zSMA"": -0.72}"
1460363100.0,-2,1,"{""Entry"": 1, ""Exit"": 0, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": 6.6, ""zSMA"": 6.8}"
1460422560.0,-1,1,"{""Entry"": 0, ""Exit"": 1, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": -0.04, ""zSMA"": 0.37}"
1460436540.0,-2,1,"{""Entry"": 1, ""Exit"": 0, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": 1.01, ""zSMA"": 1.08}"
1460439420.0,-1,1,"{""Entry"": 0, ""Exit"": 1, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": -0.06, ""zSMA"": 0.3}"
1460442600.0,0,1,"{""Entry"": 1, ""Exit"": 0, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": -2.11, ""zSMA"": -2.17}"
1460442960.0,-1,1,"{""Entry"": 0, ""Exit"": 1, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": 1.01, ""zSMA"": -2.19}"
1460447280.0,0,1,"{""Entry"": 1, ""Exit"": 0, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": -1.13, ""zSMA"": -1.35}"
1460449860.0,-1,1,"{""Entry"": 0, ""Exit"": 1, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": 0.15, ""zSMA"": -2.69}"
1460453520.0,-2,1,"{""Entry"": 1, ""Exit"": 0, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": 4.57, ""zSMA"": 4.7}"
1460473200.0,-1,1,"{""Entry"": 0, ""Exit"": 1, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": -0.07, ""zSMA"": 0.87}"
1460593860.0,-1,1,"{""Entry"": 0, ""Exit"": 1, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": -0.01, ""zSMA"": 0.19}"
1460600460.0,0,1,"{""Entry"": 1, ""Exit"": 0, ""symPair"": ""CHFJPYGBPJPY"", ""zScore"": -1.94, ""zSMA"": -1.94}"
