dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-06-09 20:00:00,0.0294681973665,0.00167835673138,0.00659380473396,8.03088065164,100377.98,60.47,both_worst_wf_is_all DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.00164850682061,wf_is_pv3s_v2v,100349.76,30.24,4.01415079036,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is14,100349.76,1.0,,
2016-06-10 00:00:00,0.0368600221438,0.00131085778071,0.00659380473396,8.05671420555,100700.87,322.89,both_worst_wf_is_all DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100511.17,161.41,4.02060749055,1.0,zigZag_VotingSoft,-1.0,zigZag_VotingSoft_f22_is14,99715.2,1.0,-243.706633333,20160609 19:56:17 EDT
2016-06-10 00:00:00,0.00026498515906,0.000726364647302,0.00659380473396,0.0,100393.26,232.87,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,100278.83,116.44,0.0,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f18_is24,99725.06,1.0,-181.873033333,20160609 20:58:07 EDT
2016-06-10 04:00:00,0.00173906997483,0.000712713380902,0.00659380473396,2.00379245659,100187.62,77.47,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,100189.62,79.47,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f18_is25,99938.89,1.0,-191.881383333,20160610 00:48:07 EDT
2016-06-10 08:00:00,0.0511966820695,0.0,0.00309276856414,8.06543809548,100809.91,641.38,both_gainAhead_PCA10_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100470.19,320.64,4.01896846272,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is14,,1.0,-192.998966667,20160610 04:47:00 EDT
2016-06-10 12:00:00,0.0763440176036,0.000519354088016,0.00361157559257,8.05510618209,100680.77,312.43,both_gainAhead_VotingSoft DPS wl15.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100524.56,156.22,4.02114334552,1.0,gainAhead_VotingSoft,1.0,gainAhead_VotingSoft_f22_is14,,1.0,-192.5093,20160610 08:47:29 EDT
2016-06-10 16:00:00,0.0903918185845,0.0,0.00373001923296,8.09735418783,101208.83,238.15,both_gainAhead_PCA10_VotingSoft DPS wl16.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100611.82,118.52,4.02463366227,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is14,,1.0,-192.026166667,20160610 12:47:58 EDT
2016-06-10 20:00:00,0.123097988713,0.0,0.00384481582077,0.0,100938.08,269.0,both_gainAhead_PCA10_VotingSoft DPS wl17.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100706.04,134.37,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is14,,1.0,-191.783883333,20160610 16:48:12 EDT
2016-06-10 20:00:00,0.087096618354,0.0,0.00384481582077,0.0,100889.29,220.21,both_gainAhead_PCA10_VotingSoft DPS wl17.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100681.67,110.0,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is14,,1.0,48.0326166667,20160610 20:48:01 EDT
2016-06-10 20:00:00,0.0862306173218,0.0,0.00384481582077,0.0,100889.29,220.21,both_gainAhead_PCA10_VotingSoft DPS wl17.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100681.67,110.0,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is14,,1.0,1.87,20160611 00:46:57 EDT
2016-06-10 20:00:00,0.0942704925917,0.0,0.00384481582077,0.0,101079.61,220.63,both_gainAhead_PCA10_VotingSoft DPS wl17.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,100681.67,110.0,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is14,,1.0,1.34,20160611 04:46:26 EDT
