dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-05-04,97172.87,99321.79,-0.00311690867872,0.0,0.00395628284037,0.0,29.84,both_gainAhead_GNBayes DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.00318847162661,wf_is_short,30.5,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f70_is19,1.0,,
2016-05-05,96857.23,99001.15,0.000968079961949,0.00371880352246,0.00406469422349,5.81178222367,-315.64,both_gainAhead_PCA10_GNBayes DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_short,-320.64,3.96020421163,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is20,1.0,16.26,20160507 21:12:10 EDT
2016-05-05 00:00:00,100062.41,99608.42,-5.12404156217e-05,0.0,0.00406469422349,4.002656421,-324.08,both_gainAhead_PCA10_GNBayes DPS wl19.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-322.61,3.98449610985,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is20,1.0,77.69,20160507 23:45:52 EDT
2016-05-05 00:00:00,102058.9,101117.15,0.00576583432255,0.00785539034519,0.00406469422349,6.12390165645,-332.6,both_gainAhead_PCA10_GNBayes DPS wl19.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_short,-327.5,4.04484786447,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is20,1.0,130.3,20160508 05:36:07 EDT
2016-05-06 00:00:00,101987.14,101561.59,0.00354521041959,0.00355749317701,0.00417028828114,6.1195957599,193.15,both_gainAhead_PCA10_GNBayes DPS wl20.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_short,194.37,4.06262628867,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is21,1.0,4734.0215,20160509 06:54:01 EDT
2016-05-09 00:00:00,103541.86,102058.78,0.000589831281683,0.00463234226895,0.00427327386967,6.21288423141,-151.84,both_zigZag_PCA10_VotingSoft DPS wl21.0 maxL2 dd95_0.004 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,-147.62,4.08251437268,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is64,1.0,1579.68273333,20160510 02:19:40 EDT
2016-05-10 00:00:00,101594.9,101134.2,0.0149372392177,4e-05,0.00208514414057,0.0,259.13,both_zigZag_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,129.14,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f65_is27,1.0,1486.1563,20160511 00:46:09 EDT
2016-05-10 00:00:00,104960.21,104000.45,0.014057422416,5.09991600044e-05,0.00208514414057,0.0,267.71,both_zigZag_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,132.8,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f65_is27,1.0,2792.5727,20160511 22:32:34 EDT
2016-05-11 00:00:00,109026.24,105994.66,0.00521993094487,0.000874400705819,0.00228416096288,0.0,-106.68,both_zigZag_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,-51.83,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f65_is27,1.0,1747.39205,20160512 05:07:23 EDT
2016-05-12 00:00:00,109945.91,105967.8,-0.00773365106844,0.0,0.00246717581898,2.19896227493,-486.25,both_zigZag_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-232.75,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f65_is27,1.0,1370.65251667,20160512 22:50:39 EDT
2016-05-12 00:00:00,100948.31,101942.05,-0.00875285613451,0.0,0.00246717581898,6.05726212099,-450.51,both_zigZag_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-227.99,4.07784496543,1.0,zigZag_PCA10_VotingSoft,-1.0,zigZag_PCA10_f10_is32,1.0,1953.18008333,20160513 08:33:10 EDT
2016-05-13 00:00:00,103180.86,101793.58,0.00908427561241,9.1e-05,0.00131876094679,8.25512916266,456.34,both_gainAhead_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,225.61,4.07190607556,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f67_is32,1.0,118.72,20160514 05:19:03 EDT
