dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-05-03,104060.88,104387.56,-0.0209890617515,0.0,0.00884651736929,0.0,-3288.21,both_worst_wf_is_short DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,-0.00789972614283,wf_is_short,-3298.53,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is9,104387.56,1.0,,
2016-05-04,103238.83,103562.93,-0.0249070727489,0.0,0.00884651736929,0.0,-822.05,both_worst_wf_is_short DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_short,-824.63,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is10,86604.4,1.0,2090.97795,20160505 10:50:58 EDT
2016-05-04 00:00:00,102673.22,102927.77,-0.0245990497789,0.0,0.00884651736929,0.0,-817.55,both_worst_wf_is_short DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_short,-819.58,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is10,86604.4,1.0,2219.14381667,20160505 12:59:08 EDT
2016-05-04 00:00:00,118453.7,115720.87,-0.0212242127595,0.0,0.00884651736929,0.0,-943.2,both_worst_wf_is_short DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_short,-921.44,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is10,86604.4,1.0,2277.23596667,20160505 13:57:14 EDT
2016-05-04 00:00:00,104598.82,102911.11,-0.0286861517664,0.0,0.00884651736929,0.0,-832.88,both_worst_wf_is_short DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_short,-819.44,0.0,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is10,86604.4,1.0,2327.6107,20160505 14:47:36 EDT
2016-05-05 00:00:00,77677.34,87844.92,0.084188781257,0.000516911573538,0.00228416096288,0.0,1217.64,both_zigZag_PCA10_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,693.95,0.0,1.0,zigZag_PCA10_GNBayes,-1.0,zigZag_PCA10_f10_is11,,1.0,1729.92665,20160506 04:49:55 EDT
2016-05-05 00:00:00,81882.59,92735.53,0.0921399029754,0.000527889533694,0.00228416096288,0.0,1283.56,both_zigZag_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,732.59,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f52_is11,,1.0,2709.42175,20160506 21:09:25 EDT
2016-05-05 00:00:00,90438.43,97596.07,0.00686373596885,0.00281211839272,0.0029488391231,0.0,1404.87,both_zigZag_GNBayes DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,763.96,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f62_is11,,1.0,210.67,20160508 06:50:48 EDT
2016-05-06 00:00:00,88828.92,94295.01,0.00319810225731,0.0027762212039,0.00246717581898,0.0,-1801.8,both_zigZag_GNBayes DPS wl7.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,-946.74,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f59_is12,,1.0,4557.54091667,20160509 03:57:32 EDT
2016-05-09 00:00:00,88964.67,93920.15,0.00567206159543,0.00268111285952,0.00263752189358,0.0,3800.0,both_zigZag_GNBayes DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,2049.61,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f60_is13,,1.0,1430.33706667,20160509 23:50:20 EDT
2016-05-09 00:00:00,69347.93,83618.69,0.0101614712149,0.0026359905691,0.00263752189358,0.0,2962.1,both_gainAhead_GNBayes DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,1824.8,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f56_is13,,1.0,2066.46391667,20160510 10:26:27 EDT
2016-05-10 00:00:00,102715.16,104148.85,0.151028307121,0.00535751704143,0.00228416096288,8.21787028295,6209.59,both_gainAhead_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,3246.38,4.16612077477,1.0,gainAhead_VotingSoft,-1.0,gainAhead_VotingSoft_f61_is55,,1.0,1496.05253333,20160511 00:56:03 EDT
2016-05-10 00:00:00,67669.05,80172.09,-0.000936480164293,0.0,0.00228416096288,4.06038687866,-4664.48,both_zigZag_PCA10_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-2672.01,3.20701187114,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is17,,1.0,1829.619,20160511 06:29:37 EDT
2016-05-10 00:00:00,126911.29,117880.73,-0.00160288180027,0.0,0.00228416096288,5.07665476027,3955.9,both_gainAhead_PCA10_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,3674.41,4.71541799087,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is14,,1.0,2742.81808333,20160511 21:42:49 EDT
2016-05-11 00:00:00,119199.06,120916.35,-0.0071981148175,0.0,0.00246717581898,4.76815329882,-1107.21,both_gainAhead_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-1123.16,4.83684759068,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is17,,1.0,1682.4509,20160512 04:02:27 EDT
