dates,signals,safef,comment
2016-05-03 02:36:20.941000-04:00,-1,1,
2016-05-03 02:54:22.943000-04:00,-1,1,
2016-05-03 02:57:15.585000-04:00,-1,1,
2016-05-03 03:07:39.785000-04:00,-1,1,
2016-05-03 03:23:22.098000-04:00,-1,1,
2016-05-03 03:38:12.728000-04:00,1,1,
2016-05-03 03:54:07.339000-04:00,1,1,
2016-05-03 04:10:34.403000-04:00,1,1,
2016-05-03 04:26:37.642000-04:00,1,1,
2016-05-03 04:42:12.911000-04:00,1,1,
2016-05-03 04:58:50.221000-04:00,-1,1,
2016-05-03 05:15:18.655000-04:00,1,1,
2016-05-03 05:31:03.567000-04:00,1,1,
2016-05-03 05:45:43.263000-04:00,1,1,
2016-05-03 06:04:01.934000-04:00,-1,1,
2016-05-03 06:18:34.444000-04:00,-1,1,
2016-05-03 06:34:34.921000-04:00,1,1,
2016-05-03 06:50:07.331000-04:00,-1,1,
2016-05-04 19:50:27.346000-04:00,-1,1,
2016-05-04 20:04:40.800000-04:00,-1,1,
2016-05-04 20:20:38.591000-04:00,-1,1,
2016-05-04 20:35:17.377000-04:00,-1,1,
2016-05-04 20:49:46.691000-04:00,-1,1,
2016-05-04 21:06:18.520000-04:00,-1,1,
2016-05-04 21:22:29.690000-04:00,-1,1,
2016-05-04 21:38:26.452000-04:00,-1,1,
2016-05-04 21:54:29.976000-04:00,-1,1,
2016-05-04 22:36:21.899000-04:00,-1,1,
