dates,dpsNetEquity,netEquity,CAR25,RS_netEquity,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp
2016-06-09 20:00:00,100169.65,100498.98,0.0070658127449,100498.98,0.00632017439227,0.00659380473396,6.01053957142,423.65,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,-2.70318976392e-05,wf_is_short,427.04,4.02012014088,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f18_is6,1.0,,
2016-06-10 00:00:00,100169.06,100497.68,-0.00749856697227,99704.41,0.0,0.00659380473396,6.01050393309,-0.59,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-1.3,4.02006786713,1.0,gainAhead_PCA10_VotingSoft,1.0,gainAhead_PCA10_f10_is10,1.0,-244.733283333,20160609 19:55:16 EDT
2016-06-10 00:00:00,101178.17,100758.98,0.0801203067174,99863.63,0.000251914210301,0.00659380473396,0.0,-21.89,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,-10.9,0.0,1.0,buyHold,1.0,buyHold,1.0,-182.2202,20160609 20:57:46 EDT
2016-06-10 04:00:00,100892.33,100773.36,0.0744658998039,99916.9,0.00196210404845,0.00659380473396,8.07203223652,241.99,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_short,121.0,4.0310957595,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f18_is3,1.0,-191.939983333,20160610 00:48:03 EDT
2016-06-10 08:00:00,100890.82,100659.64,0.0132843880584,,5.09993400044e-05,0.00161514570617,8.07191106413,30.11,both_zigZag_PCA10_VotingSoft DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,15.02,4.02654673012,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is11,1.0,-193.308883333,20160610 04:46:41 EDT
2016-06-10 12:00:00,100216.6,100216.6,-0.00148983401367,99984.48,0.0,0.00659380473396,0.0,104.76,both_worst_wf_is_short DPS wl50.0 maxL2 dd95_0.007 thres_0.0,1.0,0.0,wf_is_short,104.76,0.0,1.0,buyHold,1.0,buyHold,1.0,-192.1116,20160610 08:47:53 EDT
2016-06-10 16:00:00,100822.54,100517.63,0.0835386453992,99755.98,0.0,0.00659380473396,0.0,324.1,both_finalWorst DPS wl50.0 maxL2 dd95_0.007 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,161.82,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is11,1.0,-193.739083333,20160610 12:46:15 EDT
2016-06-10 20:00:00,101399.0,100720.85,0.0937304641831,,0.000111,0.00131876094679,8.11256866341,770.98,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,384.39,4.02899501919,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is11,1.0,-191.890666667,20160610 16:48:06 EDT
2016-06-10 20:00:00,101453.22,100747.88,0.100459990805,,0.000139996220126,0.00131876094679,8.11690697409,825.2,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,411.42,4.0300764544,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is11,1.0,47.9008333333,20160610 20:47:54 EDT
2016-06-10 20:00:00,101453.22,100747.88,0.101085635332,,0.000110998200036,0.00131876094679,8.11690697409,825.2,both_zigZag_PCA10_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,411.42,4.0300764544,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is11,1.0,1.68,20160611 00:47:27 EDT
