dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,safef,cycleTime,timestamp,v4.4_system,mrThreshold
2016-05-27,-0.00250914733078,0.0,0.00208514414057,0.0,112715.29,97.84,both_gainAhead_GNBayes DPS wl5.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_short,108018.79,93.77,0.0,1.0,gainAhead_GNBayes,-1.0,gainAhead_GNBayes_f96_is28,1.0,,,,
2016-05-30,0.000445914288738,0.00608808601685,0.00228416096288,6.7629174,112708.53,-6.76,both_gainAhead_GNBayes DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,108014.47,-4.32,4.3207516,1.0,gainAhead_GNBayes,1.0,gainAhead_GNBayes_f97_is29,1.0,2775.61745,20160531 22:15:37 EDT,,
2016-05-31 00:00:00,-0.00687665069605,0.0,0.00246717581898,0.0,110012.22,-82.06,both_gainAhead_PCA10_VotingSoft DPS wl7.0 maxL2 dd95_0.002 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,107017.97,-79.82,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is31,1.0,1823.87698333,20160601 06:23:52 EDT,,
2016-06-01 00:00:00,-0.00345976888791,0.0,0.00263752189358,0.0,108050.36,93.81,both_gainAhead_PCA10_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,108594.01,94.28,0.0,1.0,gainAhead_PCA10_VotingSoft,-1.0,gainAhead_PCA10_f10_is31,1.0,1325.51928333,20160601 22:05:31 EDT,,
2016-06-01 00:00:00,0.0143743162161,0.00157097972713,0.00263752189358,0.0,104302.44,-181.58,both_zigZag_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102546.05,-89.18,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f98_is31,1.0,2518.06095,20160602 17:58:03 EDT,,
2016-06-01 00:00:00,0.0153126120173,0.00201370677265,0.00263752189358,0.0,103330.79,-179.88,both_zigZag_VotingSoft DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,102821.15,-89.42,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f98_is31,1.0,2665.66566667,20160602 20:25:39 EDT,,
2016-06-02 00:00:00,0.0386365793263,0.00167550888743,0.00279751442472,0.0,105179.42,1848.63,both_zigZag_VotingSoft DPS wl9.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,103740.91,919.76,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f91_is17,1.0,1270.0558,20160602 21:10:03 EDT,,
2016-06-03 00:00:00,0.0631400839271,0.00198165453248,0.0029488391231,0.0,107215.0,3152.25,both_zigZag_PCA10_VotingSoft DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,104194.07,1554.57,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is17,1.0,1264.08458333,20160603 21:04:05 EDT,,
2016-06-06 00:00:00,0.0270743040126,0.00137456848967,0.00309276856414,0.0,107325.07,2118.43,both_zigZag_PCA10_VotingSoft DPS wl11.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,103968.44,1036.31,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is17,1.0,1240.44068333,20160606 20:40:26 EDT,,
2016-06-07 00:00:00,0.104547325454,0.00126504903272,0.00323029141235,0.0,106409.87,2030.67,both_zigZag_PCA10_VotingSoft DPS wl12.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv3s_v2v,104354.37,1005.32,0.0,1.0,zigZag_PCA10_VotingSoft,1.0,zigZag_PCA10_f10_is31,1.0,1236.94978333,20160607 20:36:56 EDT,,
