dates,CAR25,dd95,ddTol,dpsCommission,dpsNetEquity,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netEquity,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.4_system,safef,cycleTime,timestamp,mrThreshold
2016-06-10,-0.00498249027694,0.0,0.00186500961648,0.0,108506.12,-123.89,both_zigZag_VotingSoft DPS wl4.0 maxL2 dd95_0.002 thres_0.0,1.0,0.00685061845861,wf_is_pv2e_p2p,105486.57,-120.44,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f88_is9,1.0,,,
2016-06-13,0.00286736299959,0.00608412147018,0.00208514414057,2.18498908057,109247.27,741.15,both_zigZag_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,106209.22,722.65,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f88_is9,1.0,1266.64803333,20160613 21:06:38 EDT,
2016-06-13 00:00:00,0.000339514222869,0.00668367198778,0.00208514414057,2.16351275551,108173.47,733.86,both_zigZag_VotingSoft DPS wl5.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,105253.0,716.14,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f88_is9,1.0,1826.78808333,20160614 06:26:47 EDT,
2016-06-14 00:00:00,0.00898414511223,0.00464347328445,0.00228416096288,0.0,108541.48,368.01,both_zigZag_VotingSoft DPS wl6.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,105432.04,179.04,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f88_is9,1.0,1264.98223333,20160614 21:04:58 EDT,
2016-06-15 00:00:00,0.0534226201178,0.00455347341139,0.0029488391231,8.43221670521,105394.28,1828.4,both_gainAhead_PCA10_GNBayes DPS wl10.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,104978.63,918.6,4.1993130597,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is17,1.0,1583.22316667,20160616 02:23:13 EDT,
2016-06-16 00:00:00,0.00216398814537,0.00210183286379,0.00263752189358,5.97411421176,99562.6,1908.81,both_zigZag_GNBayes DPS wl8.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_short,103297.37,1982.44,4.1320598902,1.0,zigZag_GNBayes,1.0,zigZag_GNBayes_f86_is12,1.0,1261.45125,20160616 21:01:27 EDT,
2016-06-16 00:00:00,-0.00681430657526,0.0,0.00263752189358,6.03350258824,100552.34,-4110.46,both_gainAhead_PCA10_GNBayes DPS wl8.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_short,103039.71,-2065.0,4.12175333333,1.0,gainAhead_PCA10_GNBayes,-1.0,gainAhead_PCA10_f10_is12,1.0,1541.43801667,20160617 01:41:26 EDT,
2016-06-17 00:00:00,0.0246300964393,7.09986800176e-05,0.00131876094679,2.07471867355,103733.86,618.62,both_zigZag_VotingSoft DPS wl2.0 maxL2 dd95_0.001 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,103333.02,618.28,0.0,1.0,zigZag_VotingSoft,1.0,zigZag_VotingSoft_f92_is17,1.0,22.98,20160618 02:26:37 EDT,
2016-06-17 00:00:00,-0.025533536813,0.0,0.00131876094679,4.02218735511,100550.66,-612.97,both_gainAhead_PCA10_GNBayes DPS wl2.0 maxL2 dd95_0.001 thres_0.0,1.0,0.0,wf_is_short,101471.93,-618.58,4.059039384,1.0,gainAhead_PCA10_GNBayes,1.0,gainAhead_PCA10_f10_is3,1.0,7.63,20160619 04:35:12 EDT,
2016-06-20 00:00:00,0.024452447233,7.99976000319e-05,0.00161514570617,0.0,104514.05,4145.69,both_zigZag_GNBayes DPS wl3.0 maxL2 dd95_0.002 thres_0.0,2.0,0.0,wf_is_short,103195.13,2088.1,0.0,1.0,zigZag_GNBayes,-1.0,zigZag_GNBayes_f86_is20,1.0,1246.8563,20160620 20:46:51 EDT,
