dates,dpsNetEquity,netEquity,CAR25,dd95,ddTol,dpsCommission,dpsNetPNL,dpsRunName,dpsSafef,gainAhead,is_period,netPNL,nodpsComm,nodpsSafef,signalType,signals,v4.3_system,RS_netEquity,safef,cycleTime,timestamp
2016-04-28 23:00:00,99998.0,99998.0,0.0,0.0,0.00279751442472,2.0,-2.0,both_best_wf_is_pv3s_v2v DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,-0.000114567691093,wf_is_pv3s_v2v,-2.0,2.0,1.0,sellHold,-1.0,sellHold,99998.0,1.0,,
2016-04-28 23:30:00,100009.46,100009.46,-0.00799984000001,0.0,0.00279751442472,0.0,11.46,both_best_wf_is_pv3s_v2v DPS wl9.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,11.46,0.0,1.0,sellHold,-1.0,sellHold,100009.46,1.0,-4.85228333333,20160428 23:25:08 EDT
2016-04-29 09:00:00,99683.04,99366.08,-0.00399996,0.0,0.00484543711852,0.0,-314.96,both_best_wf_is_pv3s_v2v DPS wl27.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-629.92,0.0,2.0,sellHold,-1.0,sellHold,99366.08,2.0,-20.5717833333,20160429 08:39:25 EDT
2016-04-29 17:00:00,99979.94,99959.89,-0.00399996,0.0,0.00884651736929,0.0,-18.06,both_best_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-36.11,0.0,2.0,sellHold,-1.0,sellHold,99959.89,2.0,0.74,20160501 07:04:59 EDT
2016-04-29 17:00:00,99979.94,99959.89,-0.00799984000001,0.0,0.00884651736929,0.0,-18.06,both_best_wf_is_pv3s_v2v DPS wl90.0 maxL2 dd95_0.009 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-36.11,0.0,2.0,sellHold,-1.0,sellHold,99959.89,2.0,0.7,20160501 07:41:06 EDT
2016-05-02 07:30:00,100030.73,100032.73,0.0150302655653,0.0,0.00336219390073,2.00065460648,32.73,both_buyHold DPS wl13.0 maxL2 dd95_0.003 thres_0.0,2.0,0.0,wf_is_pv2e_p2p,34.73,0.0,1.0,buyHold,1.0,buyHold,,1.0,3.9875,20160502 07:33:59 EDT
2016-05-02 08:30:00,100000.86,100001.72,0.0,0.0,0.00348911350395,0.0,2.86,both_buyHold DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,5.72,0.0,2.0,buyHold,1.0,buyHold,,2.0,-11.73955,20160502 08:18:15 EDT
2016-05-02 09:00:00,100066.25,100132.5,0.0,0.0,0.00348911350395,0.0,68.25,both_buyHold DPS wl14.0 maxL2 dd95_0.003 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,136.5,0.0,2.0,buyHold,1.0,buyHold,,2.0,2.08443333333,20160502 09:02:05 EDT
2016-05-02 10:00:00,99998.0,99996.0,-0.00399996,0.0,0.00395628284037,0.0,0.0,both_buyHold DPS wl18.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,0.0,0.0,2.0,buyHold,1.0,buyHold,,2.0,-2.04591666667,20160502 09:57:57 EDT
2016-05-02 19:00:00,99997.18,99994.37,-0.0055283087618,0.0,0.00373001923296,0.0,-0.82,both_buyHold DPS wl16.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-1.63,0.0,2.0,buyHold,1.0,buyHold,,2.0,-18.8212666667,20160502 18:41:10 EDT
2016-05-02 20:00:00,99991.07,99982.14,-0.0340801058443,0.0,0.00384481582077,0.0,-6.93,both_buyHold DPS wl17.0 maxL2 dd95_0.004 thres_0.0,1.0,0.0,wf_is_short,-13.86,0.0,2.0,buyHold,1.0,buyHold,,2.0,-14.5195166667,20160502 19:45:28 EDT
2016-05-03 01:30:00,99842.43,99684.86,-0.301955861234,0.0,0.00456832192576,0.0,-155.57,both_buyHold DPS wl24.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv3s_v2v,-311.14,0.0,2.0,buyHold,1.0,buyHold,,2.0,-24.5044166667,20160503 01:05:29 EDT
2016-05-03 03:00:00,99957.92,99915.84,-0.0814710755297,0.0,0.00510753918455,0.0,-40.08,both_sellHold DPS wl30.0 maxL2 dd95_0.005 thres_0.0,1.0,0.0,wf_is_pv2e_p2p,-80.16,0.0,2.0,sellHold,-1.0,sellHold,,2.0,89.0379833333,20160503 04:29:02 EDT
