permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,0.9525,20000.0,-20000.0,-2.0,SLD,USD,CHF,20160410 17:15:03 EST,,0.0,99998.0,1980717.59,99924.1338,0.9525,99928.1338,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,0.9534,40000.0,20000.0,-20.2196,BOT,USD,CHF,20160410 21:38:16 EST,,-18.2196,99977.7804,1980717.59,100027.60504,0.9534,100033.60504,99981.7804,-20.2196
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,0.95327,40000.0,-20000.0,-4.63172,SLD,USD,CHF,20160410 22:08:33 EST,,-2.63172,99973.14868,1980717.59,99914.87036,0.95327,99922.87036,99979.14868,-4.63172
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,0.9534,40000.0,20000.0,-4.63172,BOT,USD,CHF,20160410 23:37:15 EST,,-2.63172,99968.51696,1980717.59,100018.3416,0.9534,100028.3416,99976.51696,-4.63172
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,0.95327,40000.0,-20000.0,-4.63172,SLD,USD,CHF,20160410 23:46:26 EST,,-2.63172,99963.88524,1980717.59,99905.60692,0.95327,99917.60692,99973.88524,-4.63172
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,0.9534,40000.0,20000.0,-4.63172,BOT,USD,CHF,20160411 00:38:24 EST,,-2.63172,99959.25352,1980717.59,100009.07816,0.9534,100023.07816,99971.25352,-4.63172
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,0.95327,40000.0,-20000.0,-4.63172,SLD,USD,CHF,20160412 08:07:19 EST,,-2.63172,99954.6218,1980717.59,99896.34348,0.95327,99912.34348,99968.6218,-4.63172
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,0.9534,40000.0,20000.0,-4.63172,BOT,USD,CHF,20160412 09:07:20 EST,,-2.63172,99949.99008,1980717.59,99999.81472,0.9534,100017.81472,99965.99008,-4.63172
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,0.95327,40000.0,-20000.0,-4.63172,SLD,USD,CHF,20160412 12:37:17 EST,,-2.63172,99945.35836,1980717.59,99887.08004,0.95327,99907.08004,99963.35836,-4.63172
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,0.95542,40000.0,20000.0,-45.5246,BOT,USD,CHF,20160412 16:37:18 EST,,-43.5246,99899.83376,1980717.59,99896.21424,0.95542,99918.21424,99919.83376,-45.5246
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,0.955,40000.0,-20000.0,-10.50248,SLD,USD,CHF,20160412 17:23:16 EST,,-8.50248,99889.33128,1980717.59,99881.25808,0.955,99905.25808,99911.33128,-10.50248
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,0.96329,40000.0,20000.0,-169.82276,BOT,USD,CHF,20160413 07:38:56 EST,,-167.82276,99719.50852,1980717.59,99716.69876,0.96329,99742.69876,99743.50852,-169.82276
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,0.96666,40000.0,-20000.0,66.22228,SLD,USD,CHF,20160417 21:36:58 EST,,68.22228,99785.7308,1980717.59,99782.11128,0.96666,99810.11128,99811.7308,66.22228
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,0.96517,40000.0,20000.0,28.16356,BOT,USD,CHF,20160418 06:36:50 EST,,30.16356,99813.89436,1980717.59,99811.48948,0.96517,99841.48948,99841.89436,28.16356
