symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
EURCHF,open,long,2.0,0.0,1.09109,0.0,-2.0,0.0,2.0,175.0,,,,,EURCHF,,20160418 06:37:30 EST,20160418 06:37:30 EST,2.0,CHF,129.78844,131.78844,101102.96568,1707252.6871,101772.96568
USDCHF,open,long,2.0,0.0,0.96524,0.0,-2.0,0.0,2.0,177.0,,,,,USDCHF,,20160418 06:39:47 EST,20160418 06:39:47 EST,2.0,CHF,232.22308,234.22308,101062.7512,1707252.6871,101740.7512
GBPUSD,open,long,2.0,0.0,1.42772,0.0,-2.0,0.0,2.0,193.0,,,,,GBPUSD,,20160418 18:37:42 EST,20160418 18:37:42 EST,2.0,USD,185.2,187.2,101192.08974,1707252.6871,101934.08974
EURGBP,open,short,2.0,0.0,0.7923,0.0,-2.0,0.0,2.0,194.0,,,,,EURGBP,,20160418 18:41:53 EST,20160418 18:41:53 EST,-2.0,GBP,-358.8565,-356.8565,101065.65834,1707252.6871,101811.65834
EURUSD,open,short,2.0,0.0,1.1232,0.0,-2.0,0.0,2.0,195.0,,,,,EURUSD,,20160422 12:37:46 EST,20160422 12:37:46 EST,-2.0,USD,-10.0,-8.0,100928.65834,1707252.6871,101678.65834
AUDUSD,open,short,2.0,0.0,0.77075,0.0,-2.0,0.0,2.0,196.0,,,,,AUDUSD,,20160422 12:37:47 EST,20160422 12:37:47 EST,-2.0,USD,9.0,11.0,100921.05834,1707252.6871,101675.05834
USDCAD,open,long,2.0,0.0,1.27031,0.0,-2.0,0.0,2.0,197.0,,,,,USDCAD,,20160422 12:37:48 EST,20160422 12:37:48 EST,2.0,CAD,-54.318,-52.318,101200.32294,1707252.6871,101958.32294
NZDUSD,open,short,2.0,0.0,0.68487,0.0,-2.0,0.0,2.0,198.0,,,,,NZDUSD,,20160422 12:37:49 EST,20160422 12:37:49 EST,-2.0,USD,7.0,9.0,101024.12294,1707252.6871,101786.12294
EURJPY,open,long,2.0,0.0,125.514,0.0,-2.0,0.0,2.0,206.0,,,,,EURJPY,,20160424 00:06:38 EST,20160424 00:06:38 EST,2.0,JPY,-5.52,-3.52,105161.03494,1707252.6871,105955.03494
USDJPY,open,long,2.0,0.0,111.831,0.0,-2.0,0.0,2.0,207.0,,,,,USDJPY,,20160424 00:07:19 EST,20160424 00:07:19 EST,2.0,JPY,-12.208,-10.208,105146.82694,1707252.6871,105944.82694
NZDJPY,open,long,2.0,0.0,76.631,0.0,-2.0,0.0,2.0,208.0,,,,,NZDJPY,,20160424 00:07:30 EST,20160424 00:07:30 EST,2.0,JPY,-12.912,-10.912,105131.91494,1707252.6871,105933.91494
CADJPY,open,long,2.0,0.0,88.279,0.0,-2.0,0.0,2.0,209.0,,,,,CADJPY,,20160424 00:07:44 EST,20160424 00:07:44 EST,2.0,JPY,-23.648,-21.648,105106.26694,1707252.6871,105912.26694
CHFJPY,open,long,2.0,0.0,114.345,0.0,-2.0,0.0,2.0,210.0,,,,,CHFJPY,,20160424 00:08:04 EST,20160424 00:08:04 EST,2.0,JPY,-44.416,-42.416,105059.85094,1707252.6871,105869.85094
GBPJPY,open,long,2.0,0.0,161.138,0.0,-2.0,0.0,2.0,211.0,,,,,GBPJPY,,20160424 00:08:17 EST,20160424 00:08:17 EST,2.0,JPY,-51.808,-49.808,105006.04294,1707252.6871,105820.04294
AUDJPY,open,long,2.0,0.0,86.227,0.0,-2.0,0.0,2.0,212.0,,,,,AUDJPY,,20160424 00:08:29 EST,20160424 00:08:29 EST,2.0,JPY,-16.432,-14.432,104987.61094,1707252.6871,105805.61094
