symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
USDCHF,open,long,2.0,0.0,0.96517,0.0,-2.0,0.0,2.0,175.0,,,,,USDCHF,,20160418 06:36:57 EST,20160418 06:36:57 EST,2.0,CHF,233.64016,235.64016,101048.99488,1707205.27132,101718.99488
EURCHF,open,long,2.0,0.0,1.09102,0.0,-2.0,0.0,2.0,178.0,,,,,EURCHF,,20160418 06:39:22 EST,20160418 06:39:22 EST,2.0,CHF,131.20552,133.20552,100971.241,1707205.27132,101653.241
GBPUSD,open,long,2.0,0.0,1.42764,0.0,-2.0,0.0,2.0,193.0,,,,,GBPUSD,,20160418 18:34:25 EST,20160418 18:34:25 EST,2.0,USD,186.8,188.8,101092.37158,1707205.27132,101834.37158
EURGBP,open,short,2.0,0.0,0.79232,0.0,-2.0,0.0,2.0,194.0,,,,,EURGBP,,20160418 18:37:48 EST,20160418 18:37:48 EST,-2.0,GBP,-359.4207,-357.4207,100965.09388,1707205.27132,101711.09388
EURUSD,open,short,2.0,0.0,1.12315,0.0,-2.0,0.0,2.0,195.0,,,,,EURUSD,,20160422 12:37:27 EST,20160422 12:37:27 EST,-2.0,USD,-9.0,-7.0,100817.69388,1707205.27132,101567.69388
AUDUSD,open,short,2.0,0.0,0.77074,0.0,-2.0,0.0,2.0,196.0,,,,,AUDUSD,,20160422 12:37:31 EST,20160422 12:37:31 EST,-2.0,USD,9.2,11.2,100812.09388,1707205.27132,101566.09388
USDCAD,open,long,2.0,0.0,1.27024,0.0,-2.0,0.0,2.0,197.0,,,,,USDCAD,,20160422 12:37:32 EST,20160422 12:37:32 EST,2.0,CAD,-53.27164,-51.27164,101092.7038,1707205.27132,101850.7038
NZDUSD,open,short,2.0,0.0,0.68521,0.0,-2.0,0.0,2.0,198.0,,,,,NZDUSD,,20160422 12:37:33 EST,20160422 12:37:33 EST,-2.0,USD,0.199999999999,2.2,100925.3038,1707205.27132,101687.3038
EURJPY,open,long,2.0,0.0,125.514,0.0,-2.0,0.0,2.0,206.0,,,,,EURJPY,,20160424 00:06:38 EST,20160424 00:06:38 EST,2.0,JPY,-5.52,-3.52,105065.0318,1707205.27132,105859.0318
USDJPY,open,long,2.0,0.0,111.831,0.0,-2.0,0.0,2.0,207.0,,,,,USDJPY,,20160424 00:07:19 EST,20160424 00:07:19 EST,2.0,JPY,-12.208,-10.208,105050.8238,1707205.27132,105848.8238
NZDJPY,open,long,2.0,0.0,76.631,0.0,-2.0,0.0,2.0,208.0,,,,,NZDJPY,,20160424 00:07:30 EST,20160424 00:07:30 EST,2.0,JPY,-12.912,-10.912,105035.9118,1707205.27132,105837.9118
CADJPY,open,long,2.0,0.0,88.279,0.0,-2.0,0.0,2.0,209.0,,,,,CADJPY,,20160424 00:07:44 EST,20160424 00:07:44 EST,2.0,JPY,-23.648,-21.648,105010.2638,1707205.27132,105816.2638
CHFJPY,open,long,2.0,0.0,114.345,0.0,-2.0,0.0,2.0,210.0,,,,,CHFJPY,,20160424 00:08:03 EST,20160424 00:08:03 EST,2.0,JPY,-44.416,-42.416,104963.8478,1707205.27132,105773.8478
GBPJPY,open,long,2.0,0.0,161.138,0.0,-2.0,0.0,2.0,211.0,,,,,GBPJPY,,20160424 00:08:16 EST,20160424 00:08:16 EST,2.0,JPY,-51.808,-49.808,104910.0398,1707205.27132,105724.0398
AUDJPY,open,long,2.0,0.0,86.227,0.0,-2.0,0.0,2.0,212.0,,,,,AUDJPY,,20160424 00:08:29 EST,20160424 00:08:29 EST,2.0,JPY,-16.432,-14.432,104891.6078,1707205.27132,105709.6078
