trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,PurePL,qty,currency,balance,commission,margin_available,mark_to_mkt,pure_mark_to_mkt,purebalance,pure_unr_pnl,unr_pnl
1.0,-68.128,20160410 19:36:40 EST,20160410 19:36:40 EST,20160410 19:36:40 EST,81.873,,AUDJPY,short,,20160410 19:09:57 EST,closed,20160410 17:15:27 EST,81.6965,,,4.0,4.0,,AUDJPY,,-62.128,4.0,JPY,99931.872,6.0,2000062.128,99931.872,99937.872,99937.872,501.424,499.424
2.0,-15.392,20160410 21:17:42 EST,20160410 21:17:42 EST,20160410 21:17:42 EST,81.859,,AUDJPY,long,,20160410 20:52:54 EST,closed,20160410 19:36:40 EST,81.873,,,4.0,4.0,,AUDJPY,,-7.392,-4.0,JPY,99916.48,8.0,2000054.736,99916.48,99930.48,99930.48,435.424,433.424
3.0,-8.928,20160410 21:44:56 EST,20160410 21:44:56 EST,20160410 21:44:56 EST,81.873,,AUDJPY,short,,20160410 21:17:42 EST,closed,20160410 21:17:42 EST,81.859,,,4.0,4.0,,AUDJPY,,-4.928,4.0,JPY,99907.552,4.0,2000059.664,99907.552,99925.552,99925.552,444.224,442.224
4.0,-17.392,20160410 23:54:36 EST,20160410 23:54:36 EST,20160410 23:54:36 EST,81.859,,AUDJPY,long,,20160410 23:08:10 EST,closed,20160410 21:44:56 EST,81.873,,,4.0,4.0,,AUDJPY,,-7.392,-4.0,JPY,99890.16,10.0,2000052.272,99890.16,99918.16,99918.16,435.424,433.424
5.0,-6.464,20160411 00:17:21 EST,20160411 00:17:21 EST,20160411 00:17:21 EST,81.873,,AUDJPY,short,,20160410 23:54:36 EST,closed,20160410 23:54:36 EST,81.859,,,2.0,2.0,,AUDJPY,,-2.464,2.0,JPY,99883.696,4.0,2000054.736,99883.696,99915.696,99915.696,222.112,220.112
6.0,-12.928,20160411 04:40:58 EST,20160411 04:40:58 EST,20160411 04:40:58 EST,81.859,,AUDJPY,long,,20160411 01:57:43 EST,closed,20160411 00:17:21 EST,81.873,,,4.0,4.0,,AUDJPY,,-4.928,-2.0,JPY,99870.768,8.0,2000049.808,99870.768,99910.768,99910.768,217.712,215.712
7.0,-6.464,20160411 04:41:29 EST,20160411 04:41:29 EST,20160411 04:41:29 EST,81.873,,AUDJPY,short,,20160411 04:40:58 EST,closed,20160411 04:40:58 EST,81.859,,,2.0,2.0,,AUDJPY,,-2.464,2.0,JPY,99864.304,4.0,2000052.272,99864.304,99908.304,99908.304,222.112,220.112
8.0,-12.928,20160411 13:53:02 EST,20160411 13:53:02 EST,20160411 13:53:02 EST,81.859,,AUDJPY,long,,20160411 11:50:57 EST,closed,20160411 04:41:29 EST,81.873,,,4.0,4.0,,AUDJPY,,-4.928,-2.0,JPY,99851.376,8.0,2000047.344,99851.376,99903.376,99903.376,217.712,215.712
9.0,-6.464,20160411 23:59:51 EST,20160411 23:59:51 EST,20160411 23:59:51 EST,81.859,,AUDJPY,long,,20160411 13:53:33 EST,closed,20160411 13:53:33 EST,81.873,,,2.0,2.0,,AUDJPY,,-2.464,-2.0,JPY,99844.912,4.0,2000044.88,99844.912,99900.912,99900.912,217.712,215.712
10.0,278.976,20160413 13:41:14 EST,20160413 13:41:14 EST,20160413 13:41:14 EST,82.725,,AUDJPY,long,,20160412 12:39:34 EST,closed,20160412 00:00:21 EST,81.873,,,4.0,4.0,,AUDJPY,,294.976,-2.0,JPY,100123.888,16.0,2000339.856,100123.888,100195.888,100195.888,217.712,215.712
