symbol,sym,exp,qty,openqty,price,openprice,value,avg_cost,unr_pnl,real_pnl,PurePL,accountid,currency,pure_unr_pnl
GBPJPY,GBP,,-117000.0,-117000.0,161.453831129,161.453831129,14233.12,2.0,8629.35532327,-704.176534528,-566.176534528,Paper,JPY,8632.50733042
EURUSD,EUR,,113000.0,113000.0,1.13712017309,1.13712017309,113725.0,2.2745,6.45036883,-1245.83553887,-513.12044387,Paper,USD,9.02044083
EURJPY,EUR,,65000.0,65000.0,124.173706924,124.173706924,54443.4,2.0,-259.232360528,-641.293374988,-289.115638988,Paper,JPY,-257.232360528
GBPUSD,GBP,,-65000.0,-65000.0,1.40947096888,1.40947096888,70352.5,2.0,161.2129772,165.3226222,320.1370222,Paper,USD,163.2129772
USDCHF,USD,,-65000.0,-65000.0,0.972530631877,0.972530631877,96872.601,2.0,1016.51721308,1029.29481713,1857.29481714,Paper,CHF,1018.51721308
USDJPY,USD,,-30000.0,-30000.0,108.8,108.8,-9574.4,2.0,-1.076,1839.90000152,1989.90000152,Paper,JPY,0.924000000001
AUDUSD,AUD,,1020000.0,1020000.0,0.754159504357,0.754159504357,-753950.0,15.079,-346.37267814,155.81544445,188.89444445,Paper,USD,-330.99444414
USDCAD,USD,,-4796.0,-4796.0,1.30865,1.30865,97815.975,2.0,-2.215071824,-1126.24154912,-768.241549111,Paper,CAD,-0.215071824
NZDJPY,NZD,,920000.0,920000.0,73.865,73.865,-578510.68,2.0,-68.6310873599,699.759999991,705.759999991,Paper,JPY,-56.6719999999
CADJPY,CAD,,-809728.0,-809728.0,85.8025891071,85.8025891071,36579.4,2.0,19014.1566406,741.679991582,870.89734533,Paper,JPY,19026.0040301
CHFJPY,CHF,,-50000.0,-50000.0,113.675,113.675,-50017.0,2.0,-3.1,-2.0,0.0,Paper,JPY,-1.1
EURGBP,EUR,,-70000.0,-70000.0,0.804725185346,0.804725185346,57005.3575,2.0,-353.478299863,-153.085462601,11.1951748476,Paper,GBP,-351.478299863
EURCHF,EUR,,-150000.0,-150000.0,1.08887112672,1.08887112672,110172.909,2.20345818,68.9852996406,-317.297656915,-200.687889695,Paper,CHF,72.2903198976
AUDJPY,AUD,,-30000.0,-30000.0,82.01,82.01,-7216.88,2.0,-2.924,-691.8,-679.8,Paper,JPY,-0.923999999997
NZDUSD,NZD,,-870000.0,-870000.0,0.67885,0.67885,-536291.5,2.0,-24.862251,126.70000012,268.70000012,Paper,USD,-13.05
