symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,currency,unr_pnl,pure_unr_pnl,balance,margin_available,purebalance
USDCHF,open,long,2.0,0.0,0.96525,0.0,-2.0,0.0,2.0,299.0,,,,,USDCHF,,20160418 06:35:22 EST,20160418 06:35:22 EST,2.0,CHF,232.02064,234.02064,95239.1824393,1682407.71416,97921.1824375
USDCAD,open,long,2.0,0.0,1.2675,0.0,-2.0,0.0,2.0,350.0,,,,,USDCAD,,20160422 22:50:28 EST,20160422 22:50:28 EST,2.0,CAD,-12.31412,-10.31412,96474.7332094,1704931.87964,99526.7332076
NZDUSD,open,short,2.0,0.0,0.68235,0.0,-2.0,0.0,2.0,363.0,,,,,NZDUSD,,20160423 06:17:19 EST,20160423 06:17:19 EST,-2.0,USD,57.4,59.4,96080.2912094,1704989.95964,99188.2912076
EURUSD,open,short,10.0,8.0,1.12112,1.1228,-140.4,-134.4,6.0,367.0,20160423 13:50:40 EST,20160423 13:50:40 EST,20160423 13:50:40 EST,,EURUSD,,20160423 13:49:44 EST,20160423 10:16:36 EST,8.0,USD,31.6,33.6,95877.3149594,1705191.55964,99013.3149576
GBPUSD,open,long,2.0,0.0,1.443,0.0,-2.0,0.0,2.0,370.0,,,,,GBPUSD,,20160423 14:46:32 EST,20160423 14:46:32 EST,2.0,USD,-120.4,-118.4,95924.3149594,1705073.15964,99064.3149576
EURCHF,open,long,2.0,0.0,1.0988,0.0,-2.0,0.0,2.0,372.0,,,,,EURCHF,,20160423 15:23:46 EST,20160423 15:23:46 EST,2.0,CHF,-26.2928,-24.2928,96026.8471994,1705073.15964,99174.8471976
EURGBP,open,short,2.0,0.0,0.7782,0.0,-2.0,0.0,2.0,374.0,,,,,EURGBP,,20160423 15:59:41 EST,20160423 15:59:41 EST,-2.0,GBP,38.9045,40.9045,95937.0381994,1705073.15964,99093.0381976
AUDUSD,open,short,2.0,0.0,0.77075,0.0,-2.0,0.0,2.0,379.0,,,,,AUDUSD,,20160423 18:11:00 EST,20160423 18:11:00 EST,-2.0,USD,9.0,11.0,96396.9021994,1705027.31164,99572.9021976
NZDJPY,open,long,2.0,0.0,76.631,0.0,-2.0,0.0,2.0,387.0,,,,,NZDJPY,,20160423 23:43:58 EST,20160423 23:43:58 EST,2.0,JPY,-12.912,-10.912,97077.3941994,1705027.31164,100285.394198
CADJPY,open,long,2.0,0.0,88.279,0.0,-2.0,0.0,2.0,388.0,,,,,CADJPY,,20160423 23:45:11 EST,20160423 23:45:11 EST,2.0,JPY,-23.648,-21.648,97051.7461994,1705027.31164,100263.746198
CHFJPY,open,long,2.0,0.0,114.345,0.0,-2.0,0.0,2.0,389.0,,,,,CHFJPY,,20160423 23:46:05 EST,20160423 23:46:05 EST,2.0,JPY,-44.416,-42.416,97005.3301994,1705027.31164,100221.330198
USDJPY,open,long,2.0,0.0,111.831,0.0,-2.0,0.0,2.0,390.0,,,,,USDJPY,,20160423 23:47:35 EST,20160423 23:47:35 EST,2.0,JPY,-12.208,-10.208,96991.1221994,1705027.31164,100211.122198
GBPJPY,open,long,2.0,0.0,161.138,0.0,-2.0,0.0,2.0,391.0,,,,,GBPJPY,,20160423 23:48:09 EST,20160423 23:48:09 EST,2.0,JPY,-51.808,-49.808,96937.3141994,1705027.31164,100161.314198
EURJPY,open,long,2.0,0.0,125.514,0.0,-2.0,0.0,2.0,392.0,,,,,EURJPY,,20160423 23:49:00 EST,20160423 23:49:00 EST,2.0,JPY,-5.52,-3.52,96929.7941994,1705027.31164,100157.794198
AUDJPY,open,long,2.0,0.0,86.227,0.0,-2.0,0.0,2.0,393.0,,,,,AUDJPY,,20160423 23:50:59 EST,20160423 23:50:59 EST,2.0,JPY,-16.432,-14.432,96911.3621994,1705027.31164,100143.362198
