permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,mark_to_mkt,openprice,pure_mark_to_mkt,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,123.458,20000.0,-20000.0,-2.0,SLD,EUR,JPY,20160410 21:27:22 EST,,0.0,99998.0,1978271.392,99786.032,123.458,99790.032,100000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,152.931,20000.0,20000.0,-2.0,BOT,GBP,JPY,20160410 21:28:22 EST,,0.0,99996.0,1951355.536,100026.672,152.931,100034.672,100000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,152.916,20000.0,0.0,-4.64,SLD,GBP,JPY,20160410 22:48:23 EST,,-2.64,99991.36,1978268.752,99779.392,152.931,99787.392,99997.36,-4.64
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,123.465,20000.0,0.0,-3.232,BOT,EUR,JPY,20160410 22:48:53 EST,,-1.232,99988.128,1999998.592,99988.128,123.458,99996.128,99996.128,-3.232
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,123.465,20000.0,20000.0,-2.0,BOT,EUR,JPY,20160411 01:04:55 EST,,0.0,99986.128,1978268.752,100191.808,123.465,100203.808,99996.128,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,152.916,20000.0,-20000.0,-2.0,SLD,GBP,JPY,20160411 01:04:56 EST,,0.0,99984.128,1951355.536,99937.536,152.916,99953.536,99996.128,-2.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,152.931,20000.0,0.0,-4.64,BOT,GBP,JPY,20160411 01:42:16 EST,,-2.64,99979.488,1978271.392,100185.168,152.916,100201.168,99993.488,-4.64
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,123.458,20000.0,0.0,-3.232,SLD,EUR,JPY,20160411 01:42:49 EST,,-1.232,99976.256,2000000.0,99976.256,123.465,99992.256,99992.256,-3.232
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,123.458,20000.0,-20000.0,-2.0,SLD,EUR,JPY,20160411 02:27:11 EST,,0.0,99974.256,1978271.392,99762.288,123.458,99782.288,99992.256,-2.0
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,152.931,20000.0,20000.0,-2.0,BOT,GBP,JPY,20160411 02:27:16 EST,,0.0,99972.256,1951355.536,100002.928,152.931,100026.928,99992.256,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,123.465,20000.0,0.0,-3.232,BOT,EUR,JPY,20160411 02:56:30 EST,,-1.232,99969.024,1973085.376,100211.664,123.458,100235.664,99991.024,-3.232
