PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
-174,1457449302,2016-03-08 09:01:34,1457445694,0.7465,,forex,short,,1457435123,closed,2016-03-08 06:04:03,0.74302,10000,,5,5,,AUDUSD,,101073223,
59,1457449302,2016-03-07 13:04:51,1457373891,0.99492,,forex,short,,1457370346,closed,2016-03-07 12:04:12,0.99610,10000,,5,5,,USDCHF,,101020852,
281,1457449302,2016-03-07 12:03:50,1457370230,1.4262,,forex,long,,1457366748,closed,2016-03-07 11:04:07,1.42059,10000,,5,5,,GBPUSD,,101019164,
76,1457449302,2016-03-08 03:03:36,1457424216,0.99198,,forex,short,,1457417124,closed,2016-03-08 01:03:51,0.99349,10000,,5,5,,USDCHF,,101066721,
29,1457374409,2016-03-04 14:04:25,1457118265,0.99435,,forex,long,,1457114734,closed,2016-03-04 13:04:01,0.99377,10000,,5,5,,USDCHF,,100997436,
15,1457449302,2016-03-06 23:04:37,1457323477,1.33409,,forex,short,,1457316333,closed,2016-03-06 21:04:30,1.33449,10000,,5,5,,USDCAD,,101008162,
-188,1457449302,2016-03-08 00:39:41,1457415581,1.33316,,forex,short,,1457384733,closed,2016-03-07 16:04:30,1.32814,10000,,5,5,,USDCAD,,101059680,
165,1457449302,2016-03-07 16:03:28,1457384608,1.10118,,forex,long,,1457366748,closed,2016-03-07 11:03:56,1.09788,10000,,5,5,,EURUSD,,101019152,
71,1457449302,2016-03-07 13:05:24,1457373924,1.32742,,forex,short,,1457370347,closed,2016-03-07 12:04:44,1.32930,10000,,5,5,,USDCAD,,101020865,
11,1457449302,2016-03-06 19:03:29,1457309009,1.09942,,forex,short,,1457305528,closed,2016-03-06 18:03:37,1.09963,10000,,5,5,,EURUSD,,101006988,
57,1457449302,2016-03-06 18:03:27,1457305407,1.0996,,forex,long,,1457093127,closed,2016-03-04 07:03:30,1.09846,10000,,5,5,,EURUSD,,100988364,
-10,1457449302,2016-03-07 00:03:41,1457327021,1.42104,,forex,long,,1457323553,closed,2016-03-06 23:04:06,1.42124,10000,,5,5,,GBPUSD,,101008967,
32,1457449302,2016-03-08 05:04:04,1457431444,1.33391,,forex,long,,1457415666,closed,2016-03-08 00:39:54,1.33306,10000,,5,5,,USDCAD,,101066588,
-109,1457445701,,,0.74651,,forex,long,2016-03-08 09:01:41,1457445701,open,2016-03-08 09:01:40,0.74652,10000,,0,5,,AUDUSD,,101075520,
6,1457449302,2016-03-07 16:04:19,1457384659,1.3281,,forex,long,,1457381137,closed,2016-03-07 15:04:31,1.32795,10000,,5,5,,USDCAD,,101038351,
1,1457449302,2016-03-07 02:03:42,1457334222,0.99432,,forex,short,,1457118374,closed,2016-03-04 14:04:36,0.99434,10000,,5,5,,USDCHF,,100998920,
36,1457449302,2016-03-08 05:03:31,1457431411,0.99139,,forex,short,,1457429655,closed,2016-03-08 04:34:14,0.99211,10000,,5,5,,USDCHF,,101072494,
55,1457449302,2016-03-06 23:03:54,1457323434,1.42132,,forex,short,,1457305528,closed,2016-03-06 18:03:49,1.42242,10000,,5,5,,GBPUSD,,101006991,
-95,1457442087,,,1.42038,,forex,long,2016-03-08 08:01:27,1457442087,open,2016-03-08 08:01:26,1.42035,10000,,0,5,,GBPUSD,,101074657,
3,1457327538,2016-03-04 01:01:10,1457071270,1.34171,,forex,long,,1457079585,closed,2016-03-04 00:16:34,1.34162,10000,,5,5,,USDCAD,,100984459,
-45,1457330734,2016-03-04 02:03:25,1457075005,1.41642,,forex,short,,1457079585,closed,2016-03-04 00:16:30,1.41553,10000,,5,5,,GBPUSD,,100984451,
115,1457449302,2016-03-08 06:03:31,1457435011,0.99366,,forex,long,,1457431528,closed,2016-03-08 05:03:42,0.99137,10000,,5,5,,USDCHF,,101072704,
-14,1457449284,,,0.99269,,forex,long,2016-03-08 10:01:24,1457449284,open,2016-03-08 10:01:23,0.99269,10000,,0,5,,USDCHF,,101078771,
-57,1457449302,2016-03-08 04:03:16,1457427796,1.10316,,forex,short,,1457420750,closed,2016-03-08 02:03:39,1.10202,10000,,5,5,,EURUSD,,101068914,
