trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,underlying
105911652,-100,1474005218,,,2135.00000,,future,short,2016-09-16 01:53:38,1474336210,open,2016-09-16 01:53:33,2135.75,50,,0,3,,@ESZ6,,
105913143,-1425,1474084961,,,148.80000,,future,short,2016-09-17 00:02:41,1474084961,open,2016-09-16 04:15:21,148.70000,375,,0,1,,@KCZ6,,
105911655,538,1474005217,,,216.35000,,future,short,2016-09-16 01:53:37,1474336210,open,2016-09-16 01:53:33,216.02500,250,,0,2,,QHGZ6,,
105911666,325,1474005217,,,397.25000,,future,long,2016-09-16 01:53:37,1474005217,open,2016-09-16 01:53:35,397.25000,50,,0,1,,@WZ6,,
105932696,-13,1474336210,,,337.25000,,future,short,2016-09-19 21:50:10,1474336210,open,2016-09-18 20:00:26,336.916666666667,50,,0,3,,@CZ6,,
105932339,35,1474336210,,,895.30000,,future,long,2016-09-19 21:50:10,1474336210,open,2016-09-18 19:16:14,895.133333333333,50,,0,3,,@MMEZ6,,
105938533,420,1474336210,,,2855.00000,,future,long,2016-09-19 21:50:10,1474336210,open,2016-09-19 04:20:29,2813.00000,10,,0,1,,@CCZ6,,
105911647,480,1474005218,,,44.15000,,future,short,2016-09-16 01:53:38,1474005218,open,2016-09-16 01:53:32,44.14000,1000,,0,1,,QCLX6,,
105911649,-375,1474005217,,,6775.00000,,future,short,2016-09-16 01:53:37,1474336210,open,2016-09-16 01:53:32,6812.33333333333,5,,0,3,,@CTZ6,,
105911664,137,1474005218,,,151.68000,,future,long,2016-09-16 01:53:38,1474336210,open,2016-09-16 01:53:34,151.785,100000,,0,4,,BBZ6,,
105937684,269,1474336210,,,22.70000,,future,long,2016-09-19 21:50:10,1474336210,open,2016-09-19 03:30:18,22.46000,1120,,0,1,,@SBH7,,
105911661,-300,1474005217,,,2.98700,,future,short,2016-09-16 01:53:37,1474336210,open,2016-09-16 01:53:34,3.00925,10000,,0,4,,QNGX6,,
105931802,-219,1474336210,,,130.29688,,future,long,2016-09-19 21:50:10,1474336210,open,2016-09-18 18:00:54,130.51563,1000,,0,1,,@TYZ6,,
105911644,1386,1474005217,,,32.41000,,future,long,2016-09-16 01:53:37,1474336210,open,2016-09-16 01:53:31,32.36500,600,,0,2,,@BOZ6,,
105932711,160,1474336210,,,95.79500,,future,short,2016-09-19 21:50:10,1474336210,open,2016-09-18 20:00:41,95.8566666666667,1000,,0,3,,@DXZ6,,
105910307,-110,1473997079,,,1317.50000,,future,short,2016-09-15 23:37:59,1473997079,open,2016-09-15 23:37:52,1317.60000,100,,0,1,,QGCZ6,,
105394710,-198,1472097755,2016-08-25 22:12:13,1472177533,33.58000,,future,long,2016-08-25 00:02:35,1472097755,closed,2016-08-25 00:02:27,33.58000,600,,1,1,,@BOZ6,,
105394718,300,1472097755,2016-08-25 22:12:14,1472177534,6740.00000,,future,long,2016-08-25 00:02:35,1472097755,closed,2016-08-25 00:02:29,6728.00000,5,,1,1,,@CTZ6,,
105394716,540,1472097755,2016-08-25 22:12:14,1472177534,46.75000,,future,long,2016-08-25 00:02:35,1472097755,closed,2016-08-25 00:02:28,46.74000,1000,,1,1,,QCLV6,,
105394732,88,1472097755,2016-08-25 22:12:15,1472177535,209.65000,,future,short,2016-08-25 00:02:35,1472097755,closed,2016-08-25 00:02:30,209.60000,250,,1,1,,QHGZ6,,
