PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
0,1457330710,2016-03-06 23:01:25,1457323285,1.099,,forex,long,,1457319916,closed,2016-03-06 22:01:27,1.09899,10000,,1,1,,EURUSD,,101008480,
82,1457309147,2016-03-03 20:04:07,1457053447,1.09520,,forex,long,,1457079368,closed,2016-03-03 05:01:45,1.08699,10000,,1,1,,EURUSD,,100963632,
-3,1457323547,,,1.09910,,forex,short,2016-03-06 23:05:47,1457323547,open,2016-03-06 23:01:36,1.09900,10000,,0,1,,EURUSD,,101008937,
11,1457330710,2016-03-06 18:01:19,1457305279,1.09951,,forex,long,,1457093122,closed,2016-03-04 07:01:11,1.09842,10000,,1,1,,EURUSD,,100988337,
-6,1457186791,2016-03-03 05:01:44,1456999304,1.08700,,forex,short,,1457079368,closed,2016-03-03 02:41:03,1.08638,10000,,1,1,,EURUSD,,100962527,
-39,1457330710,2016-03-04 07:00:59,1457092859,1.09846,,forex,short,,1457079368,closed,2016-03-03 23:09:41,1.09454,10000,,1,1,,EURUSD,,100981988,
15,1457316349,2016-03-03 22:01:29,1457060489,1.09374,,forex,short,,1457079368,closed,2016-03-03 20:04:08,1.09520,10000,,1,1,,EURUSD,,100980717,
-3,1457330710,2016-03-06 22:01:16,1457319676,1.09901,,forex,short,,1457316328,closed,2016-03-06 21:01:24,1.09872,10000,,1,1,,EURUSD,,101008140,
2,1457330710,2016-03-06 19:01:19,1457308879,1.09931,,forex,short,,1457305523,closed,2016-03-06 18:01:30,1.09951,10000,,1,1,,EURUSD,,101006965,
8,1457323547,2016-03-03 23:09:40,1457064580,1.09454,,forex,long,,1457079368,closed,2016-03-03 22:01:30,1.09372,10000,,1,1,,EURUSD,,100981527,
-6,1457330710,2016-03-06 21:01:13,1457316073,1.09876,,forex,long,,1457309125,closed,2016-03-06 19:01:31,1.09934,10000,,1,1,,EURUSD,,101007384,
