trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,underlying
101139247,7,1457619312,2016-03-10 09:15:14,1457619314,1.32647,,forex,short,2016-03-10 09:15:12,1457613850,closed,2016-03-10 02:46:01,1.32687,10000,,3,3,,USDCAD,,
101144558,41,1457619321,2016-03-10 10:14:34,1457622874,1.3250600000000001,,forex,long,2016-03-10 09:15:21,1457619321,closed,2016-03-10 09:15:18,1.32513,10000,,5,5,,USDCAD,,
101147807,-13,1457622882,2016-03-10 10:45:57,1457624757,1.3263200000000002,,forex,short,2016-03-10 10:14:42,1457622882,closed,2016-03-10 10:14:38,1.3263200000000002,10000,,1,1,,USDCAD,,
101149824,30135,1457658963,2016-03-10 20:16:05,1457658965,1.33542,,forex,long,2016-03-10 20:16:03,1457658963,closed,2016-03-10 10:46:01,1.33413,10000,,17,14,,USDCAD,,
101163133,17,1457662565,2016-03-10 21:16:08,1457662568,1.33213,,forex,short,2016-03-10 21:16:05,1457660727,closed,2016-03-10 20:16:10,1.33274,10000,,4,4,,USDCAD,,
101163699,-28,1457666091,2016-03-10 22:14:54,1457666094,1.3310899999999999,,forex,long,2016-03-10 22:14:51,1457664301,closed,2016-03-10 21:16:10,1.33202,10000,,4,4,,USDCAD,,
101164360,149,1457705305,2016-03-11 09:08:28,1457705308,1.32638,,forex,short,2016-03-11 09:08:25,1457699281,closed,2016-03-10 22:14:58,1.3272,10000,,24,24,,USDCAD,,
101176833,-106,1457705527,2016-03-11 09:36:23,1457706983,1.32669,,forex,long,2016-03-11 09:12:07,1457705527,closed,2016-03-11 09:08:33,1.327,10000,,5,5,,USDCAD,,
101177702,7,1457979885,2016-03-13 18:02:33,1457906553,1.32324,,forex,short,,1457707202,closed,2016-03-11 09:36:28,1.3242200000000002,10000,,1,1,,USDCAD,,
101196874,-1,1457979885,2016-03-13 20:47:33,1457916453,1.32269,,forex,long,,1457906690,closed,2016-03-13 18:02:38,1.3228600000000001,10000,,1,1,,USDCAD,,
101198552,-27,1457979885,2016-03-14 02:18:45,1457936325,1.322224,,forex,short,,1457932515,closed,2016-03-13 20:47:38,1.32151,10000,,5,5,,USDCAD,,
101201648,3,1457979885,2016-03-14 05:49:00,1457948940,1.32397,,forex,long,,1457936530,closed,2016-03-14 02:18:49,1.32351,10000,,1,1,,USDCAD,,
101203859,-8,1457979885,2016-03-14 06:49:08,1457952548,1.3250600000000001,,forex,short,,1457949134,closed,2016-03-14 05:49:05,1.32397,10000,,1,1,,USDCAD,,
101204508,-8,1457979885,2016-03-14 07:47:17,1457956037,1.3239,,forex,long,,1457952733,closed,2016-03-14 06:49:13,1.32497,10000,,1,1,,USDCAD,,
101205050,0,1457979885,2016-03-14 08:18:36,1457957916,1.32394,,forex,short,,1457956210,closed,2016-03-14 07:47:22,1.3239,10000,,1,1,,USDCAD,,
101205369,-9,1457979885,2016-03-14 08:39:40,1457959180,1.3226200000000001,,forex,long,,1457958144,closed,2016-03-14 08:18:40,1.32385,10000,,1,1,,USDCAD,,
101205701,-16,1457979885,2016-03-14 09:07:27,1457960847,1.32491,,forex,short,,1457959388,closed,2016-03-14 08:39:44,1.32273,10000,,1,1,,USDCAD,,
101206023,129,1457979885,2016-03-14 10:35:03,1457966103,1.32838,,forex,long,,1457961091,closed,2016-03-14 09:07:31,1.3249600000000001,10000,,5,5,,USDCAD,,
101210316,-8,1457979885,2016-03-14 12:38:24,1457973504,1.32859,,forex,long,,1457968283,closed,2016-03-14 11:07:59,1.32961,10000,,1,1,,USDCAD,,
101214929,-12,1457979885,2016-03-14 14:07:10,1457978830,1.32864,,forex,short,,1457977291,closed,2016-03-14 13:37:58,1.32705,10000,,1,1,,USDCAD,,
101216794,-1,1457980988,2016-03-14 15:09:19,1457982559,1.32689,,forex,short,2016-03-14 14:43:08,1457980988,closed,2016-03-14 14:38:36,1.3268,10000,,1,1,,USDCAD,,
101217645,-1,1457982748,2016-03-14 15:37:07,1457984227,1.3266799999999999,,forex,long,2016-03-14 15:12:28,1457982748,closed,2016-03-14 15:09:24,1.32687,10000,,1,1,,USDCAD,,
101218475,0,1457984433,2016-03-14 16:40:03,1457988003,1.32669,,forex,short,2016-03-14 15:40:33,1457984433,closed,2016-03-14 15:37:11,1.32675,10000,,1,1,,USDCAD,,
101227994,-80,1458013590,,,126.28000,,forex,long,2016-03-14 23:46:30,1458013590,open,2016-03-14 23:46:27,126.27700,10000,,0,3,,EURJPY,,
101224348,3,1458007539,,,1.11095,,forex,long,2016-03-14 22:05:39,1458007539,open,2016-03-14 22:05:36,1.11094,10000,,0,3,,EURUSD,,
101228660,-2,1458014096,,,0.98628,,forex,short,2016-03-14 23:54:56,1458014096,open,2016-03-14 23:54:53,0.98628,10000,,0,3,,USDCHF,,
101221455,3,1458016416,,,1.427672,,forex,short,2016-03-15 00:33:36,1458003897,open,2016-03-14 19:02:55,1.42782,10000,,12,15,,GBPUSD,,
101226877,5,1458012575,,,1.32955,,forex,short,2016-03-14 23:29:35,1458012575,open,2016-03-14 23:24:46,1.32963,10000,,0,3,,USDCAD,,
101228671,-19,1458014103,,,0.74965,,forex,long,2016-03-14 23:55:03,1458014103,open,2016-03-14 23:54:59,0.74967,10000,,0,3,,AUDUSD,,
101230359,-49,1458015834,,,113.35500,,forex,short,2016-03-15 00:23:54,1458015834,open,2016-03-15 00:23:50,113.34400,10000,,0,15,,USDJPY,,
101220159,-2,1457991963,2016-03-14 18:03:43,1457993023,0.98723,,forex,long,2016-03-14 17:46:03,1457991963,closed,2016-03-14 17:45:21,0.98724,10000,,15,15,,USDCHF,,
101220152,3,1457991964,2016-03-14 18:07:02,1457993222,1.11021,,forex,long,2016-03-14 17:46:04,1457991964,closed,2016-03-14 17:45:12,1.11011,10000,,3,3,,EURUSD,,
101220155,-6,1457991964,2016-03-14 18:07:11,1457993231,1.42973,,forex,long,2016-03-14 17:46:04,1457991964,closed,2016-03-14 17:45:18,1.42994,10000,,3,3,,GBPUSD,,
101220166,2,1457991964,2016-03-14 18:07:18,1457993238,0.75069,,forex,short,2016-03-14 17:46:04,1457991964,closed,2016-03-14 17:45:28,0.75077,10000,,3,3,,AUDUSD,,
101220529,-59,1457993363,2016-03-14 18:37:33,1457995053,1.1106,,forex,short,2016-03-14 18:09:23,1457993363,closed,2016-03-14 18:07:06,1.11021,10000,,15,15,,EURUSD,,
101220463,-104,1457993220,2016-03-14 18:37:41,1457995061,126.41,,forex,short,2016-03-14 18:07:00,1457993220,closed,2016-03-14 18:03:38,126.33100,10000,,15,15,,EURJPY,,
101220162,-8,1457991964,2016-03-14 18:37:53,1457995073,113.827,,forex,short,2016-03-14 17:46:04,1457991964,closed,2016-03-14 17:45:25,113.79800,10000,,3,3,,USDJPY,,
101221166,-57,1457995209,2016-03-14 19:02:50,1457996570,1.43004,,forex,long,2016-03-14 18:40:09,1457995209,closed,2016-03-14 18:37:48,1.43042,10000,,15,15,,GBPUSD,,
101220537,23,1457993363,2016-03-14 19:06:34,1457996794,0.75135,,forex,long,2016-03-14 18:09:23,1457993363,closed,2016-03-14 18:07:22,0.75058,10000,,3,3,,AUDUSD,,
101221087,12,1457998449,2016-03-14 19:34:14,1457998454,0.987242,,forex,long,2016-03-14 19:34:09,1457995050,closed,2016-03-14 18:34:06,0.98716,10000,,15,15,,USDCHF,,
101221532,-3,1457996934,2016-03-14 19:34:21,1457998461,113.805,,forex,short,2016-03-14 19:08:54,1457996935,closed,2016-03-14 19:06:31,113.79400,10000,,3,3,,USDJPY,,
101221535,1,1457996935,2016-03-14 19:34:27,1457998467,0.75131,,forex,short,2016-03-14 19:08:55,1457996935,closed,2016-03-14 19:06:39,0.75135,10000,,3,3,,AUDUSD,,
101221164,-62,1457995209,2016-03-14 19:36:59,1457998619,126.353,,forex,long,2016-03-14 18:40:09,1457995209,closed,2016-03-14 18:37:45,126.40000,10000,,15,15,,EURJPY,,
101221154,-15,1457995209,2016-03-14 20:03:02,1458000182,1.11004,,forex,long,2016-03-14 18:40:09,1457995209,closed,2016-03-14 18:37:37,1.11055,10000,,3,3,,EURUSD,,
101221987,-9,1457998616,2016-03-14 20:03:14,1458000194,0.98718,,forex,short,2016-03-14 19:36:56,1457998616,closed,2016-03-14 19:34:18,0.98689,10000,,3,3,,USDCHF,,
101220169,-28,1457991964,2016-03-14 20:03:31,1458000211,1.32775,,forex,short,2016-03-14 17:46:04,1457991964,closed,2016-03-14 17:45:32,1.32651,10000,,3,3,,USDCAD,,
101222405,3,1458000207,2016-03-14 20:37:06,1458002226,113.822,,forex,long,2016-03-14 20:03:27,1458000207,closed,2016-03-14 20:03:24,113.81200,10000,,3,3,,USDJPY,,
101221992,13,1457998616,2016-03-14 20:37:16,1458002236,0.75171,,forex,long,2016-03-14 19:36:56,1457998616,closed,2016-03-14 19:34:31,0.75129,10000,,3,3,,AUDUSD,,
101222400,27,1458003870,2016-03-14 21:04:32,1458003872,1.10986,,forex,short,2016-03-14 21:04:30,1458000190,closed,2016-03-14 20:03:06,1.11004,10000,,15,15,,EURUSD,,
101222032,-12,1458003881,2016-03-14 21:04:43,1458003883,126.3618,,forex,short,2016-03-14 21:04:41,1457998766,closed,2016-03-14 19:37:03,126.35300,10000,,15,15,,EURJPY,,
101222403,-6,1458000202,2016-03-14 21:04:59,1458003899,0.98681,,forex,long,2016-03-14 20:03:22,1458000202,closed,2016-03-14 20:03:18,0.98702,10000,,3,3,,USDCHF,,
101223495,92,1458003880,2016-03-14 21:33:23,1458005603,1.11053,,forex,long,2016-03-14 21:04:40,1458003880,closed,2016-03-14 21:04:37,1.10992,10000,,15,15,,EURUSD,,
101223500,-3,1458003891,2016-03-14 21:33:31,1458005611,126.401,,forex,long,2016-03-14 21:04:51,1458003891,closed,2016-03-14 21:04:47,126.40300,10000,,15,15,,EURJPY,,
101223507,5,1458003907,2016-03-14 21:33:47,1458005627,0.98666,,forex,short,2016-03-14 21:05:07,1458003907,closed,2016-03-14 21:05:03,0.98681,10000,,3,3,,USDCHF,,
101223017,69,1458002234,2016-03-14 22:05:55,1458007555,113.768,,forex,short,2016-03-14 20:37:14,1458002234,closed,2016-03-14 20:37:11,113.82000,10000,,15,15,,USDJPY,,
101223509,27,1458003913,2016-03-14 22:06:06,1458007566,0.7485,,forex,short,2016-03-14 21:05:13,1458003913,closed,2016-03-14 21:05:10,0.74940,10000,,3,3,,AUDUSD,,
101222408,36,1458007574,2016-03-14 22:06:17,1458007577,1.328022,,forex,long,2016-03-14 22:06:14,1458000508,closed,2016-03-14 20:03:36,1.32770,10000,,15,15,,USDCAD,,
101224355,12,1458007564,2016-03-14 22:49:33,1458010173,113.81,,forex,long,2016-03-14 22:06:04,1458007564,closed,2016-03-14 22:05:59,113.76500,10000,,3,3,,USDJPY,,
101224358,20,1458007574,2016-03-14 22:49:41,1458010181,0.74916,,forex,long,2016-03-14 22:06:14,1458007574,closed,2016-03-14 22:06:10,0.74848,10000,,3,3,,AUDUSD,,
101224352,-14,1458007552,2016-03-14 23:24:30,1458012270,0.98681,,forex,short,2016-03-14 22:05:52,1458007552,closed,2016-03-14 22:05:49,0.98635,10000,,3,3,,USDCHF,,
101224936,24,1458010167,2016-03-14 23:24:42,1458012282,1.32965,,forex,long,2016-03-14 22:49:27,1458010167,closed,2016-03-14 22:44:41,1.32944,10000,,15,15,,USDCAD,,
101224350,23,1458007545,2016-03-14 23:46:23,1458013583,126.288,,forex,short,2016-03-14 22:05:45,1458007545,closed,2016-03-14 22:05:42,126.37600,10000,,3,3,,EURJPY,,
101226865,-14,1458012278,2016-03-14 23:54:49,1458014089,0.98624,,forex,long,2016-03-14 23:24:38,1458012278,closed,2016-03-14 23:24:34,0.98669,10000,,3,3,,USDCHF,,
