trade_id,PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,underlying
101449384,-16,1458758208,,,1.32065,,forex,short,2016-03-23 14:36:48,1458758208,open,2016-03-23 14:36:42,1.32065,10000,,0,1,,USDCAD,,
101456236,11,1458779768,,,75.38300,,forex,long,2016-03-23 20:36:08,1458779768,open,2016-03-23 20:36:03,75.38900,10000,,0,1,,NZDJPY,,
101459927,0,1458791225,,,0.75025,,forex,short,2016-03-23 23:47:05,1458791225,open,2016-03-23 23:47:00,0.75026,10000,,0,1,,AUDUSD,,
101456436,27,1458780357,,,115.21300,,forex,long,2016-03-23 20:45:57,1458791239,open,2016-03-23 20:45:52,115.48420,10000,,0,5,,CHFJPY,,
101456249,10,1458780331,,,0.67064,,forex,short,2016-03-23 20:45:31,1458780331,open,2016-03-23 20:36:38,0.67105,10000,,0,1,,NZDUSD,,
101455470,1,1458776200,,,1.09045,,forex,short,2016-03-23 19:36:40,1458776200,open,2016-03-23 19:36:37,1.09045,10000,,0,1,,EURCHF,,
101456439,-30,1458780374,,,158.55000,,forex,short,2016-03-23 20:46:14,1458780374,open,2016-03-23 20:46:07,158.55100,10000,,0,1,,GBPJPY,,
101459918,0,1458791183,,,1.40969,,forex,short,2016-03-23 23:46:23,1458791183,open,2016-03-23 23:46:19,1.40971,10000,,0,1,,GBPUSD,,
101454791,12,1458773491,,,85.06500,,forex,long,2016-03-23 18:51:31,1458773491,open,2016-03-23 18:51:23,85.06500,10000,,0,1,,CADJPY,,
101456444,-15,1458780388,,,84.39100,,forex,short,2016-03-23 20:46:28,1458780388,open,2016-03-23 20:46:24,84.39300,10000,,0,1,,AUDJPY,,
101459915,1,1458791171,,,1.11773,,forex,long,2016-03-23 23:46:11,1458791171,open,2016-03-23 23:46:06,1.11771,10000,,0,5,,EURUSD,,
101459921,0,1458791199,,,0.97536,,forex,long,2016-03-23 23:46:39,1458791199,open,2016-03-23 23:46:34,0.97536,10000,,0,1,,USDCHF,,
101459931,-4,1458791253,,,0.79282,,forex,short,2016-03-23 23:47:33,1458791253,open,2016-03-23 23:47:28,0.79282,10000,,0,5,,EURGBP,,
101459924,1,1458791212,,,112.71800,,forex,short,2016-03-23 23:46:52,1458791212,open,2016-03-23 23:46:47,112.71900,10000,,0,1,,USDJPY,,
100984455,77,1457327537,2016-03-04 01:01:08,1457071268,113.87500,,forex,long,,1457079585,closed,2016-03-04 00:16:32,113.69900,10000,,5,5,,USDJPY,,
100984459,3,1457327538,2016-03-04 01:01:10,1457071270,1.34171,,forex,long,,1457079585,closed,2016-03-04 00:16:34,1.34162,10000,,5,5,,USDCAD,,
100984451,-45,1457330734,2016-03-04 02:03:25,1457075005,1.41642,,forex,short,,1457079585,closed,2016-03-04 00:16:30,1.41553,10000,,5,5,,GBPUSD,,
100984453,41,1457330734,2016-03-04 02:03:37,1457075017,0.99151,,forex,short,,1457079585,closed,2016-03-04 00:16:31,0.99232,10000,,5,5,,USDCHF,,
100985326,-4,1457330734,2016-03-04 02:03:50,1457075030,113.85100,,forex,short,,1457079584,closed,2016-03-04 01:07:25,113.84300,100,,5,5,0,USDJPY,,
100985339,-9,1457330734,2016-03-04 02:04:12,1457075052,1.34189,,forex,short,,1457079585,closed,2016-03-04 01:07:31,1.34165,10000,,5,5,0,USDCAD,,
100986325,-12,1457334727,2016-03-04 03:03:49,1457078629,1.41609,,forex,long,,1457079584,closed,2016-03-04 02:03:36,1.41633,10000,,5,5,,GBPUSD,,
100986331,50,1457334727,2016-03-04 03:04:13,1457078653,113.93000,,forex,long,,1457079584,closed,2016-03-04 02:04:01,113.81700,10000,,5,5,,USDJPY,,
100986334,0,1457334727,2016-03-04 03:04:35,1457078675,1.34182,,forex,long,,1457079584,closed,2016-03-04 02:04:23,1.34181,10000,,5,5,,USDCAD,,
100986328,125,1457334727,2016-03-04 04:03:28,1457082208,0.99392,,forex,long,,1457079584,closed,2016-03-04 02:03:48,0.99144,10000,,5,5,,USDCHF,,
100986760,-23,1457334727,2016-03-04 04:03:59,1457082239,1.34244,,forex,short,,1457079585,closed,2016-03-04 03:04:47,1.34183,10000,,5,5,,USDCAD,,
100986755,104,1457341925,2016-03-04 05:03:47,1457085827,113.69200,,forex,short,,1457079584,closed,2016-03-04 03:04:24,113.92800,10000,,5,5,,USDJPY,,
100987265,80,1457341925,2016-03-04 05:04:10,1457085850,1.34457,,forex,long,,1457082317,closed,2016-03-04 04:04:13,1.34241,10000,,5,5,,USDCAD,,
100984449,-207,1457349096,2016-03-04 07:03:19,1457092999,1.09863,,forex,short,,1457079584,closed,2016-03-04 00:16:28,1.09450,10000,,5,5,,EURUSD,,
100986752,25,1457349096,2016-03-04 07:03:31,1457093011,1.41559,,forex,short,,1457079585,closed,2016-03-04 03:04:01,1.41608,10000,,5,5,,GBPUSD,,
100987262,100,1457349096,2016-03-04 07:03:43,1457093023,0.99192,,forex,short,,1457082317,closed,2016-03-04 04:03:38,0.99391,10000,,5,5,,USDCHF,,
100988370,-87,1457356297,2016-03-04 09:04:20,1457100260,0.99015,,forex,long,,1457093127,closed,2016-03-04 07:03:54,0.99188,10000,,5,5,,USDCHF,,
100987717,99,1457356297,2016-03-04 09:04:52,1457100292,1.34192,,forex,short,,1457085922,closed,2016-03-04 05:04:21,1.34458,10000,,5,5,,USDCAD,,
100988367,363,1457367143,2016-03-04 12:03:58,1457111038,1.42277,,forex,long,,1457093127,closed,2016-03-04 07:03:42,1.41552,10000,,5,5,,GBPUSD,,
100987700,90,1457367143,2016-03-04 12:04:22,1457111062,113.89700,,forex,long,,1457085922,closed,2016-03-04 05:03:59,113.69100,10000,,5,5,,USDJPY,,
100990196,-300,1457367143,2016-03-04 12:04:45,1457111085,1.33350,,forex,long,,1457100365,closed,2016-03-04 09:05:03,1.34150,10000,,5,5,,USDCAD,,
100990171,-171,1457371110,2016-03-04 13:03:50,1457114630,0.99392,,forex,short,,1457100365,closed,2016-03-04 09:04:31,0.99052,10000,,5,5,,USDCHF,,
100996263,-16,1457371110,2016-03-04 13:04:02,1457114642,113.93400,,forex,short,,1457111157,closed,2016-03-04 12:04:33,113.89700,10000,,5,5,,USDJPY,,
100996259,48,1457374409,2016-03-04 14:04:13,1457118253,1.42183,,forex,short,,1457111157,closed,2016-03-04 12:04:11,1.42278,10000,,5,5,,GBPUSD,,
100997436,29,1457374409,2016-03-04 14:04:25,1457118265,0.99435,,forex,long,,1457114734,closed,2016-03-04 13:04:01,0.99377,10000,,5,5,,USDCHF,,
100997450,120,1457374410,2016-03-04 14:04:37,1457118277,114.20600,,forex,long,,1457114734,closed,2016-03-04 13:04:12,113.93200,10000,,5,5,,USDJPY,,
100996268,54,1457374410,2016-03-04 14:04:59,1457118299,1.33210,,forex,short,,1457111157,closed,2016-03-04 12:04:55,1.33353,10000,,5,5,,USDCAD,,
100988364,57,1457481926,2016-03-06 18:03:27,1457305407,1.09960,,forex,long,,1457093127,closed,2016-03-04 07:03:30,1.09846,10000,,5,5,,EURUSD,,
100998916,29,1457481927,2016-03-06 18:03:38,1457305418,1.42238,,forex,long,,1457118374,closed,2016-03-04 14:04:25,1.42180,10000,,5,5,,GBPUSD,,
101006988,11,1457481926,2016-03-06 19:03:29,1457309009,1.09942,,forex,short,,1457305528,closed,2016-03-06 18:03:37,1.09963,10000,,5,5,,EURUSD,,
101007397,-29,1457481927,2016-03-06 21:03:26,1457316206,1.09881,,forex,long,,1457309130,closed,2016-03-06 19:03:40,1.09939,10000,,5,5,,EURUSD,,
100998941,93,1457481927,2016-03-06 21:04:19,1457316259,1.33449,,forex,long,,1457118374,closed,2016-03-04 14:05:10,1.33202,10000,,5,5,,USDCAD,,
101008159,-6,1457481927,2016-03-06 22:03:21,1457319801,1.09901,,forex,short,,1457316333,closed,2016-03-06 21:03:37,1.09890,10000,,5,5,,EURUSD,,
101008504,3,1457481927,2016-03-06 23:03:42,1457323422,1.09904,,forex,long,,1457319924,closed,2016-03-06 22:03:32,1.09899,10000,,5,5,,EURUSD,,
101006991,55,1457481926,2016-03-06 23:03:54,1457323434,1.42132,,forex,short,,1457305528,closed,2016-03-06 18:03:49,1.42242,10000,,5,5,,GBPUSD,,
101008162,15,1457481926,2016-03-06 23:04:37,1457323477,1.33409,,forex,short,,1457316333,closed,2016-03-06 21:04:30,1.33449,10000,,5,5,,USDCAD,,
101008967,-10,1457481926,2016-03-07 00:03:41,1457327021,1.42104,,forex,long,,1457323553,closed,2016-03-06 23:04:06,1.42124,10000,,5,5,,GBPUSD,,
100998920,1,1457481926,2016-03-07 02:03:42,1457334222,0.99432,,forex,short,,1457118374,closed,2016-03-04 14:04:36,0.99434,10000,,5,5,,USDCHF,,
101011528,239,1457481927,2016-03-07 04:03:56,1457341436,0.99904,,forex,long,,1457334327,closed,2016-03-07 02:03:54,0.99427,10000,,5,5,,USDCHF,,
101008974,48,1457481927,2016-03-07 04:04:28,1457341468,1.33531,,forex,long,,1457323553,closed,2016-03-06 23:04:48,1.33403,10000,,5,5,,USDCAD,,
101008964,184,1457481927,2016-03-07 05:03:28,1457345008,1.09536,,forex,short,,1457323553,closed,2016-03-06 23:03:53,1.09904,10000,,5,5,,EURUSD,,
101010761,306,1457481927,2016-03-07 05:03:42,1457345022,1.41496,,forex,short,,1457327135,closed,2016-03-07 00:03:52,1.42107,10000,,5,5,,GBPUSD,,
101012518,-28,1457481927,2016-03-07 07:04:10,1457352250,1.33614,,forex,short,,1457341541,closed,2016-03-07 04:04:39,1.33540,10000,,5,5,,USDCAD,,
101012897,8,1457481927,2016-03-07 09:03:43,1457359423,1.41507,,forex,long,,1457345134,closed,2016-03-07 05:03:52,1.41491,10000,,5,5,,GBPUSD,,
101013794,16,1457481927,2016-03-07 09:04:25,1457359465,1.33650,,forex,long,,1457352323,closed,2016-03-07 07:04:21,1.33607,10000,,5,5,,USDCAD,,
101012894,-11,1457481927,2016-03-07 10:03:52,1457363032,1.09513,,forex,long,,1457345134,closed,2016-03-07 05:03:40,1.09534,10000,,5,5,,EURUSD,,
101012515,-32,1457481927,2016-03-07 10:04:13,1457363053,0.99967,,forex,short,,1457341541,closed,2016-03-07 04:04:07,0.99904,10000,,5,5,,USDCHF,,
101015055,97,1457481927,2016-03-07 10:04:44,1457363084,1.33407,,forex,short,,1457359541,closed,2016-03-07 09:04:37,1.33666,10000,,5,5,,USDCAD,,
101017114,-143,1457481927,2016-03-07 11:03:45,1457366625,1.09803,,forex,short,,1457363155,closed,2016-03-07 10:04:02,1.09518,10000,,5,5,,EURUSD,,
101015052,-295,1457481927,2016-03-07 11:03:56,1457366636,1.42058,,forex,short,,1457359541,closed,2016-03-07 09:03:53,1.41468,10000,,5,5,,GBPUSD,,
101019164,281,1457481926,2016-03-07 12:03:50,1457370230,1.42620,,forex,long,,1457366748,closed,2016-03-07 11:04:07,1.42059,10000,,5,5,,GBPUSD,,
101017126,-178,1457481927,2016-03-07 12:04:02,1457370242,0.99614,,forex,long,,1457363155,closed,2016-03-07 10:04:24,0.99969,10000,,5,5,,USDCHF,,
101017145,-163,1457481927,2016-03-07 12:04:33,1457370273,1.32952,,forex,long,,1457363155,closed,2016-03-07 10:04:55,1.33386,10000,,5,5,,USDCAD,,
101020852,59,1457481926,2016-03-07 13:04:51,1457373891,0.99492,,forex,short,,1457370346,closed,2016-03-07 12:04:12,0.99610,10000,,5,5,,USDCHF,,
101020865,71,1457481926,2016-03-07 13:05:24,1457373924,1.32742,,forex,short,,1457370347,closed,2016-03-07 12:04:44,1.32930,10000,,5,5,,USDCAD,,
101022888,54,1457481927,2016-03-07 14:03:53,1457377433,1.32866,,forex,long,,1457373999,closed,2016-03-07 13:05:37,1.32722,10000,,5,5,,USDCAD,,
101020840,-19,1457481927,2016-03-07 15:03:37,1457381017,1.42649,,forex,short,,1457370347,closed,2016-03-07 12:04:01,1.42612,10000,,5,5,,GBPUSD,,
101028064,23,1457481927,2016-03-07 15:04:20,1457381060,1.32818,,forex,short,,1457377506,closed,2016-03-07 14:04:05,1.32880,10000,,5,5,,USDCAD,,
101019152,165,1457481926,2016-03-07 16:03:28,1457384608,1.10118,,forex,long,,1457366748,closed,2016-03-07 11:03:56,1.09788,10000,,5,5,,EURUSD,,
101038351,6,1457481926,2016-03-07 16:04:19,1457384659,1.32810,,forex,long,,1457381137,closed,2016-03-07 15:04:31,1.32795,10000,,5,5,,USDCAD,,
101059653,-19,1457481927,2016-03-07 17:03:36,1457388216,1.10159,,forex,short,,1457384733,closed,2016-03-07 16:03:39,1.10121,10000,,5,5,,EURUSD,,
101038328,-40,1457481927,2016-03-07 20:05:12,1457399112,1.42563,,forex,long,,1457381137,closed,2016-03-07 15:03:49,1.42643,10000,,5,5,,GBPUSD,,
101022857,18,1457481927,2016-03-07 20:05:39,1457399139,0.99515,,forex,long,,1457374000,closed,2016-03-07 13:05:02,0.99479,10000,,5,5,,USDCHF,,
101060772,99,1457481927,2016-03-07 22:06:52,1457406412,1.10239,,forex,long,,1457392110,closed,2016-03-07 17:03:47,1.10140,10000,,10,10,,EURUSD,,
101063722,10,1457481927,2016-03-08 00:38:41,1457415521,1.10206,,forex,short,,1457406580,closed,2016-03-07 22:07:08,1.10226,10000,,5,5,,EURUSD,,
101062387,87,1457481927,2016-03-08 00:39:03,1457415543,0.99342,,forex,short,,1457406580,closed,2016-03-07 20:05:52,0.99515,10000,,5,5,,USDCHF,,
100998923,478,1457481927,2016-03-08 00:39:15,1457415555,113.12300,,forex,short,,1457118374,closed,2016-03-04 14:04:48,114.20500,10000,,5,5,,USDJPY,,
101059680,-188,1457481926,2016-03-08 00:39:41,1457415581,1.33316,,forex,short,,1457384733,closed,2016-03-07 16:04:30,1.32814,10000,,5,5,,USDCAD,,
101062382,54,1457481927,2016-03-08 01:03:27,1457417007,1.42476,,forex,short,,1457406580,closed,2016-03-07 20:05:29,1.42530,10000,,10,10,,GBPUSD,,
101066582,11,1457481927,2016-03-08 01:03:39,1457417019,0.99349,,forex,long,,1457415667,closed,2016-03-08 00:39:14,0.99328,10000,,5,5,,USDCHF,,
101066585,18,1457481927,2016-03-08 01:03:51,1457417031,113.16600,,forex,long,,1457415667,closed,2016-03-08 00:39:26,113.12500,10000,,5,5,,USDJPY,,
101066579,0,1457481927,2016-03-08 02:03:28,1457420608,1.10202,,forex,long,,1457415666,closed,2016-03-08 00:38:52,1.10202,10000,,5,5,,EURUSD,,
