PL,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,closing_price_VWAP,expir,instrument,long_or_short,markToMarket_time,openVWAP_timestamp,open_or_closed,openedWhen,opening_price_VWAP,ptValue,putcall,quant_closed,quant_opened,strike,symbol,symbol_description,trade_id,underlying
32,1457095413,2016-03-03 14:01:07,1457031667,1.3385,,forex,short,,1457079582,closed,2016-03-03 10:01:22,1.34285,10000,,1,1,,USDCAD,,100968874,
3,1457095413,2016-03-03 19:01:11,1457049671,1.341,,forex,short,,1457079582,closed,2016-03-03 18:01:19,1.34136,10000,,1,1,,USDCAD,,100979841,
-2,1457095413,2016-03-04 04:01:48,1457082108,1.34243,,forex,short,,1457079583,closed,2016-03-04 03:02:05,1.34214,10000,,1,1,,USDCAD,,100986726,
0,1457095413,2016-03-04 02:01:56,1457074916,1.34172,,forex,short,,1457079583,closed,2016-03-04 01:01:03,1.34171,10000,,1,1,,USDCAD,,100984859,
17,1457095413,2016-03-04 05:01:51,1457085711,1.34471,,forex,long,,1457082314,closed,2016-03-04 04:02:00,1.34237,10000,,1,1,,USDCAD,,100987240,
-1,1457095413,2016-03-04 01:01:01,1457071261,1.3417,,forex,long,,1457079583,closed,2016-03-03 23:09:46,1.34183,10000,,1,1,,USDCAD,,100981993,
4,1457095413,2016-03-04 03:01:53,1457078513,1.34214,,forex,long,,1457079583,closed,2016-03-04 02:02:08,1.34165,10000,,1,1,,USDCAD,,100986313,
3,1457095413,2016-03-03 07:01:22,1457006482,1.34331,,forex,short,,1457079583,closed,2016-03-03 05:01:49,1.34365,10000,,1,1,,USDCAD,,100963642,
16,1457095413,2016-03-03 15:01:09,1457035269,1.34055,,forex,long,,1457079583,closed,2016-03-03 14:01:08,1.33840,10000,,1,1,,USDCAD,,100976279,
4,1457095413,2016-03-03 20:04:08,1457053448,1.34147,,forex,long,,1457079583,closed,2016-03-03 19:01:12,1.34090,10000,,1,1,,USDCAD,,100980355,
-4,1457095413,2016-03-03 23:09:45,1457064585,1.34192,,forex,short,,1457079583,closed,2016-03-03 20:04:09,1.34145,10000,,1,1,,USDCAD,,100980720,
-3,1457095413,2016-03-03 10:01:21,1457017281,1.34285,,forex,long,,1457079583,closed,2016-03-03 07:01:22,1.34323,10000,,1,1,,USDCAD,,100964544,
5,1457095413,2016-03-03 16:01:25,1457038885,1.33985,,forex,short,,1457079583,closed,2016-03-03 15:01:10,1.34056,10000,,1,1,,USDCAD,,100977542,
12,1457095413,,,1.34224,,forex,short,2016-03-04 07:43:33,1457089307,open,2016-03-04 05:02:02,1.34411,10000,,1,2,,USDCAD,,100987691,
12,1457095413,2016-03-03 18:01:18,1457046078,1.3414,,forex,long,,1457079583,closed,2016-03-03 16:01:26,1.33979,10000,,1,1,,USDCAD,,100978902,
