Date,Open,High,Low,Close,Volume
2016-03-31 15:17,290.91,290.91,290.91,290.91,0.2529
2016-03-31 15:25,290.85,290.85,290.85,290.85,0.4629
2016-03-31 15:51,290.99,290.99,290.99,290.99,1.0
2016-03-31 16:01,290.99,290.99,290.99,290.99,2.8183
2016-03-31 16:38,291.7,291.7,291.7,291.7,4.4
2016-03-31 17:12,291.9,291.9,291.9,291.9,2.6642
2016-03-31 17:45,289.81,289.81,289.81,289.81,0.2412
2016-03-31 17:47,289.81,289.81,289.81,289.81,0.0723
2016-03-31 17:50,289.81,289.81,289.81,289.81,0.0435
2016-03-31 17:56,291.7,291.7,291.7,291.7,0.2352
2016-03-31 18:05,291.5,291.5,291.5,291.5,0.3652
2016-03-31 18:10,289.5,289.5,289.5,289.5,0.006
2016-03-31 18:17,291.5,291.5,291.5,291.5,0.8364
2016-03-31 19:16,292.01,292.01,292.01,292.01,0.4316
2016-03-31 19:30,292.19,292.19,292.19,292.19,1.2582
2016-03-31 20:05,291.92,291.92,291.92,291.92,0.0831
2016-03-31 20:14,291.98,291.98,291.98,291.98,0.3714
2016-03-31 20:25,292.04,292.04,292.04,292.04,0.1829
2016-03-31 20:44,292.17,292.17,292.17,292.17,1.9066
2016-03-31 20:58,291.65,291.65,291.65,291.65,0.6364
2016-03-31 21:17,292.33,292.33,292.33,292.33,0.4347
2016-03-31 21:50,292.56,292.56,292.56,292.56,0.166
2016-03-31 22:11,292.65,292.65,292.65,292.65,0.0962
2016-04-01 02:24,288.31,288.31,288.31,288.31,0.0061
2016-04-01 03:55,291.6,291.6,291.6,291.6,0.9989
2016-04-01 04:08,290.53,290.53,290.53,290.53,0.0061
2016-04-01 05:03,291.8,291.8,291.8,291.8,9.9723
2016-04-01 05:07,291.5,291.5,291.5,291.5,0.3665
2016-04-01 05:12,290.34,290.34,290.34,290.34,0.0069
2016-04-01 05:20,291.19,291.19,291.19,291.19,13.6623
2016-04-01 05:22,291.4,291.4,291.4,291.4,0.8353
2016-04-01 05:23,291.77,291.77,291.77,291.77,5.158
2016-04-01 06:37,290.4,292.06,290.4,292.06,0.0793
2016-04-01 06:50,291.83,291.83,291.83,291.83,0.0061
2016-04-01 06:51,292.8,292.8,292.8,292.8,3.9182
2016-04-01 07:08,291.67,291.67,291.67,291.67,0.0061
2016-04-01 07:17,292.6,292.6,292.6,292.6,0.0641
2016-04-01 07:18,292.6,292.6,292.6,292.6,0.3846
2016-04-01 07:19,292.7,292.7,292.6,292.6,1.3784
2016-04-01 07:20,292.7,292.7,292.7,292.7,0.08
2016-04-01 07:32,292.15,292.15,292.15,292.15,0.0088
2016-04-01 07:34,290.2,290.2,290.2,290.2,10.0
2016-04-01 07:37,292.28,292.28,292.28,292.28,0.8309
2016-04-01 07:44,292.31,292.31,292.31,292.31,0.0001
2016-04-01 07:59,290.2,292.18,290.2,292.18,0.4767
2016-04-01 08:03,292.5,292.5,292.5,292.5,10.3589
2016-04-01 08:10,292.6,292.6,292.6,292.6,5.9285
2016-04-01 08:11,292.6,292.6,291.96,291.96,0.1343
2016-04-01 08:22,293.07,293.07,292.6,292.6,0.3206
2016-04-01 08:27,292.6,292.6,292.6,292.6,0.7
2016-04-01 08:31,293.3,293.3,293.3,293.3,0.064
2016-04-01 08:32,293.64,293.64,293.64,293.64,0.032
2016-04-01 08:38,293.4,293.4,293.4,293.4,0.4331
2016-04-01 08:39,292.41,292.41,292.41,292.41,0.006
2016-04-01 08:41,290.8,290.8,290.8,290.8,0.006
2016-04-01 08:43,292.9,292.9,292.9,292.9,1.2
2016-04-01 08:49,292.35,292.35,292.35,292.35,0.01
2016-04-01 09:14,294.33,294.33,294.33,294.33,5.9939
2016-04-01 09:44,293.73,293.73,293.73,293.73,0.0061
2016-04-01 09:49,294.7,294.7,294.7,294.7,0.1911
2016-04-01 09:50,294.8,294.8,294.7,294.7,0.8272
2016-04-01 09:56,294.32,294.32,294.32,294.32,0.0061
2016-04-01 10:01,294.29,294.29,294.29,294.29,0.8
2016-04-01 10:11,295.5,295.5,295.5,295.5,0.2595
2016-04-01 10:20,295.0,295.0,295.0,295.0,0.006
2016-04-01 10:25,295.0,295.0,295.0,295.0,1.0
2016-04-01 10:31,295.0,295.0,295.0,295.0,1.0
2016-04-01 10:34,295.61,295.79,295.61,295.79,7.8653
2016-04-01 10:42,295.59,295.9,295.59,295.9,5.2425
2016-04-01 10:44,295.0,295.0,295.0,295.0,0.0079
2016-04-01 10:45,295.4,295.4,295.4,295.4,1.2098
2016-04-01 10:50,295.5,295.5,295.5,295.5,0.0317
2016-04-01 10:51,295.5,295.5,295.5,295.5,0.0951
2016-04-01 10:54,295.4,295.4,295.4,295.4,0.3651
2016-04-01 10:56,295.49,295.49,295.49,295.49,6.9929
2016-04-01 10:59,295.0,295.0,295.0,295.0,0.0061
2016-04-01 11:10,295.0,295.0,295.0,295.0,0.0086
2016-04-01 11:13,295.0,295.0,295.0,295.0,5.0
2016-04-01 11:17,295.0,295.0,295.0,295.0,0.0133
2016-04-01 11:34,295.47,295.49,295.47,295.49,6.8011
2016-04-01 11:49,295.2,295.2,295.2,295.2,0.1852
2016-04-01 12:13,295.0,295.0,295.0,295.0,2.9439
2016-04-01 12:20,294.62,294.62,294.62,294.62,0.3295
2016-04-01 12:33,294.43,294.43,294.43,294.43,0.0637
2016-04-01 12:43,293.42,293.42,293.42,293.42,0.006
2016-04-01 12:48,292.79,293.38,292.79,293.38,0.1085
2016-04-01 13:02,293.58,293.58,293.58,293.58,0.0104
2016-04-01 13:12,294.4,294.4,294.4,294.4,0.066
2016-04-01 13:47,293.92,293.92,293.92,293.92,0.0434
2016-04-01 14:18,294.8,294.92,294.8,294.92,0.636
2016-04-01 14:19,294.7,294.76,294.7,294.76,0.2162
2016-04-01 14:29,294.5,294.5,294.5,294.5,16.638
2016-04-01 14:45,294.8,294.8,294.8,294.8,0.2023
2016-04-01 15:06,294.02,294.02,294.02,294.02,0.006
2016-04-01 15:12,294.02,294.02,294.02,294.02,0.0137
2016-04-01 15:19,294.9,294.9,294.9,294.9,0.0999
2016-04-01 15:23,294.0,294.0,294.0,294.0,0.006
2016-04-01 15:40,294.7,294.7,294.7,294.7,0.0132
2016-04-01 15:57,294.1,294.1,294.1,294.1,0.0365
2016-04-01 16:13,294.3,294.3,294.3,294.3,1.7054
2016-04-01 16:27,294.11,294.11,294.11,294.11,0.0437
2016-04-01 16:35,294.1,294.1,294.1,294.1,1.1517
2016-04-01 16:36,293.9,293.9,293.9,293.9,0.0276
2016-04-01 16:41,294.0,294.0,294.0,294.0,1.1
2016-04-01 16:47,293.9,293.9,293.9,293.9,4.9648
2016-04-01 17:13,288.2,288.2,288.2,288.2,0.1926
2016-04-01 17:15,288.24,288.24,288.24,288.24,0.3371
2016-04-01 17:27,295.0,295.0,295.0,295.0,0.3269
2016-04-01 17:31,295.0,295.0,295.0,295.0,0.0089
2016-04-01 17:42,294.99,294.99,294.99,294.99,4.9949
2016-04-01 17:56,294.79,294.79,294.79,294.79,0.1009
2016-04-01 18:19,288.42,288.42,288.42,288.42,0.6349
2016-04-01 18:55,289.25,289.25,289.25,289.25,0.0001
2016-04-01 19:19,294.0,294.89,294.0,294.89,0.95
2016-04-01 19:27,294.89,294.89,294.89,294.89,0.4892
2016-04-01 19:31,294.89,294.89,294.89,294.89,1.0744
2016-04-01 20:06,290.52,290.52,290.52,290.52,0.0624
2016-04-01 20:55,294.5,294.89,294.5,294.89,2.1875
2016-04-01 21:09,294.89,294.89,294.89,294.89,0.9964
2016-04-01 22:03,294.89,294.89,294.89,294.89,0.1569
2016-04-01 22:05,294.5,294.89,294.5,294.89,0.6444
2016-04-01 22:17,294.89,294.89,294.89,294.89,0.0012
2016-04-01 22:59,297.0,297.0,297.0,297.0,0.3113
2016-04-02 03:53,296.99,296.99,296.99,296.99,0.5394
2016-04-02 04:09,296.5,296.5,296.5,296.5,0.006
2016-04-02 04:43,296.47,296.47,296.47,296.47,0.0145
2016-04-02 05:19,296.99,296.99,296.99,296.99,0.0818
2016-04-02 06:13,296.99,296.99,296.99,296.99,0.3269
2016-04-02 06:34,296.11,296.11,296.11,296.11,0.0087
2016-04-02 06:40,296.11,296.11,295.67,295.67,1.6832
2016-04-02 06:49,296.86,296.86,296.86,296.86,0.8283
2016-04-02 07:12,296.98,296.98,296.98,296.98,18.981
2016-04-02 07:27,296.99,296.99,296.99,296.99,0.1863
2016-04-02 07:31,296.9,296.9,296.9,296.9,0.3227
2016-04-02 07:51,296.9,296.98,296.9,296.98,7.3638
2016-04-02 08:07,296.86,296.98,296.86,296.98,1.8253
2016-04-02 08:32,296.99,296.99,296.99,296.99,6.6967
2016-04-02 08:48,296.99,296.99,296.99,296.99,0.1869
2016-04-02 08:55,296.99,296.99,296.99,296.99,0.2172
2016-04-02 08:57,296.99,296.99,296.99,296.99,0.1111
2016-04-02 08:58,296.99,296.99,296.99,296.99,12.3792
2016-04-02 09:16,296.99,296.99,296.99,296.99,0.7978
