Date,Close,High,Low,Open,Volume,index
20160309  12:00:00,1.421565,1.421965,1.4213,1.4217,0.0,
20160309  12:30:00,1.421235,1.4217,1.42096,1.421565,0.0,
20160309  13:00:00,1.420815,1.421805,1.420815,1.421235,0.0,
20160309  13:30:00,1.420665,1.42124,1.420405,1.420815,0.0,
20160309  14:00:00,1.420315,1.421645,1.42025,1.420665,0.0,
20160309  14:30:00,1.420185,1.420455,1.42012,1.420315,0.0,
20160309  15:00:00,1.42003,1.4206,1.41996,1.420185,0.0,
20160309  15:30:00,1.41974,1.420425,1.41946,1.42003,0.0,
20160309  16:00:00,1.41924,1.42018,1.419025,1.41974,0.0,
20160309  16:30:00,1.419815,1.41996,1.418905,1.41924,0.0,
20160309  17:00:00,1.419815,1.420115,1.419705,1.419815,0.0,
20160309  17:30:00,1.41959,1.420025,1.41949,1.419815,0.0,
20160309  18:00:00,1.41997,1.42012,1.41953,1.41959,0.0,
20160309  18:30:00,1.419795,1.42004,1.419725,1.41997,0.0,
20160309  19:00:00,1.420075,1.420165,1.41978,1.419795,0.0,
20160309  19:30:00,1.420195,1.42021,1.4195,1.420075,0.0,
20160309  20:00:00,1.42023,1.4206,1.419115,1.420195,0.0,
20160309  20:30:00,1.41957,1.42061,1.419555,1.42023,0.0,
20160309  21:00:00,1.418735,1.41981,1.41831,1.41957,0.0,
20160309  21:30:00,1.420045,1.420045,1.418645,1.418735,0.0,
20160309  22:00:00,1.421835,1.422165,1.418585,1.420045,0.0,
20160309  22:30:00,1.42155,1.4232,1.421485,1.421835,0.0,
20160309  23:00:00,1.42064,1.422025,1.420045,1.42155,0.0,
20160309  23:30:00,1.42067,1.42087,1.419025,1.42064,0.0,
20160310  00:00:00,1.42262,1.42263,1.420485,1.42067,0.0,
20160310  00:30:00,1.42294,1.42294,1.42142,1.42262,0.0,
20160310  01:00:00,1.421305,1.422965,1.421095,1.42294,0.0,
20160310  01:30:00,1.420655,1.4216,1.41987,1.421305,0.0,
20160310  02:00:00,1.42096,1.421835,1.42044,1.420655,0.0,
20160310  02:30:00,1.41557,1.42222,1.41529,1.42096,0.0,
20160310  03:00:00,1.413505,1.417795,1.413505,1.41557,0.0,
20160310  03:30:00,1.417695,1.42104,1.411805,1.413505,0.0,
20160310  04:00:00,1.41976,1.425245,1.41745,1.417695,0.0,
20160310  04:30:00,1.421295,1.42307,1.418815,1.41976,0.0,
20160310  05:00:00,1.426455,1.430635,1.421225,1.421295,0.0,
20160310  05:30:00,1.4306,1.43138,1.426455,1.426455,0.0,
20160310  06:00:00,1.429155,1.431735,1.42638,1.4306,0.0,
20160310  06:30:00,1.430005,1.43146,1.42887,1.429155,0.0,
20160310  07:00:00,1.42958,1.43169,1.429145,1.430005,0.0,
20160310  07:30:00,1.42864,1.431435,1.4282,1.42958,0.0,
20160310  08:00:00,1.429395,1.42947,1.428325,1.42864,0.0,
20160310  08:30:00,1.428645,1.42944,1.427885,1.429395,0.0,
20160310  09:00:00,1.429195,1.42941,1.428185,1.428645,0.0,
20160310  09:30:00,1.428375,1.42944,1.42818,1.429195,0.0,
20160310  10:00:00,1.428095,1.428695,1.427705,1.428375,0.0,
20160310  10:30:00,1.42775,1.428525,1.4275,1.428095,0.0,
20160310  11:00:00,1.42832,1.428335,1.42747,1.42775,0.0,
20160310  11:30:00,1.42806,1.42852,1.42791,1.42832,0.0,
20160310  12:00:00,1.428065,1.428795,1.427895,1.42817,0.0,
20160310  12:30:00,1.42869,1.428745,1.427775,1.428065,0.0,
20160310  13:00:00,1.428305,1.42889,1.427745,1.42869,0.0,
20160310  13:30:00,1.42843,1.42899,1.42829,1.428305,0.0,
20160310  14:00:00,1.427635,1.42897,1.426985,1.42843,0.0,
20160310  14:30:00,1.427015,1.428495,1.426875,1.427635,0.0,
20160310  15:00:00,1.427935,1.42871,1.426955,1.427015,0.0,
20160310  15:30:00,1.427305,1.4283,1.42691,1.427935,0.0,
20160310  16:00:00,1.426935,1.427385,1.42635,1.427305,0.0,
20160310  16:30:00,1.427505,1.42773,1.42662,1.426935,0.0,
20160310  17:00:00,1.42758,1.42814,1.42729,1.427505,0.0,
20160310  17:30:00,1.42763,1.427865,1.42717,1.42758,0.0,
20160310  18:00:00,1.427465,1.42835,1.42696,1.42763,0.0,
20160310  18:30:00,1.427275,1.4277,1.42727,1.427465,0.0,
20160310  19:00:00,1.426965,1.427435,1.426925,1.427275,0.0,
20160310  19:30:00,1.42768,1.427695,1.426925,1.426965,0.0,
20160310  20:00:00,1.426855,1.428215,1.426845,1.42768,0.0,
20160310  20:30:00,1.427325,1.427575,1.42685,1.426855,0.0,
20160310  21:00:00,1.42704,1.42824,1.426575,1.427325,0.0,
20160310  21:30:00,1.426085,1.42836,1.426075,1.42704,0.0,
20160310  22:00:00,1.4264,1.42708,1.42554,1.426085,0.0,
20160310  22:30:00,1.42647,1.427205,1.425465,1.4264,0.0,
20160310  23:00:00,1.42843,1.428665,1.426455,1.42647,0.0,
20160310  23:30:00,1.42782,1.429825,1.427075,1.42843,0.0,
20160311  00:00:00,1.429885,1.43027,1.427815,1.42782,0.0,
20160311  00:30:00,1.428695,1.430875,1.428625,1.429885,0.0,
20160311  01:00:00,1.429565,1.431,1.42865,1.428695,0.0,
20160311  01:30:00,1.430045,1.4305,1.42864,1.429565,0.0,
20160311  02:00:00,1.429635,1.43087,1.429405,1.430045,0.0,
20160311  02:30:00,1.429135,1.42979,1.428245,1.429635,0.0,
20160311  03:00:00,1.429545,1.430175,1.428535,1.429135,0.0,
20160311  03:30:00,1.42892,1.43017,1.42854,1.429545,0.0,
20160311  04:00:00,1.431055,1.43116,1.42802,1.42892,0.0,
20160311  04:30:00,1.4342,1.434425,1.430245,1.431055,0.0,
20160311  05:00:00,1.437335,1.43836,1.43391,1.4342,0.0,
20160311  05:30:00,1.43945,1.43975,1.43604,1.437335,0.0,
20160311  06:00:00,1.439625,1.440735,1.43796,1.43945,0.0,
20160311  06:30:00,1.442385,1.44367,1.438775,1.439625,0.0,
20160311  07:00:00,1.44133,1.44251,1.44072,1.442385,0.0,
20160311  07:30:00,1.44024,1.44142,1.43946,1.44133,0.0,
20160311  08:00:00,1.438585,1.44074,1.438425,1.44024,0.0,
20160311  08:30:00,1.43874,1.43948,1.438065,1.438585,0.0,
20160311  09:00:00,1.438155,1.43876,1.437805,1.43874,0.0,
20160311  09:30:00,1.438675,1.438815,1.43776,1.438155,0.0,
20160311  10:00:00,1.437995,1.43875,1.43789,1.438675,0.0,
20160311  10:30:00,1.437275,1.43895,1.437265,1.437995,0.0,
20160311  11:00:00,1.43838,1.43856,1.43709,1.437275,0.0,
20160311  11:30:00,1.438195,1.43872,1.43763,1.43838,0.0,
20160313  13:00:00,1.438205,1.438255,1.43745,1.437875,0.0,
20160313  13:30:00,1.43747,1.438235,1.437105,1.438205,0.0,
20160313  14:00:00,1.437995,1.438465,1.43744,1.43747,0.0,
20160313  14:30:00,1.43786,1.43814,1.43697,1.437995,0.0,
20160313  15:00:00,1.438005,1.4384,1.43775,1.43786,0.0,
20160313  15:30:00,1.43784,1.438015,1.437335,1.438005,0.0,
20160313  16:00:00,1.438435,1.438495,1.437375,1.43784,0.0,
20160313  16:30:00,1.437885,1.438465,1.437495,1.438435,0.0,
20160313  17:00:00,1.438205,1.43877,1.437325,1.437885,0.0,
20160313  17:30:00,1.43832,1.438985,1.437555,1.438205,0.0,
20160313  18:00:00,1.438145,1.438605,1.438105,1.43832,0.0,
20160313  18:30:00,1.438765,1.438825,1.437985,1.438145,0.0,
20160313  19:00:00,1.438395,1.43878,1.43835,1.438765,0.0,
20160313  19:30:00,1.438055,1.43843,1.43805,1.438395,0.0,
20160313  20:00:00,1.43846,1.43848,1.437805,1.438055,0.0,
20160313  20:30:00,1.43859,1.43874,1.43837,1.43846,0.0,
20160313  21:00:00,1.437935,1.43859,1.437855,1.43859,0.0,
20160313  21:30:00,1.43755,1.43822,1.437445,1.437935,0.0,
20160313  22:00:00,1.43722,1.437865,1.437215,1.43755,0.0,
20160313  22:30:00,1.4362,1.43753,1.436175,1.43722,0.0,
20160313  23:00:00,1.437165,1.437385,1.43592,1.4362,0.0,
20160313  23:30:00,1.437045,1.437705,1.43613,1.437165,0.0,
20160314  00:00:00,1.435185,1.437385,1.434865,1.437045,0.0,
20160314  00:30:00,1.434365,1.43605,1.43363,1.435185,0.0,
20160314  01:00:00,1.437795,1.438355,1.43436,1.434365,0.0,
20160314  01:30:00,1.43719,1.438525,1.437005,1.437795,0.0,
20160314  02:00:00,1.43461,1.437325,1.434575,1.43719,0.0,
20160314  02:30:00,1.435545,1.4357,1.433765,1.43461,0.0,
20160314  03:00:00,1.43567,1.43623,1.43491,1.435545,0.0,
20160314  03:30:00,1.43453,1.43572,1.434085,1.43567,0.0,
20160314  04:00:00,1.436055,1.43627,1.43433,1.43453,0.0,
20160314  04:30:00,1.43662,1.43719,1.435755,1.436055,0.0,
20160314  05:00:00,1.43446,1.43677,1.434445,1.43662,0.0,
20160314  05:30:00,1.43229,1.434725,1.431435,1.43446,0.0,
20160314  06:00:00,1.43324,1.43434,1.43206,1.43229,0.0,
20160314  06:30:00,1.43272,1.434665,1.432355,1.43324,0.0,
20160314  07:00:00,1.432165,1.433295,1.431275,1.43272,0.0,
20160314  07:30:00,1.43215,1.432545,1.43104,1.432165,0.0,
20160314  08:00:00,1.43216,1.433675,1.431825,1.43215,0.0,
20160314  08:30:00,1.43227,1.43305,1.43068,1.43216,0.0,
20160314  09:00:00,1.4316,1.43263,1.431255,1.43227,0.0,
20160314  09:30:00,1.431015,1.43206,1.43056,1.4316,0.0,
20160314  10:00:00,1.43044,1.431445,1.43004,1.431015,0.0,
20160314  10:30:00,1.42995,1.43066,1.429295,1.43044,0.0,
20160314  11:00:00,1.430105,1.4304,1.429765,1.42995,0.0,
20160314  11:30:00,1.429365,1.430225,1.42932,1.430105,0.0,
20160314  12:00:00,1.43055,1.430685,1.42935,1.429365,0.0,
20160314  12:30:00,1.43017,1.43057,1.43007,1.43055,0.0,
20160314  13:00:00,1.43039,1.43058,1.43,1.430045,0.0,
20160314  13:30:00,1.430155,1.4306,1.429715,1.43039,0.0,
20160314  14:00:00,1.430395,1.430425,1.429755,1.430155,0.0,
20160314  14:30:00,1.429905,1.430565,1.42978,1.430395,0.0,
20160314  15:00:00,1.428165,1.430225,1.42725,1.429905,0.0,
20160314  15:30:00,1.42802,1.42839,1.42785,1.428165,0.0,
20160314  16:00:00,1.42794,1.4283,1.427865,1.42802,0.0,
20160314  16:30:00,1.427365,1.428335,1.427365,1.42794,0.0,
20160314  17:00:00,1.427835,1.42838,1.426975,1.427365,0.0,
20160314  17:30:00,1.428255,1.42827,1.42739,1.427835,0.0,
20160314  18:00:00,1.427925,1.428415,1.427745,1.428255,0.0,
20160314  18:30:00,1.42749,1.42821,1.427395,1.427925,0.0,
20160314  19:00:00,1.427765,1.42782,1.427255,1.42749,0.0,
20160314  19:30:00,1.427785,1.42818,1.42736,1.427765,0.0,
20160314  20:00:00,1.42794,1.428005,1.427285,1.427785,0.0,
20160314  20:30:00,1.42709,1.427995,1.42679,1.42794,0.0,
20160314  21:00:00,1.42622,1.42709,1.425905,1.42709,0.0,
20160314  21:30:00,1.42643,1.426525,1.425705,1.42622,0.0,
20160314  22:00:00,1.426765,1.42697,1.425955,1.42643,0.0,
20160314  22:30:00,1.427395,1.427445,1.426715,1.426765,0.0,
20160314  23:00:00,1.424695,1.42768,1.42458,1.427395,0.0,
20160314  23:30:00,1.42543,1.42599,1.42383,1.424695,0.0,
20160315  00:00:00,1.422435,1.42667,1.422205,1.42543,0.0,
20160315  00:30:00,1.42335,1.423935,1.4219,1.422435,0.0,
20160315  01:00:00,1.41778,1.423865,1.417175,1.42335,0.0,
20160315  01:30:00,1.41546,1.417995,1.41546,1.41778,0.0,
20160315  02:00:00,1.416665,1.417505,1.41546,1.41546,0.0,
20160315  02:30:00,1.41593,1.41753,1.414705,1.416665,0.0,
20160315  03:00:00,1.41647,1.41648,1.414785,1.41593,0.0,
20160315  03:30:00,1.415945,1.417395,1.41564,1.41647,0.0,
20160315  04:00:00,1.416905,1.41724,1.415365,1.415945,0.0,
20160315  04:30:00,1.417915,1.41888,1.41597,1.416905,0.0,
20160315  05:00:00,1.41874,1.419745,1.417725,1.417915,0.0,
20160315  05:30:00,1.416215,1.41884,1.41607,1.41874,0.0,
20160315  06:00:00,1.41648,1.41751,1.41578,1.416215,0.0,
20160315  06:30:00,1.41614,1.41704,1.41513,1.41648,0.0,
20160315  07:00:00,1.41553,1.416405,1.41481,1.41614,0.0,
20160315  07:30:00,1.416545,1.41767,1.415525,1.41553,0.0,
20160315  08:00:00,1.41682,1.416935,1.41583,1.416545,0.0,
20160315  08:30:00,1.414365,1.41682,1.414175,1.41682,0.0,
20160315  09:00:00,1.414715,1.41633,1.41436,1.414365,0.0,
20160315  09:30:00,1.415625,1.41582,1.41389,1.414715,0.0,
20160315  10:00:00,1.414205,1.415895,1.414205,1.415625,0.0,
20160315  10:30:00,1.415845,1.415845,1.414205,1.414205,0.0,
20160315  11:00:00,1.41582,1.415975,1.41542,1.415845,0.0,
20160315  11:30:00,1.415025,1.41588,1.41492,1.41582,0.0,
20160315  12:00:00,1.415695,1.415775,1.41487,1.415025,0.0,
20160315  12:30:00,1.41517,1.415695,1.415015,1.415695,0.0,
20160315  13:00:00,1.414875,1.41538,1.4148,1.4148,0.0,
20160315  13:30:00,1.41525,1.415345,1.414735,1.414875,0.0,
20160315  14:00:00,1.41571,1.41574,1.41506,1.41525,0.0,
20160315  14:30:00,1.41589,1.41591,1.415305,1.41571,0.0,
20160315  15:00:00,1.415475,1.415965,1.415305,1.41589,0.0,
20160315  15:30:00,1.41557,1.415775,1.415455,1.415475,0.0,
20160315  16:00:00,1.41444,1.41591,1.414225,1.41557,0.0,
20160315  16:30:00,1.41436,1.4152,1.414005,1.41444,0.0,
20160315  17:00:00,1.41285,1.41477,1.412415,1.41436,0.0,
20160315  17:30:00,1.414035,1.41416,1.41278,1.41285,0.0,
20160315  18:00:00,1.413735,1.414255,1.41369,1.414035,0.0,
20160315  18:30:00,1.413735,1.41391,1.413345,1.413735,0.0,
20160315  19:00:00,1.41314,1.413735,1.41254,1.413735,0.0,
20160315  19:30:00,1.413115,1.41335,1.41295,1.41314,0.0,
20160315  20:00:00,1.41339,1.413665,1.41289,1.413115,0.0,
20160315  20:30:00,1.413605,1.41374,1.41335,1.41339,0.0,
20160315  21:00:00,1.41342,1.413705,1.413385,1.413605,0.0,
20160315  21:30:00,1.412545,1.413555,1.412205,1.41342,0.0,
20160315  22:00:00,1.41262,1.413165,1.41254,1.412545,0.0,
20160315  22:30:00,1.410675,1.41279,1.41021,1.41262,0.0,
20160315  23:00:00,1.409885,1.411465,1.408465,1.410675,0.0,
20160315  23:30:00,1.410035,1.410825,1.408985,1.409885,0.0,
20160316  00:00:00,1.41096,1.411925,1.409805,1.410035,0.0,
20160316  00:30:00,1.411755,1.41323,1.410145,1.41096,0.0,
20160316  01:00:00,1.412115,1.4133,1.41132,1.411755,0.0,
20160316  01:30:00,1.41168,1.413495,1.41055,1.412115,0.0,
20160316  02:00:00,1.410535,1.411975,1.40906,1.41168,0.0,
20160316  02:30:00,1.41148,1.411695,1.41032,1.410535,0.0,
20160316  03:00:00,1.40952,1.41186,1.40935,1.41148,0.0,
20160316  03:30:00,1.40971,1.41007,1.408955,1.40952,0.0,
20160316  04:00:00,1.409155,1.411165,1.408745,1.40971,0.0,
20160316  04:30:00,1.406505,1.40918,1.4059,1.409155,0.0,
20160316  05:00:00,1.407335,1.40824,1.405305,1.406505,0.0,
20160316  05:30:00,1.406595,1.40743,1.405995,1.407335,0.0,
20160316  06:00:00,1.40828,1.40887,1.406145,1.406595,0.0,
20160316  06:30:00,1.40806,1.40913,1.407915,1.40828,0.0,
20160316  07:00:00,1.408325,1.40892,1.40753,1.40806,0.0,
20160316  07:30:00,1.40994,1.41028,1.40815,1.408325,0.0,
20160316  08:00:00,1.410645,1.41125,1.409355,1.40994,0.0,
20160316  08:30:00,1.41023,1.411245,1.408925,1.410645,0.0,
20160316  09:00:00,1.409175,1.410475,1.40881,1.41023,0.0,
20160316  09:30:00,1.411845,1.41219,1.408925,1.409175,0.0,
20160316  10:00:00,1.423945,1.424345,1.411845,1.411845,0.0,
20160316  10:30:00,1.422625,1.42739,1.42163,1.423945,0.0,
20160316  11:00:00,1.42619,1.426455,1.422275,1.422625,0.0,
20160316  11:30:00,1.427185,1.42719,1.42495,1.42619,0.0,
20160316  12:00:00,1.42717,1.42734,1.42613,1.427185,0.0,
20160316  12:30:00,1.42566,1.42724,1.42566,1.42717,0.0,
20160316  13:00:00,1.42559,1.426395,1.425115,1.425125,0.0,
20160316  13:30:00,1.42531,1.42608,1.425115,1.42559,0.0,
20160316  14:00:00,1.424495,1.425825,1.42449,1.42531,0.0,
20160316  14:30:00,1.42493,1.424955,1.423935,1.424495,0.0,
20160316  15:00:00,1.425085,1.425485,1.424575,1.42493,0.0,
20160316  15:30:00,1.42506,1.42564,1.42504,1.425085,0.0,
20160316  16:00:00,1.424835,1.4261,1.42441,1.42506,0.0,
20160316  16:30:00,1.426845,1.42686,1.424425,1.424835,0.0,
20160316  17:00:00,1.426735,1.42924,1.42634,1.426845,0.0,
20160316  17:30:00,1.42629,1.42679,1.42575,1.426735,0.0,
20160316  18:00:00,1.426365,1.426495,1.425455,1.42629,0.0,
20160316  18:30:00,1.42633,1.426485,1.426035,1.426365,0.0,
20160316  19:00:00,1.426815,1.426875,1.426155,1.42633,0.0,
20160316  19:30:00,1.42586,1.426985,1.42577,1.426815,0.0,
20160316  20:00:00,1.42486,1.426165,1.42451,1.42586,0.0,
20160316  20:30:00,1.42303,1.42515,1.4229,1.42486,0.0,
20160316  21:00:00,1.423615,1.424235,1.42292,1.42303,0.0,
20160316  21:30:00,1.42388,1.42428,1.423575,1.423615,0.0,
20160316  22:00:00,1.42299,1.42443,1.422905,1.42388,0.0,
20160316  22:30:00,1.42388,1.424115,1.42218,1.42299,0.0,
20160316  23:00:00,1.426215,1.42624,1.42379,1.42388,0.0,
20160316  23:30:00,1.425565,1.42644,1.42364,1.426215,0.0,
20160317  00:00:00,1.428385,1.42895,1.42509,1.425565,0.0,
20160317  00:30:00,1.42992,1.431185,1.428075,1.428385,0.0,
20160317  01:00:00,1.429845,1.43105,1.42796,1.42992,0.0,
20160317  01:30:00,1.428855,1.43075,1.4286,1.429845,0.0,
20160317  02:00:00,1.437585,1.437585,1.428855,1.428855,0.0,
20160317  02:30:00,1.4346,1.43811,1.4346,1.437585,0.0,
20160317  03:00:00,1.434385,1.435075,1.43386,1.4346,0.0,
20160317  03:30:00,1.43632,1.43678,1.433655,1.434385,0.0,
20160317  04:00:00,1.438,1.442585,1.436115,1.43632,0.0,
20160317  04:30:00,1.440685,1.44128,1.436495,1.438,0.0,
20160317  05:00:00,1.44547,1.448175,1.440355,1.440685,0.0,
20160317  05:30:00,1.447415,1.447985,1.444185,1.44547,0.0,
20160317  06:00:00,1.445365,1.45022,1.445155,1.447415,0.0,
20160317  06:30:00,1.447005,1.447265,1.445335,1.445365,0.0,
20160317  07:00:00,1.44578,1.447345,1.444735,1.447005,0.0,
20160317  07:30:00,1.448965,1.44917,1.445585,1.44578,0.0,
20160317  08:00:00,1.44967,1.45035,1.44801,1.448965,0.0,
20160317  08:30:00,1.448375,1.449805,1.44836,1.44967,0.0,
