Date,Close,High,Low,Open,Volume,index
20160309  12:00:00,84.7275,84.8665,84.727,84.85,0.0,
20160309  12:30:00,84.68,84.7535,84.5795,84.7275,0.0,
20160309  13:00:00,84.68,84.76,84.668,84.68,0.0,
20160309  13:30:00,84.5545,84.719,84.5495,84.68,0.0,
20160309  14:00:00,84.548,84.5885,84.47,84.5545,0.0,
20160309  14:30:00,84.6505,84.6775,84.5185,84.548,0.0,
20160309  15:00:00,84.79,84.8095,84.5585,84.6505,0.0,
20160309  15:30:00,84.8765,85.013,84.7785,84.79,0.0,
20160309  16:00:00,84.873,84.966,84.8245,84.8765,0.0,
20160309  16:30:00,84.9655,84.983,84.842,84.873,0.0,
20160309  17:00:00,84.9735,85.007,84.9315,84.9655,0.0,
20160309  17:30:00,85.0865,85.1425,84.973,84.9735,0.0,
20160309  18:00:00,85.078,85.1135,85.0135,85.0865,0.0,
20160309  18:30:00,85.0,85.078,84.961,85.078,0.0,
20160309  19:00:00,85.013,85.069,84.95,85.0,0.0,
20160309  19:30:00,85.096,85.1065,84.9775,85.013,0.0,
20160309  20:00:00,85.1255,85.1395,84.987,85.096,0.0,
20160309  20:30:00,85.055,85.1295,85.022,85.1255,0.0,
20160309  21:00:00,84.758,85.1245,84.6935,85.055,0.0,
20160309  21:30:00,84.843,84.85,84.6755,84.758,0.0,
20160309  22:00:00,84.9865,85.041,84.6795,84.843,0.0,
20160309  22:30:00,84.916,85.1445,84.898,84.9865,0.0,
20160309  23:00:00,84.9545,85.0165,84.88,84.916,0.0,
20160309  23:30:00,84.7355,84.956,84.7205,84.9545,0.0,
20160310  00:00:00,84.827,84.835,84.728,84.7355,0.0,
20160310  00:30:00,84.8595,84.872,84.79,84.827,0.0,
20160310  01:00:00,84.988,85.0295,84.8245,84.8595,0.0,
20160310  01:30:00,85.0365,85.07,84.9815,84.988,0.0,
20160310  02:00:00,85.063,85.1315,85.009,85.0365,0.0,
20160310  02:30:00,85.4875,85.5185,84.949,85.063,0.0,
20160310  03:00:00,85.4075,85.624,85.2975,85.4875,0.0,
20160310  03:30:00,85.206,85.5345,85.062,85.4075,0.0,
20160310  04:00:00,84.9935,85.426,84.975,85.206,0.0,
20160310  04:30:00,84.963,85.015,84.589,84.9935,0.0,
20160310  05:00:00,84.773,85.097,84.7715,84.963,0.0,
20160310  05:30:00,84.4365,84.862,84.4115,84.773,0.0,
20160310  06:00:00,84.2815,84.5025,84.1605,84.4365,0.0,
20160310  06:30:00,84.2145,84.2965,83.9795,84.2815,0.0,
20160310  07:00:00,84.094,84.3175,84.0035,84.2145,0.0,
20160310  07:30:00,83.8825,84.102,83.7115,84.094,0.0,
20160310  08:00:00,83.965,83.99,83.822,83.8825,0.0,
20160310  08:30:00,84.0635,84.1235,83.9485,83.965,0.0,
20160310  09:00:00,84.0915,84.174,84.04,84.0635,0.0,
20160310  09:30:00,84.2705,84.2985,84.0765,84.0915,0.0,
20160310  10:00:00,84.3365,84.346,84.195,84.2705,0.0,
20160310  10:30:00,84.3285,84.3675,84.2375,84.3365,0.0,
20160310  11:00:00,84.315,84.3505,84.2585,84.3285,0.0,
20160310  11:30:00,84.374,84.4015,84.298,84.315,0.0,
20160310  12:00:00,84.3585,84.395,84.3305,84.36,0.0,
20160310  12:30:00,84.3475,84.4115,84.294,84.3585,0.0,
20160310  13:00:00,84.27,84.3665,84.261,84.3475,0.0,
20160310  13:30:00,84.1595,84.2735,84.1355,84.27,0.0,
20160310  14:00:00,84.361,84.361,84.071,84.1595,0.0,
20160310  14:30:00,84.424,84.484,84.262,84.361,0.0,
20160310  15:00:00,84.5065,84.565,84.324,84.424,0.0,
20160310  15:30:00,84.6,84.6465,84.4345,84.5065,0.0,
20160310  16:00:00,84.5195,84.6305,84.4495,84.6,0.0,
20160310  16:30:00,84.5715,84.615,84.452,84.5195,0.0,
20160310  17:00:00,84.8875,84.9185,84.5655,84.5715,0.0,
20160310  17:30:00,84.9875,85.036,84.8675,84.8875,0.0,
20160310  18:00:00,85.064,85.071,84.9405,84.9875,0.0,
20160310  18:30:00,85.0055,85.064,84.9795,85.064,0.0,
20160310  19:00:00,85.016,85.0345,84.9225,85.0055,0.0,
20160310  19:30:00,84.9125,85.0205,84.851,85.016,0.0,
20160310  20:00:00,85.1285,85.135,84.89,84.9125,0.0,
20160310  20:30:00,85.071,85.2195,85.046,85.1285,0.0,
20160310  21:00:00,85.245,85.3125,85.029,85.071,0.0,
20160310  21:30:00,85.294,85.357,85.1005,85.245,0.0,
20160310  22:00:00,85.1935,85.418,85.175,85.294,0.0,
20160310  22:30:00,85.145,85.2605,85.1095,85.1935,0.0,
20160310  23:00:00,85.2155,85.2885,85.145,85.145,0.0,
20160310  23:30:00,85.355,85.387,85.1595,85.2155,0.0,
20160311  00:00:00,85.5065,85.5505,85.3515,85.355,0.0,
20160311  00:30:00,85.3925,85.553,85.3915,85.5065,0.0,
20160311  01:00:00,85.426,85.462,85.306,85.3925,0.0,
20160311  01:30:00,85.3405,85.4375,85.2745,85.426,0.0,
20160311  02:00:00,85.2885,85.37,85.2265,85.3405,0.0,
20160311  02:30:00,85.43,85.436,85.2885,85.2885,0.0,
20160311  03:00:00,85.3655,85.4765,85.3635,85.43,0.0,
20160311  03:30:00,85.3025,85.385,85.2685,85.3655,0.0,
20160311  04:00:00,85.5215,85.5285,85.2855,85.3025,0.0,
20160311  04:30:00,85.7725,85.857,85.491,85.5215,0.0,
20160311  05:00:00,85.9675,86.0055,85.734,85.7725,0.0,
20160311  05:30:00,85.7195,86.0315,85.6735,85.9675,0.0,
20160311  06:00:00,86.061,86.08,85.702,85.7195,0.0,
20160311  06:30:00,86.055,86.21,86.038,86.061,0.0,
20160311  07:00:00,86.001,86.057,85.93,86.055,0.0,
20160311  07:30:00,85.959,86.0495,85.9415,86.001,0.0,
20160311  08:00:00,85.957,85.975,85.913,85.959,0.0,
20160311  08:30:00,86.0045,86.009,85.927,85.957,0.0,
20160311  09:00:00,86.156,86.1885,86.004,86.0045,0.0,
20160311  09:30:00,86.091,86.166,86.071,86.156,0.0,
20160311  10:00:00,85.9975,86.0985,85.9975,86.091,0.0,
20160311  10:30:00,86.052,86.052,85.964,85.9975,0.0,
20160311  11:00:00,85.9585,86.0575,85.953,86.052,0.0,
20160311  11:30:00,86.0895,86.1465,85.9585,85.9585,0.0,
20160313  13:00:00,85.981,86.027,85.977,86.0025,0.0,
20160313  13:30:00,86.01,86.0295,85.946,85.981,0.0,
20160313  14:00:00,85.902,86.048,85.882,86.01,0.0,
20160313  14:30:00,85.8385,85.905,85.7825,85.902,0.0,
20160313  15:00:00,85.871,85.931,85.823,85.8385,0.0,
20160313  15:30:00,86.03,86.0495,85.8525,85.871,0.0,
20160313  16:00:00,86.077,86.1765,86.015,86.03,0.0,
20160313  16:30:00,86.3085,86.324,86.068,86.077,0.0,
20160313  17:00:00,86.325,86.3565,86.234,86.3085,0.0,
20160313  17:30:00,86.261,86.327,86.186,86.325,0.0,
20160313  18:00:00,86.281,86.29,86.209,86.261,0.0,
20160313  18:30:00,86.3715,86.3745,86.2735,86.281,0.0,
20160313  19:00:00,86.376,86.4,86.304,86.3715,0.0,
20160313  19:30:00,86.3355,86.4005,86.2715,86.376,0.0,
20160313  20:00:00,86.3905,86.406,86.33,86.3355,0.0,
20160313  20:30:00,86.3075,86.4115,86.287,86.3905,0.0,
20160313  21:00:00,86.288,86.384,86.2825,86.3075,0.0,
20160313  21:30:00,86.071,86.2955,86.0665,86.288,0.0,
20160313  22:00:00,85.852,86.082,85.806,86.071,0.0,
20160313  22:30:00,85.8125,85.958,85.698,85.852,0.0,
20160313  23:00:00,85.816,85.857,85.684,85.8125,0.0,
20160313  23:30:00,85.751,85.835,85.6795,85.816,0.0,
20160314  00:00:00,85.585,85.756,85.5465,85.751,0.0,
20160314  00:30:00,85.5415,85.6125,85.4815,85.585,0.0,
20160314  01:00:00,85.5225,85.6365,85.4895,85.5415,0.0,
20160314  01:30:00,85.7905,85.8105,85.474,85.5225,0.0,
20160314  02:00:00,85.773,85.8195,85.734,85.7905,0.0,
20160314  02:30:00,85.731,85.8135,85.7045,85.773,0.0,
20160314  03:00:00,85.7785,85.8085,85.7225,85.731,0.0,
20160314  03:30:00,85.6605,85.779,85.5965,85.7785,0.0,
20160314  04:00:00,85.831,85.8485,85.6535,85.6605,0.0,
20160314  04:30:00,85.6895,85.833,85.655,85.831,0.0,
20160314  05:00:00,85.659,85.732,85.598,85.6895,0.0,
20160314  05:30:00,85.339,85.6845,85.2825,85.659,0.0,
20160314  06:00:00,85.3825,85.463,85.294,85.339,0.0,
20160314  06:30:00,85.3465,85.5135,85.2885,85.3825,0.0,
20160314  07:00:00,85.419,85.447,85.27,85.3465,0.0,
20160314  07:30:00,85.3595,85.422,85.3115,85.419,0.0,
20160314  08:00:00,85.286,85.4085,85.2785,85.3595,0.0,
20160314  08:30:00,85.365,85.3675,85.2815,85.286,0.0,
20160314  09:00:00,85.293,85.3995,85.2765,85.365,0.0,
20160314  09:30:00,85.318,85.361,85.2595,85.293,0.0,
20160314  10:00:00,85.2965,85.3375,85.2295,85.318,0.0,
20160314  10:30:00,85.431,85.442,85.2885,85.2965,0.0,
20160314  11:00:00,85.4175,85.4575,85.376,85.431,0.0,
20160314  11:30:00,85.443,85.4895,85.3975,85.4175,0.0,
20160314  12:00:00,85.455,85.473,85.439,85.443,0.0,
20160314  12:30:00,85.5325,85.537,85.4305,85.455,0.0,
20160314  13:00:00,85.4035,85.473,85.384,85.4475,0.0,
20160314  13:30:00,85.4465,85.513,85.3915,85.4035,0.0,
20160314  14:00:00,85.446,85.472,85.3885,85.4465,0.0,
20160314  14:30:00,85.5045,85.51,85.418,85.446,0.0,
20160314  15:00:00,85.498,85.547,85.475,85.5045,0.0,
20160314  15:30:00,85.5805,85.591,85.475,85.498,0.0,
20160314  16:00:00,85.5445,85.653,85.5275,85.5805,0.0,
20160314  16:30:00,85.3475,85.67,85.3365,85.5445,0.0,
20160314  17:00:00,85.2975,85.384,85.218,85.3475,0.0,
20160314  17:30:00,85.1175,85.3235,85.0535,85.2975,0.0,
20160314  18:00:00,85.125,85.1735,85.0965,85.1175,0.0,
20160314  18:30:00,85.17,85.4265,85.0415,85.125,0.0,
20160314  19:00:00,85.236,85.2505,85.074,85.17,0.0,
20160314  19:30:00,85.0845,85.4995,84.978,85.236,0.0,
20160314  20:00:00,84.9575,85.11,84.879,85.0845,0.0,
20160314  20:30:00,84.865,85.003,84.794,84.9575,0.0,
20160314  21:00:00,84.92,84.938,84.8425,84.865,0.0,
20160314  21:30:00,84.9405,84.998,84.8885,84.92,0.0,
20160314  22:00:00,84.9415,84.9965,84.8845,84.9405,0.0,
20160314  22:30:00,84.947,85.0745,84.886,84.9415,0.0,
20160314  23:00:00,84.6525,84.9955,84.549,84.947,0.0,
20160314  23:30:00,84.403,84.659,84.393,84.6525,0.0,
20160315  00:00:00,84.3995,84.4905,84.3125,84.403,0.0,
20160315  00:30:00,84.4235,84.6245,84.3295,84.3995,0.0,
20160315  01:00:00,84.5155,84.637,84.405,84.4235,0.0,
20160315  01:30:00,84.4425,84.5685,84.3865,84.5155,0.0,
20160315  02:00:00,84.3255,84.475,84.282,84.4425,0.0,
20160315  02:30:00,84.314,84.408,84.31,84.3255,0.0,
