Date,Close,High,Low,Open,Volume,index
20160309  12:00:00,0.997295,0.997575,0.99721,0.997425,0.0,
20160309  12:30:00,0.997365,0.99794,0.997105,0.997295,0.0,
20160309  13:00:00,0.998395,0.998395,0.997365,0.997365,0.0,
20160309  13:30:00,0.9983,0.998395,0.99794,0.998395,0.0,
20160309  14:00:00,0.998055,0.99831,0.99766,0.9983,0.0,
20160309  14:30:00,0.99829,0.99861,0.997985,0.998055,0.0,
20160309  15:00:00,0.998585,0.998585,0.99793,0.99829,0.0,
20160309  15:30:00,0.997785,0.998935,0.99769,0.998585,0.0,
20160309  16:00:00,0.99732,0.9981,0.99727,0.997785,0.0,
20160309  16:30:00,0.99729,0.99759,0.996455,0.99732,0.0,
20160309  17:00:00,0.997305,0.997395,0.997065,0.99729,0.0,
20160309  17:30:00,0.997655,0.99799,0.9973,0.997305,0.0,
20160309  18:00:00,0.99737,0.997715,0.997305,0.997655,0.0,
20160309  18:30:00,0.997195,0.99746,0.997185,0.99737,0.0,
20160309  19:00:00,0.99753,0.997615,0.997145,0.997195,0.0,
20160309  19:30:00,0.997625,0.997755,0.99732,0.99753,0.0,
20160309  20:00:00,0.99749,0.997915,0.997455,0.997625,0.0,
20160309  20:30:00,0.99716,0.997515,0.99663,0.99749,0.0,
20160309  21:00:00,0.99744,0.997515,0.996815,0.99716,0.0,
20160309  21:30:00,0.99736,0.99788,0.9969,0.99744,0.0,
20160309  22:00:00,0.99762,0.99817,0.99678,0.99736,0.0,
20160309  22:30:00,0.99692,0.99784,0.996415,0.99762,0.0,
20160309  23:00:00,0.99727,0.997635,0.996355,0.99692,0.0,
20160309  23:30:00,0.99695,0.99735,0.99637,0.99727,0.0,
20160310  00:00:00,0.99729,0.997445,0.996365,0.99695,0.0,
20160310  00:30:00,0.997615,0.997715,0.996375,0.99729,0.0,
20160310  01:00:00,0.9984,0.998865,0.997535,0.997615,0.0,
20160310  01:30:00,0.99803,0.99872,0.997755,0.9984,0.0,
20160310  02:00:00,0.998355,0.99841,0.99729,0.99803,0.0,
20160310  02:30:00,1.007165,1.00733,0.997175,0.998355,0.0,
20160310  03:00:00,1.008035,1.00843,1.005745,1.007165,0.0,
20160310  03:30:00,1.00072,1.00927,0.996895,1.008035,0.0,
20160310  04:00:00,0.995535,1.00272,0.989145,1.00072,0.0,
20160310  04:30:00,0.994405,0.99603,0.990325,0.995535,0.0,
20160310  05:00:00,0.98737,0.99461,0.985595,0.994405,0.0,
20160310  05:30:00,0.98813,0.989465,0.98549,0.98737,0.0,
20160310  06:00:00,0.986975,0.989175,0.985485,0.98813,0.0,
20160310  06:30:00,0.986035,0.987045,0.984625,0.986975,0.0,
20160310  07:00:00,0.9842,0.98735,0.98287,0.986035,0.0,
20160310  07:30:00,0.98327,0.984675,0.981365,0.9842,0.0,
20160310  08:00:00,0.98302,0.98362,0.982465,0.98327,0.0,
20160310  08:30:00,0.9823,0.98331,0.982045,0.98302,0.0,
20160310  09:00:00,0.98136,0.982605,0.981035,0.9823,0.0,
20160310  09:30:00,0.98252,0.98302,0.98105,0.98136,0.0,
20160310  10:00:00,0.984365,0.98437,0.98233,0.98252,0.0,
20160310  10:30:00,0.984805,0.98509,0.983635,0.984365,0.0,
20160310  11:00:00,0.984805,0.985015,0.984675,0.984805,0.0,
20160310  11:30:00,0.984995,0.985185,0.98455,0.984805,0.0,
20160310  12:00:00,0.98499,0.985095,0.984745,0.984975,0.0,
20160310  12:30:00,0.984885,0.98586,0.98453,0.98499,0.0,
20160310  13:00:00,0.985035,0.98563,0.98418,0.984885,0.0,
20160310  13:30:00,0.984655,0.98505,0.98444,0.985035,0.0,
20160310  14:00:00,0.98491,0.98511,0.983895,0.984655,0.0,
20160310  14:30:00,0.98401,0.98494,0.98358,0.98491,0.0,
20160310  15:00:00,0.98345,0.98402,0.98263,0.98401,0.0,
20160310  15:30:00,0.984205,0.984365,0.982955,0.98345,0.0,
20160310  16:00:00,0.98432,0.98463,0.984035,0.984205,0.0,
20160310  16:30:00,0.984755,0.984905,0.984235,0.98432,0.0,
20160310  17:00:00,0.9852,0.985335,0.98427,0.984755,0.0,
20160310  17:30:00,0.98544,0.98556,0.985015,0.9852,0.0,
20160310  18:00:00,0.98556,0.98563,0.98467,0.98544,0.0,
20160310  18:30:00,0.985385,0.98556,0.985205,0.98556,0.0,
20160310  19:00:00,0.98538,0.98541,0.985005,0.985385,0.0,
