Date,Close,High,Low,Open,Volume,index
20160309  12:00:00,0.77383,0.77402,0.773565,0.7737,0.0,
20160309  12:30:00,0.77376,0.774065,0.77357,0.77383,0.0,
20160309  13:00:00,0.773455,0.773865,0.773345,0.77376,0.0,
20160309  13:30:00,0.77332,0.773655,0.77324,0.773455,0.0,
20160309  14:00:00,0.773485,0.77377,0.773145,0.77332,0.0,
20160309  14:30:00,0.773345,0.773585,0.773095,0.773485,0.0,
20160309  15:00:00,0.773155,0.773565,0.77301,0.773345,0.0,
20160309  15:30:00,0.77356,0.77371,0.772705,0.773155,0.0,
20160309  16:00:00,0.774035,0.774115,0.77333,0.77356,0.0,
20160309  16:30:00,0.773675,0.774035,0.773585,0.774035,0.0,
20160309  17:00:00,0.773825,0.773835,0.77358,0.773675,0.0,
20160309  17:30:00,0.772955,0.77383,0.772865,0.773825,0.0,
20160309  18:00:00,0.772945,0.773055,0.772865,0.772955,0.0,
20160309  18:30:00,0.77313,0.77316,0.77289,0.772945,0.0,
20160309  19:00:00,0.77295,0.773145,0.772885,0.77313,0.0,
20160309  19:30:00,0.77324,0.773515,0.77294,0.77295,0.0,
20160309  20:00:00,0.77312,0.773555,0.772855,0.77324,0.0,
20160309  20:30:00,0.77307,0.77324,0.772905,0.77312,0.0,
20160309  21:00:00,0.772805,0.77334,0.772755,0.77307,0.0,
20160309  21:30:00,0.77235,0.772915,0.772335,0.772805,0.0,
20160309  22:00:00,0.77179,0.77279,0.771515,0.77235,0.0,
20160309  22:30:00,0.77125,0.7718,0.77091,0.77179,0.0,
20160309  23:00:00,0.771845,0.77228,0.77096,0.77125,0.0,
20160309  23:30:00,0.771985,0.772705,0.771815,0.771845,0.0,
20160310  00:00:00,0.77105,0.7723,0.77105,0.771985,0.0,
20160310  00:30:00,0.771525,0.77252,0.77087,0.77105,0.0,
20160310  01:00:00,0.77179,0.771845,0.770685,0.771525,0.0,
20160310  01:30:00,0.772475,0.77301,0.771645,0.77179,0.0,
20160310  02:00:00,0.772775,0.773335,0.772235,0.772475,0.0,
20160310  02:30:00,0.7662,0.77328,0.765615,0.772775,0.0,
20160310  03:00:00,0.76765,0.768115,0.765265,0.7662,0.0,
20160310  03:30:00,0.770335,0.773,0.765895,0.76765,0.0,
20160310  04:00:00,0.77613,0.77992,0.769595,0.770335,0.0,
20160310  04:30:00,0.77686,0.77908,0.775485,0.77613,0.0,
20160310  05:00:00,0.779565,0.779885,0.77672,0.77686,0.0,
20160310  05:30:00,0.77916,0.780965,0.77898,0.779565,0.0,
20160310  06:00:00,0.78119,0.782195,0.77875,0.77916,0.0,
20160310  06:30:00,0.780355,0.782065,0.779955,0.78119,0.0,
20160310  07:00:00,0.78193,0.782485,0.77971,0.780355,0.0,
20160310  07:30:00,0.78351,0.78464,0.78165,0.78193,0.0,
20160310  08:00:00,0.783365,0.783805,0.783065,0.78351,0.0,
20160310  08:30:00,0.78396,0.784375,0.783345,0.783365,0.0,
