Date,Close,High,Low,Open,Volume,index
20160308  08:00:00,0.676945,0.677465,0.67684,0.67714,0.0,
20160308  08:30:00,0.676565,0.67705,0.67625,0.676945,0.0,
20160308  09:00:00,0.67614,0.67675,0.67599,0.676565,0.0,
20160308  09:30:00,0.67559,0.676265,0.675045,0.67614,0.0,
20160308  10:00:00,0.674225,0.675675,0.674215,0.67559,0.0,
20160308  10:30:00,0.673735,0.67467,0.67344,0.674225,0.0,
20160308  11:00:00,0.67438,0.67443,0.67368,0.673735,0.0,
20160308  11:30:00,0.674495,0.674595,0.673955,0.67438,0.0,
20160308  12:00:00,0.673925,0.674615,0.67378,0.674495,0.0,
20160308  12:30:00,0.67331,0.674365,0.673175,0.673925,0.0,
20160308  13:00:00,0.673795,0.67424,0.67329,0.67331,0.0,
20160308  13:30:00,0.674165,0.674675,0.67369,0.673795,0.0,
20160308  14:00:00,0.674425,0.67492,0.673725,0.674165,0.0,
20160308  14:30:00,0.674535,0.675025,0.67422,0.674425,0.0,
20160308  15:00:00,0.67387,0.67486,0.673825,0.674535,0.0,
20160308  15:30:00,0.67437,0.67458,0.67357,0.67387,0.0,
20160308  16:00:00,0.67421,0.674695,0.67416,0.67437,0.0,
20160308  16:30:00,0.67394,0.67457,0.673935,0.67421,0.0,
20160308  17:00:00,0.673935,0.674445,0.673635,0.67394,0.0,
20160308  17:30:00,0.67272,0.67411,0.672615,0.673935,0.0,
20160308  18:00:00,0.672095,0.672905,0.671845,0.67272,0.0,
20160308  18:30:00,0.67244,0.672675,0.671615,0.672095,0.0,
20160308  19:00:00,0.672745,0.67307,0.672355,0.67244,0.0,
20160308  19:30:00,0.672215,0.67286,0.672195,0.672745,0.0,
20160308  20:00:00,0.67282,0.672975,0.67199,0.672215,0.0,
20160308  20:30:00,0.672875,0.673275,0.67244,0.67282,0.0,
20160308  21:00:00,0.67337,0.673435,0.672665,0.672875,0.0,
20160308  21:30:00,0.67377,0.674305,0.672975,0.67337,0.0,
20160308  22:00:00,0.674675,0.674745,0.6736,0.67377,0.0,
20160308  22:30:00,0.67481,0.67496,0.674165,0.674675,0.0,
20160308  23:00:00,0.67699,0.677025,0.674575,0.67481,0.0,
20160308  23:30:00,0.677085,0.677695,0.67642,0.67699,0.0,
20160309  00:00:00,0.677955,0.678315,0.676535,0.677085,0.0,
20160309  00:30:00,0.6785,0.6787,0.67745,0.677955,0.0,
20160309  01:00:00,0.678255,0.678825,0.677935,0.6785,0.0,
20160309  01:30:00,0.677365,0.678625,0.677025,0.678255,0.0,
20160309  02:00:00,0.67766,0.67891,0.677365,0.677365,0.0,
20160309  02:30:00,0.67767,0.67849,0.67721,0.67766,0.0,
20160309  03:00:00,0.67653,0.67809,0.676495,0.67767,0.0,
20160309  03:30:00,0.676785,0.676885,0.67603,0.67653,0.0,
20160309  04:00:00,0.6766,0.67772,0.67627,0.676785,0.0,
20160309  04:30:00,0.67801,0.67841,0.6766,0.6766,0.0,
20160309  05:00:00,0.67838,0.679465,0.677865,0.67801,0.0,
20160309  05:30:00,0.678105,0.67977,0.67735,0.67838,0.0,
20160309  06:00:00,0.679865,0.680705,0.67795,0.678105,0.0,
20160309  06:30:00,0.680775,0.68091,0.67958,0.679865,0.0,
20160309  07:00:00,0.68025,0.68099,0.68003,0.680775,0.0,
20160309  07:30:00,0.679655,0.68037,0.679405,0.68025,0.0,
20160309  08:00:00,0.67872,0.67946,0.67855,0.679035,0.0,
20160309  08:30:00,0.678755,0.67915,0.67839,0.67872,0.0,
20160309  09:00:00,0.678135,0.67887,0.67737,0.678755,0.0,
20160309  09:30:00,0.678205,0.678465,0.67694,0.678135,0.0,
20160309  10:00:00,0.664605,0.67964,0.66457,0.678205,0.0,
20160309  10:30:00,0.665,0.666355,0.66437,0.664605,0.0,
20160309  11:00:00,0.6646,0.665265,0.66431,0.665,0.0,
20160309  11:30:00,0.665365,0.665515,0.66425,0.6646,0.0,
20160309  12:00:00,0.66519,0.66551,0.664965,0.665365,0.0,
20160309  12:30:00,0.66366,0.665475,0.663335,0.66519,0.0,
20160309  13:00:00,0.66503,0.66549,0.6632,0.66366,0.0,
20160309  13:30:00,0.66376,0.665865,0.663605,0.66503,0.0,
20160309  14:00:00,0.66418,0.66425,0.662585,0.66376,0.0,
20160309  14:30:00,0.663645,0.664575,0.66285,0.66418,0.0,
20160309  15:00:00,0.66365,0.66408,0.661905,0.663645,0.0,
20160309  15:30:00,0.663005,0.66441,0.66269,0.66365,0.0,
20160309  16:00:00,0.6631,0.663725,0.6626,0.663005,0.0,
20160309  16:30:00,0.663385,0.66365,0.662795,0.6631,0.0,
20160309  17:00:00,0.663575,0.66359,0.663075,0.663385,0.0,
20160309  17:30:00,0.663395,0.6639,0.662995,0.663575,0.0,
20160309  18:00:00,0.662725,0.66355,0.66243,0.663395,0.0,
20160309  18:30:00,0.663015,0.663345,0.66235,0.662725,0.0,
20160309  19:00:00,0.663745,0.663775,0.662905,0.663015,0.0,
20160309  19:30:00,0.66435,0.66442,0.663415,0.663745,0.0,
20160309  20:00:00,0.665235,0.665555,0.66382,0.66435,0.0,
20160309  20:30:00,0.66496,0.66573,0.664705,0.665235,0.0,
20160309  21:00:00,0.664425,0.665,0.6636,0.66496,0.0,
20160309  21:30:00,0.665825,0.665945,0.66418,0.664425,0.0,
20160309  22:00:00,0.6667,0.66722,0.664965,0.665825,0.0,
20160309  22:30:00,0.667415,0.66748,0.666415,0.6667,0.0,
20160309  23:00:00,0.66823,0.668575,0.666985,0.667415,0.0,
20160309  23:30:00,0.66701,0.66824,0.666815,0.66823,0.0,
20160310  00:00:00,0.667,0.667455,0.666555,0.66701,0.0,
20160310  00:30:00,0.66665,0.667265,0.66626,0.667,0.0,
20160310  01:00:00,0.666785,0.66774,0.66656,0.66665,0.0,
20160310  01:30:00,0.66726,0.667515,0.666025,0.666785,0.0,
20160310  02:00:00,0.66742,0.66811,0.6671,0.66726,0.0,
20160310  02:30:00,0.66701,0.66904,0.666935,0.66742,0.0,
20160310  03:00:00,0.666525,0.668575,0.665405,0.66701,0.0,
20160310  03:30:00,0.66634,0.667205,0.663735,0.666525,0.0,
20160310  04:00:00,0.666675,0.670985,0.665735,0.66634,0.0,
20160310  04:30:00,0.665035,0.66764,0.66456,0.666675,0.0,
20160310  05:00:00,0.667005,0.669005,0.66501,0.665035,0.0,
20160310  05:30:00,0.665815,0.668085,0.665575,0.667005,0.0,
20160310  06:00:00,0.666335,0.66713,0.66533,0.665815,0.0,
20160310  06:30:00,0.66653,0.667035,0.66542,0.666335,0.0,
20160310  07:00:00,0.66689,0.66813,0.66632,0.66653,0.0,
20160310  07:30:00,0.66573,0.66735,0.665045,0.66689,0.0,
20160313  13:00:00,0.67255,0.67308,0.67236,0.6725,0.0,
20160313  13:30:00,0.67319,0.67322,0.67217,0.67255,0.0,
20160313  14:00:00,0.672815,0.673275,0.672395,0.67319,0.0,
20160313  14:30:00,0.673025,0.673105,0.6724,0.672815,0.0,
20160313  15:00:00,0.673915,0.674175,0.67265,0.673025,0.0,
20160313  15:30:00,0.673975,0.674025,0.67335,0.673915,0.0,
20160313  16:00:00,0.67474,0.67529,0.67397,0.673975,0.0,
20160313  16:30:00,0.674715,0.67485,0.673725,0.67474,0.0,
20160313  17:00:00,0.67429,0.67507,0.674055,0.674715,0.0,
20160313  17:30:00,0.674175,0.67461,0.673765,0.67429,0.0,
20160313  18:00:00,0.674525,0.674955,0.673975,0.674175,0.0,
20160313  18:30:00,0.675175,0.675295,0.674515,0.674525,0.0,
20160313  19:00:00,0.67509,0.67545,0.674545,0.675175,0.0,
20160313  19:30:00,0.67498,0.675565,0.67475,0.67509,0.0,
20160313  20:00:00,0.675165,0.67532,0.67456,0.67498,0.0,
20160313  20:30:00,0.674755,0.67557,0.674745,0.675165,0.0,
20160313  21:00:00,0.674435,0.674995,0.67443,0.674755,0.0,
20160313  21:30:00,0.673565,0.674585,0.67353,0.674435,0.0,
20160313  22:00:00,0.67258,0.6736,0.672565,0.673565,0.0,
20160313  22:30:00,0.67257,0.67339,0.6718,0.67258,0.0,
20160313  23:00:00,0.67257,0.673015,0.67154,0.67257,0.0,
20160313  23:30:00,0.67309,0.673505,0.672,0.67257,0.0,
20160314  00:00:00,0.671885,0.673315,0.67145,0.67309,0.0,
20160314  00:30:00,0.672145,0.67228,0.67106,0.671885,0.0,
20160314  01:00:00,0.67173,0.67271,0.67136,0.672145,0.0,
20160314  01:30:00,0.672815,0.67283,0.671565,0.67173,0.0,
20160314  02:00:00,0.67148,0.672835,0.67132,0.672815,0.0,
20160314  02:30:00,0.671455,0.671655,0.671235,0.67148,0.0,
20160314  03:00:00,0.670855,0.67156,0.670575,0.671455,0.0,
20160314  03:30:00,0.66974,0.671255,0.669475,0.670855,0.0,
20160314  04:00:00,0.671635,0.671885,0.669735,0.66974,0.0,
20160314  04:30:00,0.67054,0.671755,0.670295,0.671635,0.0,
20160314  05:00:00,0.670225,0.670775,0.67015,0.67054,0.0,
20160314  05:30:00,0.66917,0.67047,0.66875,0.670225,0.0,
20160314  06:00:00,0.66976,0.670435,0.669025,0.66917,0.0,
20160314  06:30:00,0.668615,0.66986,0.668155,0.66976,0.0,
20160314  07:00:00,0.668865,0.669015,0.668005,0.668615,0.0,
20160314  07:30:00,0.66891,0.669375,0.66819,0.668865,0.0,
20160314  08:00:00,0.66795,0.66909,0.667945,0.66891,0.0,
20160314  08:30:00,0.668035,0.668355,0.66756,0.66795,0.0,
20160314  09:00:00,0.666375,0.66837,0.6662,0.668035,0.0,
20160314  09:30:00,0.66615,0.66726,0.66572,0.666375,0.0,
20160314  10:00:00,0.66622,0.666355,0.66587,0.666035,0.0,
20160314  10:30:00,0.666485,0.666565,0.665925,0.66622,0.0,
20160314  11:00:00,0.66662,0.666835,0.666165,0.666485,0.0,
20160314  11:30:00,0.666255,0.66671,0.666145,0.66662,0.0,
20160314  12:00:00,0.666505,0.66652,0.666165,0.666255,0.0,
20160314  12:30:00,0.66753,0.667705,0.666325,0.666505,0.0,
20160314  13:00:00,0.66692,0.667675,0.666835,0.66753,0.0,
20160314  13:30:00,0.667025,0.667425,0.666575,0.66692,0.0,
20160314  14:00:00,0.666365,0.667065,0.66604,0.667025,0.0,
20160314  14:30:00,0.666955,0.66703,0.666275,0.666365,0.0,
20160314  15:00:00,0.667525,0.667655,0.666955,0.666955,0.0,
20160314  15:30:00,0.66828,0.668365,0.66752,0.667525,0.0,
