,Open,High,Low,Close,Volume
20160210  16:15:00,1.128795,1.128795,1.12797,1.127995,-1.0
20160210  16:30:00,1.127995,1.128455,1.12765,1.12783,-1.0
20160210  17:00:00,1.12783,1.128295,1.12764,1.128165,-1.0
20160210  17:30:00,1.128165,1.12855,1.12781,1.1284,-1.0
20160210  18:00:00,1.1284,1.12855,1.127405,1.128355,-1.0
20160210  18:30:00,1.128355,1.13094,1.12806,1.130335,-1.0
20160210  19:00:00,1.130335,1.132025,1.130245,1.131275,-1.0
20160210  19:30:00,1.131275,1.131275,1.12995,1.129975,-1.0
20160210  20:00:00,1.129975,1.130175,1.129035,1.12959,-1.0
20160210  20:30:00,1.12959,1.12969,1.128335,1.12848,-1.0
20160210  21:00:00,1.12848,1.128865,1.128,1.12869,-1.0
20160210  21:30:00,1.12869,1.129105,1.12848,1.12877,-1.0
20160210  22:00:00,1.12877,1.129525,1.128665,1.12883,-1.0
20160210  22:30:00,1.12883,1.12961,1.12857,1.12927,-1.0
20160210  23:00:00,1.12927,1.1294,1.128525,1.12914,-1.0
20160210  23:30:00,1.12914,1.129575,1.128485,1.12918,-1.0
20160211  00:00:00,1.12918,1.13083,1.12892,1.13046,-1.0
20160211  00:30:00,1.13046,1.13048,1.128275,1.128385,-1.0
20160211  01:00:00,1.128385,1.129285,1.128015,1.12882,-1.0
20160211  01:30:00,1.12882,1.12898,1.12751,1.12822,-1.0
20160211  02:00:00,1.12822,1.132485,1.12821,1.131305,-1.0
20160211  02:30:00,1.131305,1.135485,1.13064,1.131495,-1.0
20160211  03:00:00,1.131495,1.134325,1.13106,1.13294,-1.0
20160211  03:30:00,1.13294,1.133615,1.131405,1.132495,-1.0
20160211  04:00:00,1.132495,1.133035,1.131625,1.131895,-1.0
20160211  04:30:00,1.131895,1.13195,1.13056,1.131345,-1.0
20160211  05:00:00,1.131345,1.132495,1.13057,1.1309,-1.0
20160211  05:30:00,1.1309,1.133845,1.13074,1.133825,-1.0
20160211  06:00:00,1.133825,1.1347,1.13058,1.132105,-1.0
20160211  06:30:00,1.132105,1.13448,1.131375,1.134345,-1.0
20160211  07:00:00,1.134345,1.136835,1.133205,1.134305,-1.0
20160211  07:30:00,1.134305,1.134305,1.131245,1.13303,-1.0
20160211  08:00:00,1.13303,1.13589,1.13217,1.135745,-1.0
20160211  08:30:00,1.135745,1.136295,1.131175,1.131805,-1.0
20160211  09:00:00,1.131805,1.13363,1.131305,1.13292,-1.0
20160211  09:30:00,1.13292,1.134945,1.132305,1.134265,-1.0
20160211  10:00:00,1.134265,1.13547,1.133655,1.13526,-1.0
20160211  10:30:00,1.13526,1.137675,1.135145,1.136235,-1.0
20160211  11:00:00,1.136235,1.136715,1.134895,1.134975,-1.0
20160211  11:30:00,1.134975,1.13574,1.132595,1.13298,-1.0
20160211  12:00:00,1.13298,1.133495,1.1318,1.133045,-1.0
20160211  12:30:00,1.133045,1.13409,1.132485,1.134035,-1.0
20160211  13:00:00,1.134035,1.134625,1.13339,1.1346,-1.0
20160211  13:30:00,1.1346,1.135575,1.13156,1.13267,-1.0
20160211  14:00:00,1.13267,1.134535,1.13257,1.13314,-1.0
20160211  14:30:00,1.13314,1.133305,1.131795,1.132595,-1.0
20160211  15:00:00,1.132595,1.132595,1.131465,1.13201,-1.0
20160211  15:30:00,1.13201,1.132815,1.131945,1.13233,-1.0
20160211  16:15:00,1.132275,1.132335,1.131885,1.131885,-1.0
20160211  16:30:00,1.131885,1.132115,1.131365,1.13137,-1.0
20160211  17:00:00,1.13137,1.13198,1.131295,1.13171,-1.0
20160211  17:30:00,1.13171,1.131915,1.131435,1.13162,-1.0
20160211  18:00:00,1.13162,1.133395,1.13145,1.13163,-1.0
20160211  18:30:00,1.13163,1.13174,1.13057,1.130855,-1.0
20160211  19:00:00,1.130855,1.131505,1.13068,1.131425,-1.0
20160211  19:30:00,1.131425,1.13154,1.13021,1.130295,-1.0
20160211  20:00:00,1.130295,1.131155,1.13021,1.130625,-1.0
20160211  20:30:00,1.130625,1.131255,1.13048,1.13074,-1.0
20160211  21:00:00,1.13074,1.13123,1.13058,1.131195,-1.0
20160211  21:30:00,1.131195,1.131235,1.12952,1.12964,-1.0
20160211  22:00:00,1.12964,1.130535,1.129595,1.13002,-1.0
20160211  22:30:00,1.13002,1.130085,1.129505,1.129745,-1.0
20160211  23:00:00,1.129745,1.12987,1.129255,1.129705,-1.0
20160211  23:30:00,1.129705,1.13053,1.129415,1.130155,-1.0
20160212  00:00:00,1.130155,1.131265,1.13014,1.13062,-1.0
20160212  00:30:00,1.13062,1.131815,1.13034,1.13138,-1.0
20160212  01:00:00,1.13138,1.13251,1.130805,1.131755,-1.0
