,Open,High,Low,Close,Volume
20151209  16:15:00,1.35665,1.35708,1.35641,1.35674,-1.0
20151209  17:00:00,1.35674,1.357085,1.35669,1.35681,-1.0
20151209  18:00:00,1.35681,1.35692,1.35532,1.355495,-1.0
20151209  19:00:00,1.355495,1.35619,1.35535,1.35599,-1.0
20151209  20:00:00,1.35599,1.35657,1.355765,1.3559,-1.0
20151209  21:00:00,1.3559,1.355965,1.35514,1.355325,-1.0
20151209  22:00:00,1.355325,1.35602,1.354855,1.35594,-1.0
20151209  23:00:00,1.35594,1.356095,1.355215,1.3558,-1.0
20151210  00:00:00,1.3558,1.35627,1.35542,1.35602,-1.0
20151210  01:00:00,1.35602,1.356625,1.354845,1.355895,-1.0
20151210  02:00:00,1.355895,1.356345,1.354775,1.355445,-1.0
20151210  03:00:00,1.355445,1.35621,1.35455,1.35617,-1.0
20151210  04:00:00,1.35617,1.357165,1.35414,1.354445,-1.0
20151210  05:00:00,1.354445,1.355215,1.353265,1.35457,-1.0
20151210  06:00:00,1.35457,1.35555,1.3537,1.353915,-1.0
20151210  07:00:00,1.353915,1.35746,1.353235,1.357135,-1.0
20151210  08:00:00,1.357135,1.358215,1.35586,1.35699,-1.0
20151210  09:00:00,1.35699,1.35914,1.35666,1.35904,-1.0
20151210  10:00:00,1.35904,1.36072,1.358185,1.359945,-1.0
20151210  11:00:00,1.359945,1.362935,1.358915,1.361315,-1.0
20151210  12:00:00,1.361315,1.361765,1.36057,1.361165,-1.0
20151210  13:00:00,1.361165,1.3621,1.36082,1.361965,-1.0
20151210  14:00:00,1.361965,1.363985,1.361715,1.363255,-1.0
20151210  15:00:00,1.363255,1.36339,1.362215,1.36248,-1.0
20151210  16:15:00,1.36282,1.364035,1.36282,1.363595,-1.0
20151210  17:00:00,1.363595,1.3639,1.363175,1.363435,-1.0
20151210  18:00:00,1.363435,1.365265,1.363425,1.364055,-1.0
20151210  19:00:00,1.364055,1.36505,1.363915,1.364505,-1.0
20151210  20:00:00,1.364505,1.365815,1.364315,1.36578,-1.0
20151210  21:00:00,1.36578,1.365945,1.364915,1.365165,-1.0
20151210  22:00:00,1.365165,1.365635,1.36497,1.364975,-1.0
20151210  23:00:00,1.364975,1.36515,1.364585,1.36497,-1.0
20151211  00:00:00,1.36497,1.365035,1.363715,1.363815,-1.0
20151211  01:00:00,1.363815,1.364875,1.363175,1.36421,-1.0
20151211  02:00:00,1.36421,1.36599,1.364165,1.365815,-1.0
20151211  03:00:00,1.365815,1.36702,1.36556,1.366815,-1.0
20151211  04:00:00,1.366815,1.36794,1.36627,1.366475,-1.0
20151211  05:00:00,1.366475,1.36796,1.3663,1.366925,-1.0
20151211  06:00:00,1.366925,1.367365,1.365895,1.366715,-1.0
20151211  07:00:00,1.366715,1.367355,1.36496,1.367055,-1.0
20151211  08:00:00,1.367055,1.371535,1.36556,1.36993,-1.0
20151211  09:00:00,1.36993,1.37115,1.36799,1.370605,-1.0
20151211  10:00:00,1.370605,1.371075,1.368935,1.369655,-1.0
20151211  11:00:00,1.369655,1.374525,1.36961,1.37448,-1.0
20151211  12:00:00,1.37448,1.375785,1.373615,1.37425,-1.0
20151211  13:00:00,1.37425,1.37499,1.37328,1.373485,-1.0
20151211  14:00:00,1.373485,1.37441,1.3731,1.374165,-1.0
20151211  15:00:00,1.374165,1.375775,1.373375,1.375645,-1.0
