,Open,High,Low,Close,Volume
20151209  16:15:00,134.0325,134.033,133.885,133.999,-1.0
20151209  17:00:00,133.999,134.1235,133.9365,134.046,-1.0
20151209  18:00:00,134.046,134.0805,133.823,133.832,-1.0
20151209  19:00:00,133.832,133.871,133.611,133.7845,-1.0
20151209  20:00:00,133.7845,133.87,133.723,133.8675,-1.0
20151209  21:00:00,133.8675,133.9535,133.8405,133.8535,-1.0
20151209  22:00:00,133.8535,133.943,133.849,133.911,-1.0
20151209  23:00:00,133.911,133.961,133.7805,133.8455,-1.0
20151210  00:00:00,133.8455,133.8785,133.6965,133.703,-1.0
20151210  01:00:00,133.703,133.9275,133.682,133.881,-1.0
20151210  02:00:00,133.881,133.89,133.621,133.6995,-1.0
20151210  03:00:00,133.6995,133.72,133.492,133.5395,-1.0
20151210  04:00:00,133.5395,133.5495,133.086,133.118,-1.0
20151210  05:00:00,133.118,133.138,132.926,132.96,-1.0
20151210  06:00:00,132.96,133.0365,132.7745,132.96,-1.0
20151210  07:00:00,132.96,133.098,132.925,133.086,-1.0
20151210  08:00:00,133.086,133.1335,132.954,133.081,-1.0
20151210  09:00:00,133.081,133.1315,132.848,132.8935,-1.0
20151210  10:00:00,132.8935,132.997,132.85,132.959,-1.0
20151210  11:00:00,132.959,132.961,132.829,132.955,-1.0
20151210  12:00:00,132.955,133.04,132.915,132.932,-1.0
20151210  13:00:00,132.932,133.0335,132.904,133.0305,-1.0
20151210  14:00:00,133.0305,133.1085,133.016,133.0715,-1.0
20151210  15:00:00,133.0715,133.0855,132.9945,133.004,-1.0
20151210  16:15:00,133.057,133.1075,133.0315,133.0995,-1.0
20151210  17:00:00,133.0995,133.259,133.042,133.231,-1.0
20151210  18:00:00,133.231,133.449,133.2125,133.354,-1.0
20151210  19:00:00,133.354,133.4985,133.354,133.4805,-1.0
20151210  20:00:00,133.4805,133.509,133.428,133.4325,-1.0
20151210  21:00:00,133.4325,133.617,133.4325,133.555,-1.0
20151210  22:00:00,133.555,133.581,133.4485,133.4815,-1.0
20151210  23:00:00,133.4815,133.5765,133.463,133.506,-1.0
20151211  00:00:00,133.506,133.572,133.4795,133.491,-1.0
20151211  01:00:00,133.491,133.611,133.4,133.538,-1.0
20151211  02:00:00,133.538,133.7855,133.513,133.67,-1.0
20151211  03:00:00,133.67,133.695,133.4075,133.443,-1.0
20151211  04:00:00,133.443,133.4795,133.2205,133.301,-1.0
20151211  05:00:00,133.301,133.339,133.1595,133.1975,-1.0
20151211  06:00:00,133.1975,133.2295,133.0315,133.081,-1.0
20151211  07:00:00,133.081,133.1785,132.9835,133.0875,-1.0
20151211  08:00:00,133.0875,133.361,132.843,133.185,-1.0
20151211  09:00:00,133.185,133.259,132.887,133.0665,-1.0
20151211  10:00:00,133.0665,133.142,132.8835,133.067,-1.0
20151211  11:00:00,133.067,133.082,132.6475,132.8225,-1.0
