Date,Open,High,Low,Close,Volume
2016-05-01 06:20,400.997,400.997,400.997,400.997,0.01
2016-05-01 06:32,400.5,400.5,400.5,400.5,0.01
2016-05-01 06:42,400.998,400.998,400.998,400.998,0.0883797
2016-05-01 06:59,400.998,400.998,400.998,400.998,0.0107982
2016-05-01 07:15,400.998,400.998,400.998,400.998,0.0147316
2016-05-01 07:32,400.998,400.998,400.998,400.998,0.0182793
2016-05-01 07:50,398.5,398.5,398.5,398.5,0.108511
2016-05-01 08:02,399.89,399.89,399.89,399.89,0.0145703
2016-05-01 08:16,399.89,399.89,399.89,399.89,0.01
2016-05-01 08:30,399.89,401.0,398.0,401.0,5.5572732
2016-05-01 08:51,401.99,401.99,401.99,401.99,0.0101087
2016-05-01 08:59,397.704,397.704,397.703,397.703,0.7660238
2016-05-01 09:25,401.966,401.966,401.966,401.966,0.01
2016-05-01 09:40,401.952,401.952,401.952,401.952,0.0162634
2016-05-01 09:47,397.985,397.985,397.854,397.854,5.858158
2016-05-01 10:01,397.864,397.864,397.864,397.864,0.01
2016-05-01 10:16,401.881,401.881,401.881,401.881,0.01
2016-05-01 10:34,397.733,397.733,397.733,397.733,0.01
2016-05-01 11:00,401.77,401.77,401.77,401.77,0.01
2016-05-01 11:22,401.749,401.749,401.749,401.749,0.0233731
2016-05-01 11:38,401.783,401.783,401.783,401.783,0.0122366
2016-05-01 11:54,401.783,401.783,401.783,401.783,0.01
2016-05-01 12:05,401.799,401.799,401.799,401.799,0.01
2016-05-01 12:22,398.995,398.995,398.99,398.99,1.0087768
2016-05-01 12:37,401.5,401.5,401.5,401.5,0.15172
2016-05-01 12:38,401.5,401.5,401.5,401.5,0.3189331
2016-05-01 12:39,401.5,401.5,401.5,401.5,0.0132301
2016-05-01 12:45,401.5,401.5,401.5,401.5,0.06404
2016-05-01 12:46,401.5,401.5,401.5,401.5,0.0112602
2016-05-01 12:51,401.5,401.5,401.5,401.5,0.0493416
2016-05-01 12:56,401.5,401.5,401.5,401.5,0.07743
2016-05-01 12:59,401.5,401.5,401.5,401.5,0.01
2016-05-01 13:00,401.5,401.5,401.5,401.5,0.02563
2016-05-01 13:07,401.5,401.5,401.5,401.5,0.174762
2016-05-01 13:13,401.5,401.5,401.5,401.5,4.075e-05
2016-05-01 13:20,400.856,400.856,400.856,400.856,0.121
2016-05-01 13:21,400.947,400.947,400.947,400.947,1.23089
2016-05-01 13:40,398.99,398.99,398.99,398.99,0.51052
2016-05-01 13:54,400.947,400.947,400.947,400.947,0.548845
2016-05-01 14:07,398.99,398.99,398.99,398.99,1.72785
2016-05-01 14:31,400.947,400.947,400.947,400.947,0.01
2016-05-01 14:49,400.947,400.947,400.947,400.947,0.0110678
2016-05-01 14:54,399.89,399.89,399.89,399.89,0.0120385
2016-05-01 15:03,399.89,399.89,399.89,399.89,0.0125029
2016-05-01 15:04,399.89,399.89,399.89,399.89,0.0159702
2016-05-01 15:13,398.99,398.99,398.99,398.99,0.3466
2016-05-01 15:14,398.99,398.99,398.99,398.99,0.4651
2016-05-01 15:29,399.89,399.89,399.89,399.89,0.0131772
2016-05-01 15:50,399.89,399.89,399.89,399.89,0.01
2016-05-01 16:09,399.89,399.89,399.89,399.89,0.0133996
2016-05-01 16:29,399.89,399.89,399.89,399.89,0.0151876
2016-05-01 16:47,398.99,398.99,398.99,398.99,0.0115508
2016-05-01 17:05,398.99,398.99,398.99,398.99,0.01222
2016-05-01 17:19,400.947,400.947,400.947,400.947,0.0736392
2016-05-01 17:37,398.99,398.99,398.99,398.99,0.01
2016-05-01 18:01,398.99,398.99,398.99,398.99,0.0113762
2016-05-01 18:09,400.947,400.947,400.947,400.947,0.010506
2016-05-01 18:11,398.99,398.99,397.0,397.0,44.7288117
2016-05-01 18:13,397.0,397.0,395.006,395.006,10.1376362
2016-05-01 18:42,400.204,400.204,400.204,400.204,0.01
2016-05-01 18:55,400.197,400.197,400.197,400.197,0.01
2016-05-01 19:17,400.143,400.143,400.143,400.143,0.0137496
2016-05-01 19:40,399.951,399.951,399.951,399.951,0.0137182
2016-05-01 20:08,399.855,399.855,399.855,399.855,0.01
2016-05-01 20:22,399.848,399.848,399.848,399.848,0.0111003
2016-05-01 20:24,399.847,399.847,399.847,399.847,0.2125
2016-05-01 20:35,399.842,399.842,399.842,399.842,0.0145173
2016-05-01 20:55,399.832,399.832,399.832,399.832,0.0120497
2016-05-01 21:07,399.825,399.825,399.825,399.825,0.0160004
