,Open,High,Low,Close,Volume
20151209  16:15:00,0.723275,0.72354,0.72266,0.72286,-1.0
20151209  17:00:00,0.72286,0.723325,0.722175,0.723285,-1.0
20151209  18:00:00,0.723285,0.73335,0.723165,0.732745,-1.0
20151209  19:00:00,0.732745,0.73347,0.730025,0.730085,-1.0
20151209  20:00:00,0.730085,0.73015,0.728885,0.72901,-1.0
20151209  21:00:00,0.72901,0.73,0.728385,0.729595,-1.0
20151209  22:00:00,0.729595,0.72998,0.728465,0.72861,-1.0
20151209  23:00:00,0.72861,0.72935,0.728385,0.72859,-1.0
20151210  00:00:00,0.72859,0.728625,0.72747,0.728325,-1.0
20151210  01:00:00,0.728325,0.729845,0.727765,0.72883,-1.0
20151210  02:00:00,0.72883,0.730115,0.728595,0.729175,-1.0
20151210  03:00:00,0.729175,0.72962,0.728435,0.7286,-1.0
20151210  04:00:00,0.7286,0.7298,0.728115,0.72974,-1.0
20151210  05:00:00,0.72974,0.731125,0.729315,0.7294,-1.0
20151210  06:00:00,0.7294,0.730405,0.728785,0.729595,-1.0
20151210  07:00:00,0.729595,0.730235,0.72841,0.730035,-1.0
20151210  08:00:00,0.730035,0.73106,0.729575,0.730715,-1.0
20151210  09:00:00,0.730715,0.731295,0.729555,0.729565,-1.0
20151210  10:00:00,0.729565,0.730745,0.72932,0.729835,-1.0
20151210  11:00:00,0.729835,0.73042,0.729175,0.72983,-1.0
20151210  12:00:00,0.72983,0.729915,0.728895,0.728915,-1.0
20151210  13:00:00,0.728915,0.729225,0.728715,0.728815,-1.0
20151210  14:00:00,0.728815,0.729065,0.72737,0.727765,-1.0
20151210  15:00:00,0.727765,0.72832,0.72756,0.72807,-1.0
20151210  16:15:00,0.727925,0.728195,0.72593,0.726385,-1.0
20151210  17:00:00,0.726385,0.72718,0.72638,0.727135,-1.0
20151210  18:00:00,0.727135,0.72714,0.72566,0.72637,-1.0
20151210  19:00:00,0.72637,0.726545,0.725105,0.72544,-1.0
20151210  20:00:00,0.72544,0.72582,0.724525,0.72454,-1.0
20151210  21:00:00,0.72454,0.724945,0.724225,0.72485,-1.0
20151210  22:00:00,0.72485,0.72496,0.72361,0.72468,-1.0
20151210  23:00:00,0.72468,0.72527,0.72439,0.724415,-1.0
20151211  00:00:00,0.724415,0.72607,0.724405,0.72573,-1.0
20151211  01:00:00,0.72573,0.726385,0.725015,0.726045,-1.0
20151211  02:00:00,0.726045,0.726045,0.723865,0.723945,-1.0
20151211  03:00:00,0.723945,0.723975,0.722335,0.72242,-1.0
20151211  04:00:00,0.72242,0.722795,0.721425,0.721655,-1.0
20151211  05:00:00,0.721655,0.72218,0.72075,0.721935,-1.0
20151211  06:00:00,0.721935,0.72222,0.72112,0.72115,-1.0
20151211  07:00:00,0.72115,0.722815,0.720915,0.721545,-1.0
20151211  08:00:00,0.721545,0.72188,0.7187,0.719005,-1.0
20151211  09:00:00,0.719005,0.72208,0.71876,0.720765,-1.0
20151211  10:00:00,0.720765,0.721925,0.72053,0.72136,-1.0
20151211  11:00:00,0.72136,0.72137,0.71904,0.71915,-1.0
20151211  12:00:00,0.71915,0.720185,0.71906,0.719765,-1.0
20151211  13:00:00,0.719765,0.72017,0.718775,0.71884,-1.0
20151211  14:00:00,0.71884,0.71926,0.71851,0.71876,-1.0
20151211  15:00:00,0.71876,0.719385,0.718225,0.718225,-1.0
20151213  16:15:00,0.71915,0.71931,0.717975,0.718475,-1.0
20151213  17:00:00,0.718475,0.71858,0.71598,0.71639,-1.0
20151213  18:00:00,0.71639,0.717295,0.71616,0.717125,-1.0
20151213  19:00:00,0.717125,0.71798,0.71663,0.71759,-1.0
20151213  20:00:00,0.71759,0.718435,0.717275,0.71832,-1.0
20151213  21:00:00,0.71832,0.720415,0.71808,0.719595,-1.0
20151213  22:00:00,0.719595,0.720015,0.718875,0.719565,-1.0
20151213  23:00:00,0.719565,0.72018,0.71946,0.71999,-1.0
20151214  00:00:00,0.71999,0.721585,0.71946,0.720865,-1.0
20151214  01:00:00,0.720865,0.721275,0.719875,0.72121,-1.0
20151214  02:00:00,0.72121,0.722295,0.720855,0.72153,-1.0
20151214  03:00:00,0.72153,0.72215,0.720965,0.721775,-1.0
20151214  04:00:00,0.721775,0.721775,0.720855,0.72104,-1.0
20151214  05:00:00,0.72104,0.72214,0.72028,0.7205,-1.0
20151214  06:00:00,0.7205,0.72072,0.719515,0.72008,-1.0
20151214  07:00:00,0.72008,0.724355,0.71992,0.723835,-1.0
20151214  08:00:00,0.723835,0.72432,0.722685,0.7233,-1.0
20151214  09:00:00,0.7233,0.725995,0.72311,0.72385,-1.0
20151214  10:00:00,0.72385,0.725735,0.72353,0.72571,-1.0
20151214  11:00:00,0.72571,0.72699,0.72518,0.725315,-1.0
20151214  12:00:00,0.725315,0.725415,0.724175,0.725105,-1.0
20151214  13:00:00,0.725105,0.7255,0.72425,0.724805,-1.0
20151214  14:00:00,0.724805,0.72483,0.723705,0.72376,-1.0
