permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,22.418,USD,IDEALPRO,1.0,,,1.0,127.375,1000000.0,1000000.0,-22.418,BOT,EUR,JPY,20160330 08:15:25 EST,,0.0,19977.582,-720900.0,127.375,20000.0,-22.418
2,Paper,Paper,22.6556,USD,IDEALPRO,2.0,,,1.0,1.13278,1000000.0,1000000.0,-22.6556,BOT,EUR,USD,20160330 08:15:44 EST,,0.0,19954.9264,-1853680.0,1.13278,20000.0,-22.6556
3,Paper,Paper,28.841,USD,IDEALPRO,3.0,,,1.0,1.44205,1000000.0,1000000.0,-28.841,BOT,GBP,USD,20160330 08:16:41 EST,,0.0,19926.0854,-3295730.0,1.44205,20000.0,-28.841
4,Paper,Paper,19.49557932,USD,IDEALPRO,4.0,,,1.0,0.96303,1000000.0,-1000000.0,-19.49557932,SLD,USD,CHF,20160330 08:16:46 EST,,0.0,19906.5898207,-4270508.966,0.96303,20000.0,-19.49557932
5,Paper,Paper,19.788384,USD,IDEALPRO,5.0,,,1.0,112.434,1000000.0,-1000000.0,-19.788384,SLD,USD,JPY,20160330 08:16:53 EST,,0.0,19886.8014367,-5259928.166,112.434,20000.0,-19.788384
6,Paper,Paper,15.357,USD,IDEALPRO,6.0,,,1.0,0.76785,1000000.0,1000000.0,-15.357,BOT,AUD,USD,20160330 08:16:58 EST,,0.0,19871.4444367,-6027778.166,0.76785,20000.0,-15.357
7,Paper,Paper,19.45138396,USD,IDEALPRO,7.0,,,1.0,1.30127,1000000.0,-1000000.0,-19.45138396,SLD,USD,CAD,20160330 08:17:02 EST,,0.0,19851.9930527,-7000347.364,1.30127,20000.0,-19.45138396
8,Paper,Paper,13.72712,USD,IDEALPRO,8.0,,,1.0,77.995,1000000.0,1000000.0,-13.72712,BOT,NZD,JPY,20160330 08:17:07 EST,,0.0,19838.2659327,-7686703.364,77.995,20000.0,-13.72712
9,Paper,Paper,15.210448,USD,IDEALPRO,9.0,,,1.0,86.423,1000000.0,1000000.0,-15.210448,BOT,CAD,JPY,20160330 08:17:13 EST,,0.0,19823.0554847,-8447225.764,86.423,20000.0,-15.210448
10,Paper,Paper,20.547472,USD,IDEALPRO,10.0,,,1.0,116.747,1000000.0,1000000.0,-20.547472,BOT,CHF,JPY,20160330 08:17:18 EST,,0.0,19802.5080127,-9474599.364,116.747,20000.0,-20.547472
11,Paper,Paper,22.1535951,USD,IDEALPRO,11.0,,,1.0,0.78531,1000000.0,-1000000.0,-22.1535951,SLD,EUR,GBP,20160330 08:17:22 EST,,0.0,19780.3544176,-10582279.119,0.78531,20000.0,-22.1535951
12,Paper,Paper,28.547552,USD,IDEALPRO,12.0,,,1.0,162.202,1000000.0,-1000000.0,-28.547552,SLD,GBP,JPY,20160330 08:17:25 EST,,0.0,19751.8068656,-12009656.719,162.202,20000.0,-28.547552
13,Paper,Paper,22.09571868,USD,IDEALPRO,13.0,,,1.0,1.09147,1000000.0,1000000.0,-22.09571868,BOT,EUR,CHF,20160330 08:17:28 EST,,0.0,19729.7111469,-13114442.653,1.09147,20000.0,-22.09571868
14,Paper,Paper,15.198832,USD,IDEALPRO,14.0,,,1.0,86.357,1000000.0,1000000.0,-15.198832,BOT,AUD,JPY,20160330 08:17:30 EST,,0.0,19714.5123149,-13874384.253,86.357,20000.0,-15.198832
15,Paper,Paper,13.8756,USD,IDEALPRO,15.0,,,1.0,0.69378,1000000.0,1000000.0,-13.8756,BOT,NZD,USD,20160330 08:17:32 EST,,0.0,19700.6367149,-14568164.253,0.69378,20000.0,-13.8756
16,Paper,Paper,15.187216,USD,IDEALPRO,16.0,,,1.0,86.291,2000000.0,-1000000.0,-595.987216,SLD,AUD,JPY,20160330 08:27:34 EST,,-580.8,19104.6494989,-14568164.253,86.291,19419.2,-595.987216
