symbol,open_or_closed,long_or_short,quant_opened,quant_closed,opening_price_VWAP,closing_price_VWAP,PL,PurePL,commission,trade_id,closeVWAP_timestamp,closedWhen,closedWhenUnixTimeStamp,expir,instrument,markToMarket_time,openVWAP_timestamp,openedWhen,qty,balance,margin_available,purebalance
bitstampUSD,open,long,1.0,0.0,422.18,0.0,-1.05545,0.0,1.05545,1540.0,,,,,bitstampUSD,,20160329 00:55:52 EST,20160329 00:55:52 EST,1.0,16212.970175,398205.57,19477.34
bitfinexUSD,open,short,1.0,0.0,424.51,0.0,-1.061275,0.0,1.061275,1541.0,,,,,bitfinexUSD,,20160329 00:57:24 EST,20160329 00:57:24 EST,-1.0,16210.8418,398203.24,19477.34
