permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.2279928,USD,IDEALPRO,1.0,,,1.0,126.5905,100000.0,-100000.0,-2.2279928,SLD,EUR,JPY,20160310 10:41:00 EST,,0.0,19997.7720072,288600.36,126.5905,20000.0,-2.2279928
2,Paper,Paper,4.4510928,USD,IDEALPRO,2.0,,,1.0,126.4515,200000.0,-200000.0,-4.4510928,SLD,EUR,JPY,20160310 10:42:00 EST,,0.0,19993.3209144,66045.72,126.4515,20000.0,-4.4510928
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,113.3645,100000.0,100000.0,-2.0,BOT,USD,JPY,20160310 10:41:00 EST,,0.0,19991.3209144,-33715.04,113.3645,20000.0,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,85.0495,100000.0,100000.0,-2.0,BOT,CAD,JPY,20160310 10:42:00 EST,,0.0,19989.3209144,-108558.6,85.0495,20000.0,-2.0
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,84.7015,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160310 11:23:00 EST,,0.0,19987.3209144,-183095.92,84.8755,20000.0,-2.0
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,84.816,100000.0,100000.0,-54.36,SLD,CAD,JPY,20160310 16:05:00 EST,,-52.36,19932.9609144,-108457.84,84.8755,19947.64,-54.36
7,Paper,Paper,2.2269632,USD,IDEALPRO,7.0,,,1.0,126.532,100000.0,-100000.0,-73.0669632,BOT,EUR,JPY,20160310 17:50:00 EST,,-70.84,19859.8939512,2890.32,126.4515,19876.8,-73.0669632
8,Paper,Paper,4.4515504,USD,IDEALPRO,8.0,,,1.0,126.4645,200000.0,0.0,-27.3315504,BOT,EUR,JPY,20160310 17:50:00 EST,,-22.88,19832.5624008,225467.84,126.4515,19853.92,-27.3315504
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,84.854,100000.0,0.0,-20.92,SLD,CAD,JPY,20160310 17:50:00 EST,,-18.92,19811.6424008,300139.36,84.8755,19835.0,-20.92
10,Paper,Paper,4.448928,USD,IDEALPRO,10.0,,,1.0,126.39,200000.0,-200000.0,-4.448928,SLD,EUR,JPY,20160310 18:00:00 EST,,0.0,19807.1934728,77692.96,126.39,19835.0,-4.448928
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,84.675,100000.0,100000.0,-2.0,BOT,CAD,JPY,20160310 18:00:00 EST,,0.0,19805.1934728,3178.96,84.675,19835.0,-2.0
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,113.193,200000.0,-100000.0,-152.92,SLD,USD,JPY,20160310 18:50:00 EST,,-150.92,19652.2734728,3178.96,113.193,19684.08,-152.92
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,84.7735,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160310 18:50:00 EST,,0.0,19650.2734728,-71421.72,84.72425,19684.08,-2.0
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,113.193,100000.0,0.0,-2.0,BOT,USD,JPY,20160310 19:05:00 EST,,0.0,19648.2734728,28188.12,113.193,19684.08,-2.0
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,84.75,100000.0,100000.0,20.66,SLD,CAD,JPY,20160310 19:05:00 EST,,22.66,19668.9334728,102768.12,84.72425,19706.74,20.66
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,113.193,100000.0,-100000.0,-2.0,SLD,USD,JPY,20160310 19:11:00 EST,,0.0,19666.9334728,3158.28,113.193,19706.74,-2.0
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,84.974,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160310 19:11:00 EST,,0.0,19664.9334728,-71618.84,84.849125,19706.74,-2.0
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,113.193,100000.0,0.0,-2.0,BOT,USD,JPY,20160310 19:13:00 EST,,0.0,19662.9334728,27991.0,113.193,19706.74,-2.0
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,84.9965,100000.0,100000.0,127.69,SLD,CAD,JPY,20160310 19:13:00 EST,,129.69,19790.6234728,102787.92,84.849125,19836.43,127.69
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,113.193,100000.0,-100000.0,-2.0,SLD,USD,JPY,20160310 19:21:00 EST,,0.0,19788.6234728,3178.08,113.193,19836.43,-2.0
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,85.4385,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160310 19:21:00 EST,,0.0,19786.6234728,-72007.8,85.1438125,19836.43,-2.0
22,Paper,Paper,2.0,USD,IDEALPRO,22.0,,,1.0,113.193,100000.0,0.0,-2.0,BOT,USD,JPY,20160310 19:23:00 EST,,0.0,19784.6234728,27602.04,113.193,19836.43,-2.0
23,Paper,Paper,2.0,USD,IDEALPRO,23.0,,,1.0,85.4685,100000.0,100000.0,283.725,SLD,CAD,JPY,20160310 19:23:00 EST,,285.725,20068.3484728,102814.32,85.1438125,20122.155,283.725
24,Paper,Paper,2.002088,USD,IDEALPRO,24.0,,,1.0,113.755,100000.0,-100000.0,-2.002088,SLD,USD,JPY,20160313 18:00:00 EST,,0.0,20066.3463848,2709.92,113.755,20122.155,-2.002088
25,Paper,Paper,2.0,USD,IDEALPRO,25.0,,,1.0,86.149,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160313 18:00:00 EST,,0.0,20064.3463848,-73101.2,85.64640625,20122.155,-2.0
26,Paper,Paper,2.0,USD,IDEALPRO,26.0,,,1.0,113.599,100000.0,0.0,135.28,BOT,USD,JPY,20160313 21:00:00 EST,,137.28,20199.6263848,26865.92,113.755,20259.435,135.28
27,Paper,Paper,2.0,USD,IDEALPRO,27.0,,,1.0,85.733,100000.0,100000.0,74.2025,SLD,CAD,JPY,20160313 21:00:00 EST,,76.2025,20273.8288848,102310.96,85.64640625,20335.6375,74.2025
28,Paper,Paper,2.0,USD,IDEALPRO,28.0,,,1.0,113.6085,100000.0,-100000.0,-2.0,SLD,USD,JPY,20160313 21:06:00 EST,,0.0,20271.8288848,2335.48,113.6085,20335.6375,-2.0
29,Paper,Paper,2.0,USD,IDEALPRO,29.0,,,1.0,85.736,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160313 21:06:00 EST,,0.0,20269.8288848,-73112.2,85.691203125,20335.6375,-2.0
30,Paper,Paper,2.0012432,USD,IDEALPRO,30.0,,,1.0,113.707,100000.0,0.0,-88.6812432,BOT,USD,JPY,20160313 21:08:00 EST,,-86.68,20181.1476416,26949.96,113.6085,20248.9575,-88.6812432
31,Paper,Paper,2.0,USD,IDEALPRO,31.0,,,1.0,85.826,100000.0,100000.0,116.62125,SLD,CAD,JPY,20160313 21:08:00 EST,,118.62125,20297.7688916,102476.84,85.691203125,20367.57875,116.62125
32,Paper,Paper,2.0010672,USD,IDEALPRO,32.0,,,1.0,113.697,100000.0,-100000.0,-2.0010672,SLD,USD,JPY,20160313 21:09:00 EST,,0.0,20295.7678244,2423.48,113.697,20367.57875,-2.0010672
33,Paper,Paper,2.0,USD,IDEALPRO,33.0,,,1.0,85.8045,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160313 21:09:00 EST,,0.0,20293.7678244,-73084.48,85.7478515625,20367.57875,-2.0
34,Paper,Paper,2.0001696,USD,IDEALPRO,34.0,,,1.0,113.646,100000.0,0.0,42.8798304,BOT,USD,JPY,20160313 21:11:00 EST,,44.88,20336.6476548,26924.0,113.697,20412.45875,42.8798304
35,Paper,Paper,2.0,USD,IDEALPRO,35.0,,,1.0,85.7575,100000.0,100000.0,6.49062499999,SLD,CAD,JPY,20160313 21:11:00 EST,,8.49062499999,20343.1382798,102390.6,85.7478515625,20420.949375,6.49062499999
36,Paper,Paper,2.0008384,USD,IDEALPRO,36.0,,,1.0,113.684,100000.0,-100000.0,-2.0008384,SLD,USD,JPY,20160313 21:14:00 EST,,0.0,20341.1374414,2348.68,113.684,20420.949375,-2.0008384
37,Paper,Paper,2.0,USD,IDEALPRO,37.0,,,1.0,85.585,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160313 21:14:00 EST,,0.0,20339.1374414,-72966.12,85.6664257812,20420.949375,-2.0
38,Paper,Paper,2.00134,USD,IDEALPRO,38.0,,,1.0,113.7125,100000.0,0.0,-27.08134,BOT,USD,JPY,20160313 21:20:00 EST,,-25.08,20312.0561014,27100.88,113.684,20395.869375,-27.08134
39,Paper,Paper,2.0,USD,IDEALPRO,39.0,,,1.0,85.5655,100000.0,100000.0,-90.814687456,SLD,CAD,JPY,20160313 21:20:00 EST,,-88.814687456,20221.2414139,102398.52,85.6664257812,20307.0546875,-90.814687456
40,Paper,Paper,2.0058808,USD,IDEALPRO,40.0,,,1.0,113.9705,100000.0,-100000.0,-2.0058808,SLD,USD,JPY,20160313 21:21:00 EST,,0.0,20219.2355331,2104.48,113.9705,20307.0546875,-2.0058808
41,Paper,Paper,2.0,USD,IDEALPRO,41.0,,,1.0,85.523,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160313 21:21:00 EST,,0.0,20217.2355331,-73155.76,85.5947128906,20307.0546875,-2.0
42,Paper,Paper,2.0025896,USD,IDEALPRO,42.0,,,1.0,113.7835,100000.0,0.0,162.5574104,BOT,USD,JPY,20160313 21:22:00 EST,,164.56,20379.7929435,26973.72,113.9705,20471.6146875,162.5574104
43,Paper,Paper,2.0,USD,IDEALPRO,43.0,,,1.0,85.649,100000.0,100000.0,45.772656272,SLD,CAD,JPY,20160313 21:22:00 EST,,47.772656272,20425.5655998,102344.84,85.5947128906,20519.3873438,45.772656272
44,Paper,Paper,2.0024752,USD,IDEALPRO,44.0,,,1.0,113.777,100000.0,-100000.0,-2.0024752,SLD,USD,JPY,20160314 02:38:00 EST,,0.0,20423.5631246,2221.08,113.777,20519.3873438,-2.0024752
45,Paper,Paper,2.0,USD,IDEALPRO,45.0,,,1.0,85.7705,100000.0,200000.0,-2.0,BOT,CAD,JPY,20160314 02:38:00 EST,,0.0,20421.5631246,-73256.96,85.6826064453,20519.3873438,-2.0
46,Paper,Paper,2.0030912,USD,IDEALPRO,46.0,,,1.0,113.812,100000.0,0.0,-32.8030912,BOT,USD,JPY,20160314 05:37:00 EST,,-30.8,20388.7600334,26897.6,113.777,20488.5873438,-32.8030912
47,Paper,Paper,2.0,USD,IDEALPRO,47.0,,,1.0,85.497,100000.0,100000.0,-165.333671864,SLD,CAD,JPY,20160314 05:37:00 EST,,-163.333671864,20223.4263615,102134.96,85.6826064453,20325.2536719,-165.333671864
