permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,113.8,50000.0,-50000.0,-2.0,SLD,USD,JPY,20160314  00:48:10,,0.0,19998.0,349928.0,113.8,20000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.11615,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  00:56:22,,0.0,19996.0,294120.5,1.11615,20000.0,-2.0
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.11615,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  00:56:25,,0.0,19994.0,238313.0,1.11615,20000.0,-2.0
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,1.1163,50000.0,50000.0,5.5,SLD,EUR,USD,20160314  00:59:08,,7.5,19999.5,294128.0,1.11615,20007.5,5.5
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,1.1163,50000.0,0.0,5.5,SLD,EUR,USD,20160314  00:59:13,,7.5,20005.0,349943.0,1.11615,20015.0,5.5
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,1.1161,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:02:08,,0.0,20003.0,294138.0,1.1161,20015.0,-2.0
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.11615,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:02:13,,0.0,20001.0,238330.5,1.116125,20015.0,-2.0
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,1.11595,50000.0,50000.0,-10.75,SLD,EUR,USD,20160314  01:05:13,,-8.75,19990.25,294128.0,1.116125,20006.25,-10.75
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,1.11595,50000.0,0.0,-10.75,SLD,EUR,USD,20160314  01:05:16,,-8.75,19979.5,349925.5,1.116125,19997.5,-10.75
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,1.11588,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:08:27,,0.0,19977.5,294131.5,1.11588,19997.5,-2.0
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,1.11585,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:08:30,,0.0,19975.5,238339.0,1.115865,19997.5,-2.0
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.1159,50000.0,50000.0,-0.25,SLD,EUR,USD,20160314  01:11:54,,1.75,19975.25,294134.0,1.115865,19999.25,-0.25
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,1.1159,50000.0,0.0,-0.25,SLD,EUR,USD,20160314  01:11:54,,1.75,19975.0,349929.0,1.115865,20001.0,-0.25
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,0.7588,50000.0,-50000.0,-2.0,SLD,AUD,USD,20160314  01:12:02,,0.0,19973.0,311989.0,0.7588,20001.0,-2.0
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,1.11625,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:15:17,,0.0,19971.0,256176.5,1.11625,20001.0,-2.0
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,1.11625,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:15:21,,0.0,19969.0,200364.0,1.11625,20001.0,-2.0
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,1.11625,50000.0,50000.0,-2.0,SLD,EUR,USD,20160314  01:18:09,,0.0,19967.0,256176.5,1.11625,20001.0,-2.0
18,Paper,Paper,2.0,USD,IDEALPRO,18.0,,,1.0,1.11625,50000.0,0.0,-2.0,SLD,EUR,USD,20160314  01:18:12,,0.0,19965.0,311989.0,1.11625,20001.0,-2.0
19,Paper,Paper,2.0,USD,IDEALPRO,19.0,,,1.0,1.1165,50000.0,50000.0,-2.0,BOT,EUR,USD,20160314  01:21:18,,0.0,19963.0,256164.0,1.1165,20001.0,-2.0
20,Paper,Paper,2.0,USD,IDEALPRO,20.0,,,1.0,1.1165,50000.0,100000.0,-2.0,BOT,EUR,USD,20160314  01:21:21,,0.0,19961.0,200339.0,1.1165,20001.0,-2.0
21,Paper,Paper,2.0,USD,IDEALPRO,21.0,,,1.0,1.11635,50000.0,50000.0,-9.5,SLD,EUR,USD,20160314  01:24:34,,-7.5,19951.5,256156.5,1.1165,19993.5,-9.5
22,Paper,Paper,2.0,USD,IDEALPRO,22.0,,,1.0,1.11635,50000.0,0.0,-9.5,SLD,EUR,USD,20160314  01:24:34,,-7.5,19942.0,311974.0,1.1165,19986.0,-9.5
