permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,22.423632,USD,IDEALPRO,1.0,,,1.0,127.407,1000000.0,1000000.0,-22.423632,BOT,EUR,JPY,20160330 08:15:49 EST,,0.0,19977.576368,-721181.6,127.407,20000.0,-22.423632
2,Paper,Paper,22.6576,USD,IDEALPRO,2.0,,,1.0,1.13288,1000000.0,1000000.0,-22.6576,BOT,EUR,USD,20160330 08:16:41 EST,,0.0,19954.918768,-1854061.6,1.13288,20000.0,-22.6576
3,Paper,Paper,28.8458,USD,IDEALPRO,3.0,,,1.0,1.44229,1000000.0,1000000.0,-28.8458,BOT,GBP,USD,20160330 08:16:47 EST,,0.0,19926.072968,-3296351.6,1.44229,20000.0,-28.8458
4,Paper,Paper,15.3564,USD,IDEALPRO,4.0,,,1.0,0.76782,1000000.0,1000000.0,-15.3564,BOT,AUD,USD,20160330 08:16:55 EST,,0.0,19910.716568,-4064171.6,0.76782,20000.0,-15.3564
5,Paper,Paper,19.45123448,USD,IDEALPRO,5.0,,,1.0,1.30126,1000000.0,-1000000.0,-19.45123448,SLD,USD,CAD,20160330 08:17:00 EST,,0.0,19891.2653335,-5036733.324,1.30126,20000.0,-19.45123448
6,Paper,Paper,13.726944,USD,IDEALPRO,6.0,,,1.0,77.994,1000000.0,1000000.0,-13.726944,BOT,NZD,JPY,20160330 08:17:04 EST,,0.0,19877.5383895,-5723080.524,77.994,20000.0,-13.726944
7,Paper,Paper,15.20904,USD,IDEALPRO,7.0,,,1.0,86.415,1000000.0,1000000.0,-15.20904,BOT,CAD,JPY,20160330 08:17:09 EST,,0.0,19862.3293495,-6483532.524,86.415,20000.0,-15.20904
8,Paper,Paper,20.549584,USD,IDEALPRO,8.0,,,1.0,116.759,1000000.0,1000000.0,-20.549584,BOT,CHF,JPY,20160330 08:17:15 EST,,0.0,19841.7797655,-7511011.724,116.759,20000.0,-20.549584
9,Paper,Paper,22.0943016,USD,IDEALPRO,9.0,,,1.0,1.0914,1000000.0,1000000.0,-22.0943016,BOT,EUR,CHF,20160330 08:17:20 EST,,0.0,19819.6854639,-8615726.804,1.0914,20000.0,-22.0943016
10,Paper,Paper,15.198832,USD,IDEALPRO,10.0,,,1.0,86.357,1000000.0,1000000.0,-15.198832,BOT,AUD,JPY,20160330 08:17:24 EST,,0.0,19804.4866319,-9375668.404,86.357,20000.0,-15.198832
11,Paper,Paper,13.8748,USD,IDEALPRO,11.0,,,1.0,0.69374,1000000.0,1000000.0,-13.8748,BOT,NZD,USD,20160330 08:17:28 EST,,0.0,19790.6118319,-10069408.404,0.69374,20000.0,-13.8748
12,Paper,Paper,15.223472,USD,IDEALPRO,12.0,,,1.0,86.497,1000000.0,0.0,706.376528,SLD,CAD,JPY,20160330 08:19:36 EST,,721.6,20496.9883599,-9308234.804,86.415,20721.6,706.376528
13,Paper,Paper,15.238608,USD,IDEALPRO,13.0,,,1.0,86.583,1000000.0,1000000.0,-15.238608,BOT,CAD,JPY,20160330 08:21:55 EST,,0.0,20481.7497519,-10070165.204,86.583,20721.6,-15.238608
14,Paper,Paper,15.193376,USD,IDEALPRO,14.0,,,1.0,86.326,2000000.0,-1000000.0,-287.993376,SLD,AUD,JPY,20160330 08:26:19 EST,,-272.8,20193.7563759,-10070165.204,86.326,20448.8,-287.993376
