permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,1.42725,10000.0,-10000.0,-2.0,SLD,GBP,USD,20160322 07:04:30 EST,,0.0,19998.0,385727.5,1.42725,20000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,1.41967,20000.0,10000.0,73.8,BOT,GBP,USD,20160322 14:23:23 EST,,75.8,20071.8,385727.5,1.41967,20075.8,73.8
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,1.41989,20000.0,-10000.0,0.200000000001,SLD,GBP,USD,20160322 14:33:55 EST,,2.2,20072.0,385727.5,1.41989,20078.0,0.200000000001
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,1.42164,20000.0,10000.0,-19.5,BOT,GBP,USD,20160322 18:52:20 EST,,-17.5,20052.5,385727.5,1.42164,20060.5,-19.5
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,1.42158,20000.0,-10000.0,-2.6,SLD,GBP,USD,20160322 19:05:20 EST,,-0.599999999999,20049.9,385727.5,1.42158,20059.9,-2.6
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,1.42194,20000.0,10000.0,-5.6,BOT,GBP,USD,20160322 19:36:21 EST,,-3.6,20044.3,385727.5,1.42194,20056.3,-5.6
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,1.42211,20000.0,-10000.0,-0.3,SLD,GBP,USD,20160322 19:48:08 EST,,1.7,20044.0,385727.5,1.42211,20058.0,-0.3
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,1.42167,20000.0,10000.0,2.4,BOT,GBP,USD,20160322 20:12:30 EST,,4.4,20046.4,385727.5,1.42167,20062.4,2.4
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,1.4214,20000.0,-10000.0,-4.7,SLD,GBP,USD,20160322 20:32:05 EST,,-2.7,20041.7,385727.5,1.4214,20059.7,-4.7
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,1.42251,20000.0,10000.0,-13.1,BOT,GBP,USD,20160322 20:56:55 EST,,-11.1,20028.6,385727.5,1.42251,20048.6,-13.1
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,1.42203,20000.0,-10000.0,-6.8,SLD,GBP,USD,20160322 21:08:05 EST,,-4.8,20021.8,385727.5,1.42203,20043.8,-6.8
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,1.42117,20000.0,10000.0,6.6,BOT,GBP,USD,20160322 21:40:44 EST,,8.6,20028.4,385727.5,1.42117,20052.4,6.6
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,1.421,20000.0,-10000.0,-3.7,SLD,GBP,USD,20160322 21:55:01 EST,,-1.7,20024.7,385727.5,1.421,20050.7,-3.7
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,1.41801,20000.0,10000.0,27.9,BOT,GBP,USD,20160323 04:54:08 EST,,29.9,20052.6,385727.5,1.41801,20080.6,27.9
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,1.41629,20000.0,-10000.0,-19.2,SLD,GBP,USD,20160323 05:14:16 EST,,-17.2,20033.4,385727.5,1.41629,20063.4,-19.2
