permid,account,clientid,commission,commission_currency,exchange,execid,expiry,level_0,orderid,price,qty,openqty,realized_PnL,side,symbol,symbol_currency,times,yield_redemption_date,PurePL,balance,margin_available,openprice,purebalance,real_pnl
1,Paper,Paper,2.0,USD,IDEALPRO,1.0,,,1.0,111.691,10000.0,10000.0,-2.0,BOT,USD,JPY,20160322 07:04:31 EST,,0.0,19998.0,390171.192,111.691,20000.0,-2.0
2,Paper,Paper,2.0,USD,IDEALPRO,2.0,,,1.0,111.666,20000.0,-10000.0,-4.2,SLD,USD,JPY,20160322 07:23:16 EST,,-2.2,19993.8,390171.192,111.666,19997.8,-4.2
3,Paper,Paper,2.0,USD,IDEALPRO,3.0,,,1.0,111.77,20000.0,10000.0,-11.152,BOT,USD,JPY,20160322 07:33:33 EST,,-9.152,19982.648,390171.192,111.77,19988.648,-11.152
4,Paper,Paper,2.0,USD,IDEALPRO,4.0,,,1.0,111.747,20000.0,-10000.0,-4.024,SLD,USD,JPY,20160322 07:44:54 EST,,-2.024,19978.624,390171.192,111.747,19986.624,-4.024
5,Paper,Paper,2.0,USD,IDEALPRO,5.0,,,1.0,111.698,20000.0,10000.0,2.312,BOT,USD,JPY,20160322 08:00:40 EST,,4.312,19980.936,390171.192,111.698,19990.936,2.312
6,Paper,Paper,2.0,USD,IDEALPRO,6.0,,,1.0,111.684,20000.0,-10000.0,-3.232,SLD,USD,JPY,20160322 10:00:27 EST,,-1.232,19977.704,390171.192,111.684,19989.704,-3.232
7,Paper,Paper,2.0,USD,IDEALPRO,7.0,,,1.0,111.664,20000.0,10000.0,-0.24,BOT,USD,JPY,20160322 10:08:43 EST,,1.76,19977.464,390171.192,111.664,19991.464,-0.24
8,Paper,Paper,2.0,USD,IDEALPRO,8.0,,,1.0,111.639,20000.0,-10000.0,-4.2,SLD,USD,JPY,20160322 10:19:01 EST,,-2.2,19973.264,390171.192,111.639,19989.264,-4.2
9,Paper,Paper,2.0,USD,IDEALPRO,9.0,,,1.0,111.607,20000.0,10000.0,0.816,BOT,USD,JPY,20160322 10:28:40 EST,,2.816,19974.08,390171.192,111.607,19992.08,0.816
10,Paper,Paper,2.0,USD,IDEALPRO,10.0,,,1.0,112.447,20000.0,-10000.0,71.92,SLD,USD,JPY,20160323 00:43:56 EST,,73.92,20046.0,390171.192,112.447,20066.0,71.92
11,Paper,Paper,2.0,USD,IDEALPRO,11.0,,,1.0,112.443,20000.0,10000.0,-1.648,BOT,USD,JPY,20160323 00:53:00 EST,,0.352,20044.352,390171.192,112.443,20066.352,-1.648
12,Paper,Paper,2.0,USD,IDEALPRO,12.0,,,1.0,112.355,20000.0,-10000.0,-9.744,SLD,USD,JPY,20160323 02:45:20 EST,,-7.744,20034.608,390171.192,112.355,20058.608,-9.744
13,Paper,Paper,2.0,USD,IDEALPRO,13.0,,,1.0,112.361,20000.0,10000.0,-2.528,BOT,USD,JPY,20160323 03:01:28 EST,,-0.528,20032.08,390171.192,112.361,20058.08,-2.528
14,Paper,Paper,2.0,USD,IDEALPRO,14.0,,,1.0,112.288,20000.0,-10000.0,-8.424,SLD,USD,JPY,20160323 03:20:56 EST,,-6.424,20023.656,390171.192,112.288,20051.656,-8.424
15,Paper,Paper,2.0,USD,IDEALPRO,15.0,,,1.0,112.336,20000.0,10000.0,-6.224,BOT,USD,JPY,20160323 03:31:49 EST,,-4.224,20017.432,390171.192,112.336,20047.432,-6.224
16,Paper,Paper,2.0,USD,IDEALPRO,16.0,,,1.0,112.387,20000.0,-10000.0,2.488,SLD,USD,JPY,20160323 03:42:11 EST,,4.488,20019.92,390171.192,112.387,20051.92,2.488
17,Paper,Paper,2.0,USD,IDEALPRO,17.0,,,1.0,112.477,20000.0,10000.0,-9.92,BOT,USD,JPY,20160323 04:42:49 EST,,-7.92,20010.0,390171.192,112.477,20044.0,-9.92
