,gainAhead,safef,signals,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-25 16:30:00,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-25 16:31:00,9.4779060106e-06,1,1,0.0,1.0,1.0,1.0,0.0,0.0
2016-03-25 16:32:00,2.28445405758e-05,1,1,9.4779060106e-06,2.0,1.00000947791,1.00000947791,0.0,0.0
2016-03-25 16:33:00,8.62838592704e-06,1,1,2.28447570943e-05,3.0,1.00003232266,1.00003232266,0.0,0.0
2016-03-25 16:34:00,-8.37455425465e-05,1,1,8.62866481945e-06,4.0,1.00004095133,1.00004095133,0.0,0.0
2016-03-25 16:35:00,0.000100414401049,1,1,-8.37489720376e-05,5.0,0.999957202356,1.00004095133,8.37455425465e-05,8.37455425465e-05
2016-03-25 16:36:00,6.77009418896e-06,1,1,0.000100410103549,6.0,1.00005761246,1.00005761246,0.0,8.37455425465e-05
2016-03-25 16:37:00,-6.25799245178e-06,1,1,6.77048423074e-06,7.0,1.00006438294,1.00006438294,0.0,8.37455425465e-05
2016-03-25 16:38:00,1.12180595796e-05,1,1,-6.25839535976e-06,8.0,1.00005812455,1.00006438294,6.25799245175e-06,8.37455425465e-05
2016-03-25 16:39:00,9.15203820211e-06,1,1,1.12187116243e-05,9.0,1.00006934326,1.00006934326,0.0,8.37455425465e-05
2016-03-25 16:44:00,3.7997201732e-05,1,1,9.15267283427e-06,10.0,1.00007849593,1.00007849593,0.0,8.37455425465e-05
2016-03-25 16:46:00,-5.47102680064e-05,1,1,3.80001843578e-05,11.0,1.00011649612,1.00011649612,0.0,8.37455425465e-05
2016-03-25 16:48:00,5.92463765677e-05,1,1,-5.47166415402e-05,12.0,1.00006177948,1.00011649612,5.47102680063e-05,8.37455425465e-05
2016-03-25 16:50:00,-3.5975982695e-05,1,1,5.92500367778e-05,13.0,1.00012102951,1.00012102951,0.0,8.37455425465e-05
2016-03-27 19:00:00,0.00015489475867,1,1,-3.59803368506e-05,14.0,1.00008504918,1.00012102951,3.5975982695e-05,8.37455425465e-05
2016-03-27 19:01:00,-9.08783356465e-06,1,1,0.000154907932341,15.0,1.00023995711,1.00023995711,0.0,8.37455425465e-05
2016-03-27 19:02:00,5.62728586101e-06,1,1,-9.09001425491e-06,16.0,1.00023086709,1.00023995711,9.08783356461e-06,8.37455425465e-05
