,signals,gainAhead,safef,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-04-17 18:30:00,-1.0,-0.000400332479517,1.0,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-04-17 19:00:00,-1.0,0.000448008905874,1.0,40.0324472867,0.0,1.0,100038.032447,100038.032447,0.0,0.0
2016-04-17 19:30:00,-1.0,0.00240188079479,1.0,-44.8179294625,0.0,2.0,99993.2145178,100038.032447,0.000448008905874,0.000448008905874
2016-04-17 21:00:00,-1.0,-0.000812245961615,1.0,-240.17178156,0.0,3.0,99753.0427363,100038.032447,0.00284881363668,0.00284881363668
2016-04-17 21:30:00,-1.0,-0.00210000779035,2.0,81.0240061213,2.0,4.0,99832.0667424,100038.032447,0.00205887400884,0.00284881363668
2016-04-17 22:00:00,1.0,0.00021383694763,1.0,419.296235772,6.02,5.0,100245.342978,100245.342978,0.0,0.00284881363668
2016-04-17 22:30:00,1.0,-0.000576896972988,1.0,21.4361581566,0.0,6.0,100266.779136,100266.779136,0.0,0.00284881363668
2016-04-17 23:00:00,1.0,-0.000889613255917,1.0,-57.843601375,0.0,7.0,100208.935535,100266.779136,0.000576896972988,0.00284881363668
2016-04-17 23:30:00,1.0,-0.000207308121041,1.0,-89.1471974132,0.0,8.0,100119.788338,100266.779136,0.00146599701371,0.00284881363668
2016-04-18 00:00:00,1.0,-0.000730827670835,1.0,-20.7556451992,0.0,9.0,100099.032692,100266.779136,0.00167300122166,0.00284881363668
2016-04-18 00:30:00,1.0,0.00106472725294,1.0,-73.1551429154,0.0,10.0,100025.877549,100266.779136,0.00240260621691,0.00284881363668
2016-04-18 01:00:00,1.0,-0.000482525443023,1.0,106.500277826,0.0,11.0,100132.377827,100266.779136,0.0013404370843,0.00284881363668
2016-04-18 01:30:00,1.0,0.00071733816545,1.0,-48.316419972,0.0,12.0,100084.061407,100266.779136,0.00182231573232,0.00284881363668
2016-04-18 02:00:00,1.0,6.79453990762e-06,1.0,71.7941170007,0.0,13.0,100155.855524,100266.779136,0.00110628478349,0.00284881363668
2016-04-18 02:30:00,1.0,0.000580929214964,1.0,0.680512957342,0.0,14.0,100156.536037,100266.779136,0.00109949776028,0.00284881363668
2016-04-18 03:00:00,1.0,0.002251066965,1.0,58.1838578537,0.0,15.0,100214.719895,100266.779136,0.000519207275689,0.00284881363668
2016-04-18 03:30:00,1.0,-0.00100951929266,2.0,225.590045362,2.01,16.0,100438.29994,100438.29994,0.0,0.00284881363668
2016-04-18 04:00:00,1.0,-0.002841718324,1.0,-202.788803023,2.0,17.0,100233.511137,100438.29994,0.00203895130787,0.00284881363668
2016-04-18 04:30:00,1.0,0.00045569861318,1.0,-284.835405278,0.0,18.0,99948.6757321,100438.29994,0.00487487550657,0.00487487550657
2016-04-18 05:00:00,1.0,-0.00123390484996,1.0,45.5464729203,0.0,19.0,99994.2222051,100438.29994,0.0044213983674,0.00487487550657
2016-04-18 05:30:00,1.0,-0.000136135454777,1.0,-123.383355747,0.0,20.0,99870.8388493,100438.29994,0.00564984763247,0.00564984763247
2016-04-18 06:00:00,1.0,-0.00138877069966,1.0,-13.5959620658,0.0,21.0,99857.2428872,100438.29994,0.00578521394267,0.00578521394267
2016-04-18 06:30:00,1.0,-0.00137025056497,1.0,-138.678813071,0.0,22.0,99718.5640742,100438.29994,0.00716595030672,0.00716595030672
2016-04-18 07:00:00,-1.0,0.00161105896408,2.0,-136.639418761,2.0,23.0,99579.9246554,100438.29994,0.00854629444678,0.00854629444678
2016-04-18 07:30:00,-1.0,-0.000221505075874,1.0,-320.858260516,2.0,24.0,99257.0663949,100438.29994,0.0117607879289,0.0117607879289
2016-04-18 08:00:00,-1.0,0.000180651846398,1.0,21.9859440228,0.0,25.0,99279.0523389,100438.29994,0.0115418879273,0.0117607879289
2016-04-18 08:30:00,-1.0,-0.000797450883501,1.0,-17.9349441137,0.0,26.0,99261.1173948,100438.29994,0.0117204547103,0.0117607879289
2016-04-18 09:00:00,-1.0,-0.000719642838872,1.0,79.1558657637,0.0,27.0,99340.2732606,100438.29994,0.0109323503138,0.0117607879289
2016-04-18 09:30:00,-1.0,0.000447114235981,1.0,71.4895162635,0.0,28.0,99411.7627768,100438.29994,0.0102205748625,0.0117607879289
2016-04-18 10:00:00,-1.0,-0.00019787050399,1.0,-44.4484143615,0.0,29.0,99367.3143625,100438.29994,0.010663119334,0.0117607879289
