,gainAhead,safef,signals,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-28 07:36:00,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-28 07:37:00,1.23258686468e-06,1,1,0.0,1.0,1.0,1.0,0.0,0.0
2016-03-28 07:38:00,4.24936978841e-05,1,1,1.23258686468e-06,2.0,1.00000123259,1.00000123259,0.0,0.0
2016-03-28 07:39:00,-2.58555524571e-05,1,1,4.24937502613e-05,3.0,1.00004372634,1.00004372634,0.0,0.0
2016-03-28 07:40:00,2.90565571427e-05,1,1,-2.58566830257e-05,4.0,1.00001786965,1.00004372634,2.58555524572e-05,2.58555524572e-05
2016-03-28 07:41:00,-3.7988264325e-05,1,1,2.90570763733e-05,5.0,1.00004692673,1.00004692673,0.0,2.58555524572e-05
2016-03-28 07:42:00,2.61195487195e-05,1,1,-3.799004699e-05,6.0,1.00000893668,1.00004692673,3.7988264325e-05,3.7988264325e-05
2016-03-28 07:43:00,1.38871746753e-05,1,1,2.61197821416e-05,7.0,1.00003505647,1.00004692673,1.18697078418e-05,3.7988264325e-05
2016-03-28 07:44:00,3.81891152912e-05,1,1,1.38876615105e-05,8.0,1.00004894413,1.00004894413,0.0,3.7988264325e-05
2016-03-28 07:45:00,4.56873915864e-05,1,1,3.81909844241e-05,9.0,1.00008713511,1.00008713511,0.0,3.7988264325e-05
2016-03-28 07:46:00,-1.03421792704e-06,1,1,4.56913725624e-05,10.0,1.00013282648,1.00013282648,0.0,3.7988264325e-05
2016-03-28 07:47:00,3.25952579102e-05,1,1,-1.03435529857e-06,11.0,1.00013179213,1.00013282648,1.03421792699e-06,3.7988264325e-05
2016-03-28 07:48:00,1.23488325554e-05,1,1,3.25995537086e-05,12.0,1.00016439168,1.00016439168,0.0,3.7988264325e-05
2016-03-28 07:49:00,2.04444477961e-05,1,1,1.23508626008e-05,13.0,1.00017674255,1.00017674255,0.0,3.7988264325e-05
2016-03-28 07:51:00,-7.31800168144e-05,1,1,2.04480611998e-05,14.0,1.00019719061,1.00019719061,0.0,3.7988264325e-05
2016-03-28 07:52:00,-1.80806813327e-05,1,1,-7.31944472263e-05,15.0,1.00012399616,1.00019719061,7.31800168144e-05,7.31800168144e-05
2016-03-28 07:53:00,2.05904480188e-05,1,1,-1.80829232677e-05,16.0,1.00010591324,1.00019719061,9.12593750025e-05,9.12593750025e-05
2016-03-28 07:54:00,2.56944847389e-05,1,1,2.05926288198e-05,17.0,1.00012650586,1.00019719061,7.06708060552e-05,9.12593750025e-05
2016-03-28 07:55:00,-1.53976941567e-05,1,1,2.56977352419e-05,18.0,1.0001522036,1.00019719061,4.49781371662e-05,9.12593750025e-05
2016-03-28 07:56:00,-1.43660310865e-05,1,1,-1.54000377412e-05,19.0,1.00013680356,1.00019719061,6.03751387633e-05,9.12593750025e-05
2016-03-28 07:57:00,2.77349954552e-05,1,1,-1.43679964107e-05,20.0,1.00012243557,1.00019719061,7.47403024986e-05,9.12593750025e-05
2016-03-28 07:59:00,-1.9218231555e-05,1,1,2.7738391205e-05,21.0,1.00015017396,1.00019719061,4.70073799654e-05,9.12593750025e-05
2016-03-28 08:00:00,-1.93760577215e-06,1,1,-1.92211176329e-05,22.0,1.00013095284,1.00019719061,6.62247081216e-05,9.12593750025e-05
2016-03-28 08:01:00,-3.13311207732e-05,1,1,-1.93785950712e-06,23.0,1.00012901498,1.00019719061,6.81621855764e-05,9.12593750025e-05
2016-03-28 08:02:00,-4.80612832386e-06,1,1,-3.13351629571e-05,24.0,1.00009767982,1.00019719061,9.94911707518e-05,9.94911707518e-05
2016-03-28 08:03:00,-1.92655547102e-05,1,1,-4.80659778559e-06,25.0,1.00009287322,1.00019719061,0.000104296820908,0.000104296820908
2016-03-28 08:04:00,-3.22555328752e-06,1,1,-1.92673439643e-05,26.0,1.00007360588,1.00019719061,0.000123560366282,0.000123560366282
2016-03-28 08:05:00,-3.42554577631e-05,1,1,-3.2257907072e-06,27.0,1.00007038008,1.00019719061,0.000126785521019,0.000126785521019
2016-03-28 08:06:00,2.87231750514e-06,1,1,-3.42578686651e-05,28.0,1.00003612222,1.00019719061,0.000161036635687,0.000161036635687
2016-03-28 08:07:00,5.22147147873e-06,1,1,2.87242125961e-06,29.0,1.00003899464,1.00019719061,0.00015816478073,0.000161036635687
2016-03-28 08:08:00,6.06055179464e-06,1,1,5.22167508812e-06,30.0,1.00004421631,1.00019719061,0.000152944135104,0.000161036635687
2016-03-28 08:09:00,-2.87690162042e-05,1,1,6.06081976988e-06,31.0,1.00005027713,1.00019719061,0.000146884510235,0.000161036635687
2016-03-28 08:10:00,9.53188432064e-06,1,1,-2.87704626278e-05,32.0,1.00002150667,1.00019719061,0.000175649300717,0.000175649300717
2016-03-28 08:11:00,-1.4960896726e-05,1,1,9.53208931972e-06,33.0,1.00003103876,1.00019719061,0.000166119090665,0.000175649300717
2016-03-28 08:12:00,-1.04313228095e-05,1,1,-1.49613610936e-05,34.0,1.0000160774,1.00019719061,0.0001810775021,0.0001810775021
2016-03-28 08:13:00,-1.19631113317e-05,1,1,-1.0431490518e-05,35.0,1.00000564591,1.00019719061,0.000191506936032,0.000191506936032
2016-03-28 08:14:00,4.66736910313e-06,1,1,-1.19631788743e-05,36.0,0.999993682728,1.00019719061,0.000203467756345,0.000203467756345
