,signals,gainAhead,safef,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-25 03:43:00,-1.0,0.000179117921004,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-25 03:44:00,-1.0,-0.000184202581906,0.0,-0.0,1.0,1.0,1.0,0.0,0.0
2016-03-25 03:45:00,-1.0,1.53530432293e-05,0.0,0.0,2.0,1.0,1.0,0.0,0.0
2016-03-25 03:46:00,-1.0,0.000235409715256,0.0,-0.0,3.0,1.0,1.0,0.0,0.0
2016-03-25 03:47:00,-1.0,-3.58147863904e-05,0.0,-0.0,4.0,1.0,1.0,0.0,0.0
2016-03-25 03:48:00,-1.0,1.02331626101e-05,0.0,0.0,5.0,1.0,1.0,0.0,0.0
2016-03-25 03:49:00,-1.0,-0.000107447107882,0.0,-0.0,6.0,1.0,1.0,0.0,0.0
2016-03-25 03:50:00,-1.0,1.53512362862e-05,0.0,0.0,7.0,1.0,1.0,0.0,0.0
2016-03-25 03:51:00,-1.0,1.02340004195e-05,1.87994175334,-0.0,8.0,1.0,1.0,0.0,0.0
2016-03-25 03:52:00,-1.0,3.58186349005e-05,1.87994175334,-1.92393246924e-05,9.0,0.999980760675,1.0,1.92393246924e-05,1.92393246924e-05
2016-03-25 03:53:00,-1.0,8.69849976463e-05,1.87994175334,-6.73356517798e-05,10.0,0.999913425024,1.0,8.65749764721e-05,8.65749764721e-05
2016-03-25 03:54:00,-1.0,5.11631952453e-06,1.87994175334,-0.000163512571667,11.0,0.999749912452,1.0,0.000250087548139,0.000250087548139
2016-03-25 03:55:00,-1.0,-3.58140534346e-05,1.87994175334,-9.61597725985e-06,12.0,0.999740296475,1.0,0.000259703525399,0.000259703525399
2016-03-25 03:56:00,-1.0,7.16306722538e-05,1.87994175334,6.73108490022e-05,13.0,0.999807607324,1.0,0.000192392676396,0.000259703525399
2016-03-25 03:57:00,-1.0,0.0,1.87994175334,-0.000134635583705,14.0,0.99967297174,1.0,0.000327028260101,0.000327028260101
2016-03-25 03:58:00,-1.0,-4.60449910723e-05,1.87994175334,-0.0,15.0,0.99967297174,1.0,0.000327028260101,0.000327028260101
2016-03-25 03:59:00,-1.0,-3.58144199087e-05,1.87994175334,8.65335930611e-05,16.0,0.999759505333,1.0,0.00024049466704,0.000327028260101
2016-03-25 04:00:00,-1.0,0.000271176034178,1.87994175334,6.7312831087e-05,17.0,0.999826818164,1.0,0.000173181835953,0.000327028260101
2016-03-25 04:01:00,-1.0,5.11514184303e-06,1.87994175334,-0.000509706861897,18.0,0.999317111302,1.0,0.00068288869785,0.00068288869785
2016-03-25 04:02:00,-1.0,-1.02302313567e-05,1.87994175334,-9.60960195203e-06,19.0,0.9993075017,1.0,0.000692498299802,0.000692498299802
2016-03-25 04:03:00,-1.0,2.04606720307e-05,1.87994175334,1.9218920781e-05,20.0,0.999326720621,1.0,0.000673279379021,0.000692498299802
2016-03-25 04:04:00,-1.0,-2.55753167504e-05,1.87994175334,-3.8438974047e-05,21.0,0.999288281647,1.0,0.000711718353068,0.000711718353068
2016-03-25 04:05:00,-1.0,1.53455825185e-05,1.87994175334,4.80458863202e-05,22.0,0.999336327533,1.0,0.000663672466748,0.000711718353068
2016-03-25 04:06:00,-1.0,-1.02302313567e-05,1.87994175334,-2.88296551508e-05,23.0,0.999307497878,1.0,0.000692502121899,0.000711718353068
2016-03-25 04:07:00,-1.0,-5.11516800784e-06,1.87994175334,1.92189207075e-05,24.0,0.999326716799,1.0,0.000673283201192,0.000711718353068
2016-03-25 04:08:00,0.0,-1.02303883454e-05,0.0,9.60974347531e-06,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:09:00,0.0,2.04609860148e-05,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:10:00,0.0,0.000664968439575,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:11:00,0.0,4.08939415625e-05,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:12:00,0.0,-0.000214684413911,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:13:00,0.0,-3.0675787601e-05,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:14:00,0.0,-4.09023048448e-05,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:15:00,0.0,4.60169751509e-05,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:16:00,0.0,-3.5789333756e-05,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:17:00,0.0,-0.000117597733943,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
2016-03-25 04:18:00,0.0,4.09083703639e-05,0.0,0.0,25.0,0.999336326542,1.0,0.000663673457716,0.000711718353068
