,gainAhead,safef,signals,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-25 16:30:00,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-25 16:31:00,1.66934535592e-05,1,1,0.0,1.0,1.0,1.0,0.0,0.0
2016-03-25 16:32:00,-2.36874805266e-05,1,1,1.66934535592e-05,2.0,1.00001669345,1.00001669345,0.0,0.0
2016-03-25 16:33:00,9.9728023173e-07,1,1,-2.36878759524e-05,3.0,0.999993005578,1.00001669345,2.36874805266e-05,2.36874805266e-05
2016-03-25 16:34:00,2.70351796357e-06,1,1,9.97273256331e-07,4.0,0.999994002851,1.00001669345,2.26902239179e-05,2.36874805266e-05
2016-03-25 16:35:00,4.63174249822e-05,1,1,2.70350175017e-06,5.0,0.999996706353,1.00001669345,1.99867672978e-05,2.36874805266e-05
2016-03-25 16:36:00,-2.010406668e-05,1,1,4.63172724289e-05,6.0,1.00004302363,1.00004302363,0.0,2.36874805266e-05
2016-03-25 16:37:00,-4.06987408249e-06,1,1,-2.01049316298e-05,7.0,1.00002291869,1.00004302363,2.01040666799e-05,2.36874805266e-05
2016-03-25 16:38:00,-3.72216833986e-06,1,1,-4.06996735869e-06,8.0,1.00001884873,1.00004302363,2.41738589414e-05,2.41738589414e-05
2016-03-25 16:39:00,4.48495489831e-06,1,1,-3.72223849799e-06,9.0,1.00001512649,1.00004302363,2.78959373022e-05,2.78959373022e-05
2016-03-25 16:44:00,-5.71145248216e-05,1,1,4.48502273992e-06,10.0,1.00001961151,1.00004302363,2.34111075159e-05,2.78959373022e-05
2016-03-25 16:46:00,-0.00010025144722,1,1,-5.71156449237e-05,11.0,0.999962495865,1.00004302363,8.05242952232e-05,8.05242952232e-05
2016-03-25 16:48:00,5.91173366104e-05,1,1,-0.000100247687376,12.0,0.999862248178,1.00004302363,0.000180767669766,0.000180767669766
2016-03-25 16:50:00,-3.51882154859e-05,1,1,5.91091930895e-05,13.0,0.999921357371,1.00004302363,0.000121661019659,0.000180767669766
2016-03-25 16:51:00,-4.54610232483e-05,1,1,-3.51854481921e-05,14.0,0.999886171923,1.00004302363,0.00015684495411,0.000180767669766
