,signals,gainAhead,safef,safef,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-21 07:22:00,-1.0,0.000132710087441,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-21 07:23:00,-1.0,0.000309615781559,0.0,0.0,-0.0,1.0,1.0,1.0,0.0,0.0
2016-03-21 07:24:00,-1.0,-0.00012528188424,0.0,0.0,-0.0,2.0,1.0,1.0,0.0,0.0
2016-03-21 07:25:00,-1.0,2.94817839428e-05,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0
2016-03-21 07:26:00,-1.0,-2.21106860947e-05,1.73095627996,1.73095627996,-0.0,4.0,1.0,1.0,0.0,0.0
2016-03-21 07:27:00,-1.0,-5.89631333008e-05,1.73095627996,1.73095627996,3.82726309499e-05,5.0,1.00003827263,1.00003827263,0.0,0.0
2016-03-21 07:28:00,-1.0,-0.000162158177932,1.73095627996,1.73095627996,0.000102066512078,6.0,1.00014033914,1.00014033914,0.0,0.0
2016-03-21 07:29:00,-1.0,0.000346485020052,1.73095627996,1.73095627996,0.000280728108052,7.0,1.00042106725,1.00042106725,0.0,0.0
2016-03-21 07:30:00,-1.0,-1.47389365858e-05,1.73095627996,1.73095627996,-0.000600002956632,8.0,0.999821064294,1.00042106725,0.000599750421371,0.000599750421371
2016-03-21 07:31:00,-1.0,0.000162130692077,1.73095627996,1.73095627996,2.55078897541e-05,9.0,0.999846572184,1.00042106725,0.000574253267634,0.000599750421371
2016-03-21 07:32:00,-1.0,2.94735290866e-05,1.73095627996,1.73095627996,-0.000280598081468,10.0,0.999565974103,1.00042106725,0.000854733248167,0.000854733248167
2016-03-21 07:33:00,-1.0,-2.94726604232e-05,1.73095627996,1.73095627996,-5.09952473964e-05,11.0,0.999514978855,1.00042106725,0.000905707032172,0.000905707032172
2016-03-21 07:34:00,-1.0,0.000110525734075,1.73095627996,1.73095627996,5.0991142863e-05,12.0,0.999565969998,1.00042106725,0.000854737350973,0.000905707032172
2016-03-21 07:35:00,-1.0,-9.57783835556e-05,1.73095627996,1.73095627996,-0.000191232176952,13.0,0.999374737821,1.00042106725,0.00104588904021,0.00104588904021
