,signals,gainAhead,safef,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-04-13 22:30:00,1.0,-3.10162473443e-05,1.0,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-04-13 23:00:00,1.0,-0.000532462094385,1.0,-3.10156270194,0.0,1.0,99994.8984373,100000.0,5.10156270194e-05,5.10156270194e-05
2016-04-13 23:30:00,1.0,-5.17228894475e-05,1.0,-53.2434930498,0.0,2.0,99941.6549442,100000.0,0.000583450557517,0.000583450557517
2016-04-14 00:00:00,1.0,0.000118968799139,1.0,-5.16927116988,0.0,3.0,99936.4856731,100000.0,0.000635143269216,0.000635143269216
2016-04-14 00:30:00,1.0,0.000134470470802,1.0,11.8893236907,0.0,4.0,99948.3749968,100000.0,0.000516250032309,0.000635143269216
2016-04-14 01:00:00,1.0,6.2054949658e-05,1.0,13.4401050417,0.0,5.0,99961.8151018,100000.0,0.000381848981892,0.000635143269216
2016-04-14 01:30:00,1.0,0.000522263417257,1.0,6.20312540386,0.0,6.0,99968.0182272,100000.0,0.000319817727853,0.000635143269216
2016-04-14 02:00:00,1.0,-0.0008165796682,1.0,52.2096388158,0.0,7.0,100020.227866,100020.227866,0.0,0.000635143269216
2016-04-14 02:30:00,1.0,0.000600004137959,1.0,-81.6744844841,0.0,8.0,99938.5533815,100020.227866,0.0008165796682,0.0008165796682
2016-04-14 03:00:00,1.0,-0.000511765435673,1.0,59.9635455706,0.0,9.0,99998.5169271,100020.227866,0.00021706548142,0.0008165796682
2016-04-14 03:30:00,1.0,0.00110163486752,1.0,-51.1757845818,0.0,10.0,99947.3411425,100020.227866,0.000728719830482,0.0008165796682
2016-04-14 04:00:00,1.0,-0.00058895857658,1.0,110.105475918,0.0,11.0,100057.446618,100057.446618,0.0,0.0008165796682
2016-04-14 04:30:00,1.0,-3.61854348455e-05,1.0,-58.9296913367,0.0,12.0,99998.5169271,100057.446618,0.00058895857658,0.0008165796682
2016-04-14 05:00:00,1.0,-0.0011889930263,1.0,-3.61848981892,0.0,13.0,99994.8984373,100057.446618,0.000625122699704,0.0008165796682
2016-04-14 05:30:00,1.0,6.72839538124e-05,1.0,-118.893236907,0.0,14.0,99876.0052004,100057.446618,0.00181337245947,0.00181337245947
2016-04-14 06:00:00,1.0,0.00105059412909,1.0,6.72005252087,0.0,15.0,99882.7252529,100057.446618,0.00174621051653,0.00181337245947
2016-04-14 06:30:00,1.0,-0.000884054449482,1.0,104.936204749,0.0,16.0,99987.6614577,100057.446618,0.00069745094595,0.00181337245947
2016-04-14 07:00:00,1.0,-0.000724427702115,1.0,-88.394537005,0.0,17.0,99899.2669207,100057.446618,0.00158088881082,0.00181337245947
2016-04-14 07:30:00,1.0,-0.000139812340769,1.0,-72.3697963783,0.0,18.0,99826.8971243,100057.446618,0.00230417127329,0.00230417127329
2016-04-14 08:00:00,1.0,0.000517895892568,1.0,-13.9570321587,0.0,19.0,99812.9400921,100057.446618,0.00244366146248,0.00244366146248
2016-04-14 08:30:00,1.0,0.000926553789294,1.0,51.6927116988,0.0,20.0,99864.6328038,100057.446618,0.00192703113214,0.00244366146248
2016-04-14 09:00:00,1.0,-0.00174279094783,1.0,92.5299539409,0.0,21.0,99957.1627578,100057.446618,0.00100226284085,0.00244366146248
2016-04-14 09:30:00,1.0,0.00189088799208,1.0,-174.204438425,0.0,22.0,99782.9583193,100057.446618,0.00274330705407,0.00274330705407
2016-04-14 10:00:00,1.0,-0.00161327018139,1.0,188.678397701,0.0,23.0,99971.636717,100057.446618,0.000857606348354,0.00274330705407
2016-04-14 10:30:00,1.0,0.00116011684034,1.0,-161.2812605,0.0,24.0,99810.3554565,100057.446618,0.00246949297899,0.00274330705407
2016-04-14 11:00:00,1.0,0.000775963746974,1.0,115.791674205,0.0,25.0,99926.1471307,100057.446618,0.00131224103905,0.00274330705407
2016-04-14 11:30:00,1.0,0.000470386337086,1.0,77.5390675482,0.0,26.0,100003.686198,100057.446618,0.000537295543547,0.00274330705407
2016-04-14 12:00:00,1.0,-0.00103849671143,1.0,47.0403676459,0.0,27.0,100050.726566,100057.446618,6.71619429435e-05,0.00274330705407
2016-04-14 12:30:00,1.0,-0.000667190764838,1.0,-103.902350515,0.0,28.0,99946.8242154,100057.446618,0.00110558890691,0.00274330705407
2016-04-14 13:00:00,1.0,0.00092640992863,1.0,-66.6835980915,0.0,29.0,99880.1406173,100057.446618,0.00177204203304,0.00274330705407
2016-04-14 13:30:00,1.0,-0.000511897744547,1.0,92.5299539409,0.0,30.0,99972.6705713,100057.446618,0.000847273741747,0.00274330705407
2016-04-14 14:00:00,1.0,-0.000217279965235,1.0,-51.1757845818,0.0,31.0,99921.4947867,100057.446618,0.00135873776878,0.00274330705407
2016-04-14 14:30:00,1.0,0.000564015792442,1.0,-21.7109389135,0.0,32.0,99899.7838478,100057.446618,0.00157572250752,0.00274330705407
2016-04-14 15:00:00,1.0,-1.03430799622e-05,1.0,56.3450557517,0.0,33.0,99956.1289035,100057.446618,0.00101259544745,0.00274330705407
2016-04-14 15:30:00,1.0,-0.000124118243313,1.0,-1.03385423396,0.0,34.0,99955.0950493,100057.446618,0.00102292805406,0.00274330705407
2016-04-14 16:00:00,1.0,0.000853418847626,1.0,-12.4062508077,0.0,35.0,99942.6887985,100057.446618,0.00114691933334,0.00274330705407
2016-04-14 16:30:00,1.0,-0.000501279036717,1.0,85.292974303,0.0,36.0,100027.981773,100057.446618,0.00029447928829,0.00274330705407
2016-04-14 17:00:00,1.0,-0.000160282925215,1.0,-50.1419303478,0.0,37.0,99977.8398424,100057.446618,0.000795610708714,0.00274330705407
2016-04-14 17:30:00,1.0,4.13699664387e-05,1.0,-16.0247406266,0.0,38.0,99961.8151018,100057.446618,0.000955766111117,0.00274330705407
2016-04-14 18:00:00,1.0,-0.000170644052021,1.0,4.13541693591,0.0,39.0,99965.9505187,100057.446618,0.00091443568469,0.00274330705407
2016-04-14 18:30:00,1.0,0.000175845090819,1.0,-17.0585948606,0.0,40.0,99948.8919239,100057.446618,0.0010849236937,0.00274330705407
2016-04-14 19:00:00,1.0,-0.000387825385498,1.0,17.5755219776,0.0,41.0,99966.4674459,100057.446618,0.000909269381387,0.00274330705407
2016-04-14 19:30:00,1.0,9.31142045721e-05,1.0,-38.7695337741,0.0,42.0,99927.6979121,100057.446618,0.00129674212914,0.00274330705407
2016-04-14 20:00:00,1.0,-0.000108623124312,1.0,9.3046881058,0.0,43.0,99937.0026002,100057.446618,0.00120374866968,0.00274330705407
2016-04-14 20:30:00,1.0,0.000967368137894,1.0,-10.8554694568,0.0,44.0,99926.1471307,100057.446618,0.00131224103905,0.00274330705407
2016-04-14 21:00:00,1.0,0.000103361843975,1.0,96.6653708768,0.0,45.0,100022.812502,100057.446618,0.000346142321324,0.00274330705407
2016-04-14 21:30:00,1.0,-0.000191199648606,1.0,10.3385423398,0.0,46.0,100033.151044,100057.446618,0.000242816255257,0.00274330705407
2016-04-14 22:00:00,1.0,0.000248090222144,1.0,-19.1263033286,0.0,47.0,100014.024741,100057.446618,0.000433969477481,0.00274330705407
2016-04-14 22:30:00,1.0,3.10035860817e-05,1.0,24.8125016154,0.0,48.0,100038.837242,100057.446618,0.000185986918921,0.00274330705407
2016-04-14 23:00:00,1.0,-0.000237686790815,1.0,3.10156270195,0.0,49.0,100041.938805,100057.446618,0.0001549890991,0.00274330705407
2016-04-14 23:30:00,1.0,0.000134376647406,1.0,-23.7786473815,0.0,50.0,100018.160158,100057.446618,0.000392639051054,0.00274330705407
2016-04-15 00:00:00,1.0,-0.000366902310968,1.0,13.4401050417,0.0,51.0,100031.600263,100057.446618,0.000258315165167,0.00274330705407
2016-04-15 00:30:00,1.0,0.000382545582374,1.0,-36.7018253062,0.0,52.0,99994.8984373,100057.446618,0.000625122699704,0.00274330705407
2016-04-15 01:00:00,1.0,-4.6508022634e-05,1.0,38.2526066571,0.0,53.0,100033.151044,100057.446618,0.000242816255257,0.00274330705407
2016-04-15 01:30:00,1.0,-0.000273893315969,1.0,-4.6523440529,0.0,54.0,100028.4987,100057.446618,0.000289312984987,0.00274330705407
