,gainAhead,safef,signals,trade,commission,numBars,equity,maxEquity,drawdown,maxDD
2016-05-02 08:00:00,0.0,1,1,0.0,2.0,0.0,99998.0,100000.0,0.0,0.0
2016-05-02 08:30:00,-0.000177864594697,1,1,0.0,0.0,1.0,99998.0,100000.0,2e-05,2e-05
2016-05-02 09:00:00,-0.000797975706343,1,1,-17.7861037406,0.0,2.0,99980.2138963,100000.0,0.000197861037406,0.000197861037406
2016-05-02 09:30:00,-0.00010411490687,1,1,-79.7817818042,0.0,3.0,99900.4321145,100000.0,0.000995678855447,0.000995678855447
2016-05-02 10:00:00,0.000669465155407,1,1,-10.4011241858,0.0,4.0,99890.0309903,100000.0,0.00109969009731,0.00109969009731
2016-05-02 10:30:00,5.24226860004e-05,1,1,66.8728951205,0.0,5.0,99956.9038854,100000.0,0.000430961146101,0.00109969009731
2016-05-02 11:00:00,0.000483873424725,1,1,5.24000938596,0.0,6.0,99962.1438948,100000.0,0.000378561052241,0.00109969009731
2016-05-02 11:30:00,-0.000390261112194,1,1,48.3690249092,0.0,7.0,100010.51292,100010.51292,0.0,0.00109969009731
2016-05-02 12:00:00,-0.000281593465873,1,1,-39.0302140032,0.0,8.0,99971.4827057,100010.51292,0.000390261112194,0.00109969009731
2016-05-02 12:30:00,-0.00058534893869,1,1,-28.1513163036,0.0,9.0,99943.3313894,100010.51292,0.000671744683088,0.00109969009731
2016-05-02 13:00:00,5.26687835953e-05,1,1,-58.5017229579,0.0,10.0,99884.8296664,100010.51292,0.00125670041674,0.00125670041674
2016-05-02 13:30:00,0.000141204886662,1,1,5.26081247816,0.0,11.0,99890.0904789,100010.51292,0.00120409782203,0.00125670041674
2016-05-02 14:00:00,0.000183235920157,1,1,14.1049689047,0.0,12.0,99904.1954478,100010.51292,0.00106306295986,0.00125670041674
2016-05-02 14:30:00,-0.000766655484068,1,1,18.3060371804,0.0,13.0,99922.501485,100010.51292,0.000880021831025,0.00125670041674
2016-05-02 15:00:00,0.000313967686059,1,1,-76.6061337452,0.0,14.0,99845.8953512,100010.51292,0.00164600264153,0.00164600264153
2016-05-02 15:30:00,-0.000497533072287,1,1,31.348384726,0.0,15.0,99877.243736,100010.51292,0.00133255174711,0.00164600264153
2016-05-02 16:00:00,-8.26417738171e-05,1,1,-49.6922319275,0.0,16.0,99827.551504,100010.51292,0.00182942183083,0.00182942183083
2016-05-02 16:30:00,0.000102921960903,1,1,-8.24992593212,0.0,17.0,99819.3015781,100010.51292,0.00191191241799,0.00191191241799
2016-05-02 17:00:00,0.000227959484485,1,1,10.2735982544,0.0,18.0,99829.5751764,100010.51292,0.00180918723486,0.00191191241799
2016-05-02 17:30:00,-4.01976772265e-05,1,1,22.7570984936,0.0,19.0,99852.3322749,100010.51292,0.00158164017176,0.00191191241799
2016-05-02 18:00:00,8.11104510167e-05,1,1,-4.0138318231,0.0,20.0,99848.318443,100010.51292,0.00162177427073,0.00191191241799
2016-05-02 18:30:00,-0.00026493891083,1,1,8.09874214217,0.0,21.0,99856.4171852,100010.51292,0.00154079536255,0.00191191241799
2016-05-02 19:00:00,6.03291697074e-05,1,1,-26.4558504084,0.0,22.0,99829.9613348,100010.51292,0.00180532605674,0.00191191241799
2016-05-02 19:30:00,0.000462224517293,1,1,6.02265867925,0.0,23.0,99835.9839934,100010.51292,0.00174510580085,0.00191191241799
2016-05-02 20:00:00,-0.000323185579703,1,1,46.1466395098,0.0,24.0,99882.130633,100010.51292,0.00128368791425,0.00191191241799
2016-05-02 20:30:00,-0.000110948773139,1,1,-32.2804642906,0.0,25.0,99849.8501687,100010.51292,0.00160645862453,0.00191191241799
2016-05-02 21:00:00,2.79678461974e-05,1,1,-11.0782183744,0.0,26.0,99838.7719503,100010.51292,0.00171722916305,0.00191191241799
2016-05-02 21:30:00,-5.40201118959e-05,1,1,2.79227541844,0.0,27.0,99841.5642257,100010.51292,0.00168930934406,0.00191191241799
2016-05-02 22:00:00,6.44657620985e-05,1,1,-5.39345247134,0.0,28.0,99836.1707732,100010.51292,0.00174323819927,0.00191191241799
2016-05-02 22:30:00,0.000826964986068,1,1,6.43601483389,0.0,29.0,99842.6067881,100010.51292,0.00167888481635,0.00191191241799
2016-05-02 23:00:00,0.000805487748282,1,1,82.5663399315,0.0,30.0,99925.173128,100010.51292,0.000853308209243,0.00191191241799
2016-05-02 23:30:00,-0.000257966559753,1,1,80.4885026996,0.0,31.0,100005.661631,100010.51292,4.85077902687e-05,0.00191191241799
2016-05-03 00:00:00,-2.60154610642e-05,1,1,-25.7981164867,0.0,32.0,99979.8635142,100010.51292,0.000306461836633,0.00191191241799
2016-05-03 00:30:00,0.000297543031472,1,1,-2.60102224646,0.0,33.0,99977.262492,100010.51292,0.000332469324952,0.00191191241799
2016-05-03 01:00:00,3.93914499754e-05,1,1,29.7475377602,0.0,34.0,100007.01003,100010.51292,3.50252174101e-05,0.00191191241799
2016-05-03 01:30:00,-0.00919633877704,1,1,3.93942113277,0.0,35.0,100010.949451,100010.949451,0.0,0.00191191241799
2016-05-03 02:00:00,-8.58594183328e-06,1,1,-919.734572564,0.0,36.0,99091.2148783,100010.949451,0.00919633877704,0.00919633877704
2016-05-03 02:30:00,0.000498788483125,1,1,-0.850791407134,0.0,37.0,99090.3640869,100010.949451,0.00920484575965,0.00920484575965
2016-05-03 03:00:00,6.25277266362e-05,1,1,49.4251323952,0.0,38.0,99139.7892193,100010.949451,0.00871064854758,0.00920484575965
2016-05-03 03:30:00,-1.97585049395e-05,1,1,6.19898563908,0.0,39.0,99145.9882049,100010.949451,0.00864866547799,0.00920484575965
2016-05-05 01:30:00,-0.0032152699062,1,1,-1.95897649767,0.0,40.0,99144.0292284,100010.949451,0.00866825309823,0.00920484575965
2016-05-05 02:00:00,0.000224864040431,1,1,-318.774813557,0.0,41.0,98825.2544149,100010.949451,0.0118556522311,0.0118556522311
2016-05-05 02:30:00,4.69218780851e-06,1,1,22.2222460044,0.0,42.0,98847.4766609,100010.949451,0.0116334541005,0.0118556522311
2016-05-05 03:00:00,-4.59730942859e-05,1,1,0.46381092489,0.0,43.0,98847.9404718,100010.949451,0.0116288164991,0.0118556522311
2016-05-05 03:30:00,-0.000445378541207,1,1,-4.54434568728,0.0,44.0,98843.3961261,100010.949451,0.0116742549807,0.0118556522311
2016-05-05 04:00:00,-9.4842564817e-05,1,1,-44.0227275746,0.0,45.0,98799.3733985,100010.949451,0.0121144340592,0.0121144340592
2016-05-05 04:30:00,0.000219225249184,1,1,-9.37038597543,0.0,46.0,98790.0030126,100010.949451,0.0122081276601,0.0122081276601
2016-05-05 05:00:00,-0.000334973409683,1,1,21.6572630273,0.0,47.0,98811.6602756,100010.949451,0.0119915787407,0.0122081276601
2016-05-05 05:30:00,0.000215600282226,1,1,-33.0992787589,0.0,48.0,98778.5609968,100010.949451,0.0123225352904,0.0123225352904
2016-05-05 06:00:00,0.000143276188211,1,1,21.2966856288,0.0,49.0,98799.8576825,100010.949451,0.0121095917502,0.0123225352904
2016-05-05 06:30:00,-6.60513737185e-05,1,1,14.1556670045,0.0,50.0,98814.0133495,100010.949451,0.0119680505782,0.0123225352904
2016-05-05 07:00:00,-0.000114688781483,1,1,-6.52680132437,0.0,51.0,98807.4865481,100010.949451,0.0120333114457,0.0123225352904
2016-05-05 07:30:00,-9.48158606698e-05,1,1,-11.3321102336,0.0,52.0,98796.1544379,100010.949451,0.0121466201414,0.0123225352904
2016-05-05 08:30:00,0.000106162610427,1,1,-9.3674424139,0.0,53.0,98786.7869955,100010.949451,0.0122402843098,0.0123225352904
2016-05-05 09:00:00,0.000231712257076,1,1,10.4874631832,0.0,54.0,98797.2744587,100010.949451,0.0121354211599,0.0123225352904
2016-05-05 09:30:00,0.000216345431987,1,1,22.8925394578,0.0,55.0,98820.1669981,100010.949451,0.0119065208286,0.0123225352904
2016-05-05 10:00:00,-0.000528286834246,1,1,21.3792917182,0.0,56.0,98841.5462898,100010.949451,0.011692751318,0.0123225352904
2016-05-05 10:30:00,-0.000105198846709,1,1,-52.2166875815,0.0,57.0,98789.3296023,100010.949451,0.0122148610257,0.0123225352904
2016-05-05 11:00:00,0.000231783389166,1,1,-10.3925235413,0.0,58.0,98778.9370787,100010.949451,0.0123187748831,0.0123225352904
2016-05-05 11:30:00,0.000149189208261,1,1,22.8953168144,0.0,59.0,98801.8323955,100010.949451,0.0120898467814,0.0123225352904
2016-05-05 12:00:00,1.62584324312e-05,1,1,14.7401671498,0.0,60.0,98816.5725627,100010.949451,0.0119424612478,0.0123225352904
2016-05-05 12:30:00,0.000119117929575,1,1,1.6066025681,0.0,61.0,98818.1791653,100010.949451,0.011926396981,0.0123225352904
2016-05-05 13:00:00,-7.77870739932e-05,1,1,11.7710169066,0.0,62.0,98829.9501822,100010.949451,0.0118086996992,0.0123225352904
2016-05-05 13:30:00,6.42337695203e-05,1,1,-7.68769264757,0.0,63.0,98822.2624895,100010.949451,0.011885568209,0.0123225352904
2016-05-05 14:00:00,0.00014755996611,1,1,6.34772643222,0.0,64.0,98828.6102159,100010.949451,0.0118220978943,0.0123225352904
2016-05-05 14:30:00,1.09850142996e-05,1,1,14.5831463742,0.0,65.0,98843.1933623,100010.949451,0.0116762823966,0.0123225352904
2016-05-05 15:00:00,-3.47550636899e-05,1,1,1.0857938925,0.0,66.0,98844.2791562,100010.949451,0.0116654256464,0.0123225352904
2016-05-05 15:30:00,7.43508751983e-05,1,1,-3.43533921746,0.0,67.0,98840.843817,100010.949451,0.0116997752775,0.0123225352904
2016-05-05 16:00:00,4.23635572263e-06,1,1,7.34890324313,0.0,68.0,98848.1927202,100010.949451,0.0116262942908,0.0123225352904
2016-05-05 16:30:00,3.20872337558e-06,1,1,0.418756106902,0.0,69.0,98848.6114763,100010.949451,0.0116221071882,0.0123225352904
2016-05-05 17:00:00,-1.50244402171e-05,1,1,0.317177850287,0.0,70.0,98848.9286542,100010.949451,0.0116189357569,0.0123225352904
2016-05-05 17:30:00,-3.63809150357e-05,1,1,-1.48514981909,0.0,71.0,98847.4435044,100010.949451,0.0116337856292,0.0123225352904
2016-05-05 18:00:00,1.59400439351e-05,1,1,-3.59616044363,0.0,72.0,98843.8473439,100010.949451,0.0116697432964,0.0123225352904
2016-05-05 18:30:00,-3.41292869238e-05,1,1,1.57557526938,0.0,73.0,98845.4229192,100010.949451,0.0116539892687,0.0123225352904
2016-05-05 19:00:00,-8.33967644834e-05,1,1,-3.37352379992,0.0,74.0,98842.0493954,100010.949451,0.0116877208133,0.0123225352904
2016-05-05 19:30:00,6.70445378647e-05,1,1,-8.24310711449,0.0,75.0,98833.8062883,100010.949451,0.0117701428597,0.0123225352904
2016-05-05 20:00:00,-8.8131702769e-05,1,1,6.626266868,0.0,76.0,98840.4325552,100010.949451,0.0117038874456,0.0123225352904
2016-05-05 20:30:00,-0.000250011380053,1,1,-8.71097562351,0.0,77.0,98831.7215795,100010.949451,0.0117909876648,0.0123225352904
2016-05-05 21:00:00,-5.96454675152e-05,1,1,-24.7090551051,0.0,78.0,98807.0125244,100010.949451,0.0120380511638,0.0123225352904
2016-05-05 21:30:00,0.00036509705371,1,1,-5.8933904558,0.0,79.0,98801.119134,100010.949451,0.0120969786161,0.0123225352904
2016-05-05 22:00:00,0.000165687205867,1,1,36.0719974991,0.0,80.0,98837.1911315,100010.949451,0.0117362981337,0.0123225352904
2016-05-05 22:30:00,0.00164330217746,1,1,16.3760580343,0.0,81.0,98853.5671895,100010.949451,0.0115725554822,0.0123225352904
2016-05-05 23:00:00,0.000134814695259,1,1,162.446282212,0.0,82.0,99016.0134717,100010.949451,0.0099482705104,0.0123225352904
2016-05-05 23:30:00,6.08679472123e-05,1,1,13.348813682,0.0,83.0,99029.3622854,100010.949451,0.0098147969882,0.0123225352904
2016-05-06 00:00:00,0.000102581043894,1,1,6.02771399606,0.0,84.0,99035.3899994,100010.949451,0.00975452644753,0.0123225352904
2016-05-06 00:30:00,0.000124427734493,1,1,10.1591536886,0.0,85.0,99045.5491531,100010.949451,0.00965294603314,0.0123225352904
2016-05-06 01:00:00,-0.000177051589212,1,1,12.3240132928,0.0,86.0,99057.8731664,100010.949451,0.00952971939285,0.0123225352904
2016-05-06 01:30:00,-4.81280149785e-05,1,1,-17.538353868,0.0,87.0,99040.3348125,100010.949451,0.0097050837301,0.0123225352904
