,price_diff,profit,total,returns,accuracy,equity
2016-04-18 02:00:00,-0.1505,-3010.0,-3010.0,,0.0,-3010.0
2016-04-18 02:30:00,0.071,1420.0,-1590.0,-0.471760797342,0.5,-1590.0
2016-04-18 03:00:00,0.0675,1350.0,-240.0,-0.849056603774,0.5,-240.0
2016-04-18 03:30:00,-0.017,-340.0,-580.0,1.41666666667,0.25,-580.0
2016-04-18 04:00:00,0.2025,-4050.0,-4630.0,6.98275862069,0.25,-4630.0
2016-04-18 04:30:00,0.1925,3850.0,-780.0,-0.831533477322,0.416666666667,-780.0
2016-04-18 05:00:00,0.082,1640.0,860.0,-2.10256410256,0.416666666667,860.0
2016-04-18 05:30:00,0.16,3200.0,4060.0,3.72093023256,0.416666666667,4060.0
2016-04-18 06:00:00,-0.0105,210.0,4270.0,0.0517241379311,0.416666666667,4270.0
2016-04-18 06:30:00,0.00850000000001,-170.0,4100.0,-0.0398126463701,0.316666666667,4100.0
2016-04-18 07:00:00,-0.026,520.0,4620.0,0.126829268293,0.407575757576,4620.0
2016-04-18 07:30:00,-0.049,980.0,5600.0,0.212121212121,0.407575757576,5600.0
2016-04-18 08:00:00,-0.023,-460.0,5140.0,-0.0821428571428,0.330652680653,5140.0
2016-04-18 08:30:00,-0.006,-120.0,5020.0,-0.0233463035019,0.330652680653,5020.0
2016-04-18 09:00:00,0.1635,3270.0,8290.0,0.651394422311,0.397319347319,8290.0
2016-04-18 09:30:00,0.2525,5050.0,13340.0,0.609167671894,0.397319347319,13340.0
2016-04-18 10:00:00,-0.0755,1510.0,14850.0,0.113193403298,0.397319347319,14850.0
2016-04-18 10:30:00,0.259,5180.0,20030.0,0.348821548822,0.397319347319,20030.0
2016-04-18 11:00:00,0.1725,-3450.0,16580.0,-0.172241637544,0.344687768372,16580.0
2016-04-18 11:30:00,-0.0405,810.0,17390.0,0.0488540410133,0.394687768372,17390.0
2016-04-18 12:00:00,0.002,39.9999999999,17430.0,0.00230017251293,0.394687768372,17430.0
2016-04-18 12:30:00,0.081,-1620.0,15810.0,-0.0929432013769,0.349233222917,15810.0
