,gainAhead,safef,signals,trade,numBars,equity,maxEquity,drawdown,maxDD
2016-03-25 04:56:00,0.0,1,1,0.0,0.0,1.0,1.0,0.0,0.0
2016-03-25 04:57:00,-1.14421316105e-05,1,1,0.0,1.0,1.0,1.0,0.0,0.0
2016-03-25 05:01:00,1.77635945659e-05,1,1,-1.14421316105e-05,2.0,0.999988557868,1.0,1.14421316105e-05,1.14421316105e-05
2016-03-25 05:02:00,-8.28752526969e-07,1,1,1.77633913125e-05,3.0,1.00000632126,1.00000632126,0.0,1.14421316105e-05
2016-03-25 05:08:00,-1.51050937455e-05,1,1,-8.28757765729e-07,4.0,1.0000054925,1.00000632126,8.28752526987e-07,1.14421316105e-05
2016-03-25 05:09:00,8.98195855099e-06,1,1,-1.51051767103e-05,5.0,0.999990387325,1.00000632126,1.59338337542e-05,1.59338337542e-05
2016-03-25 05:10:00,-1.46021148305e-05,1,1,8.98187221034e-06,6.0,0.999999369197,1.00000632126,6.95201832024e-06,1.59338337542e-05
2016-03-25 05:15:00,1.87473379428e-05,1,1,-1.46021056194e-05,7.0,0.999984767092,1.00000632126,2.15540316366e-05,2.15540316366e-05
2016-03-25 05:16:00,1.64691450042e-05,1,1,1.87470523663e-05,8.0,1.00000351414,1.00000632126,2.80709777453e-06,2.15540316366e-05
2016-03-25 05:17:00,-1.42293349493e-05,1,1,1.64692028791e-05,9.0,1.00001998335,1.00001998335,0.0,2.15540316366e-05
2016-03-25 05:22:00,1.10842193855e-05,1,1,-1.42296192991e-05,10.0,1.00000575373,1.00001998335,1.42293349493e-05,2.15540316366e-05
2016-03-25 05:23:00,1.04891669052e-05,1,1,1.10842831611e-05,11.0,1.00001683801,1.00001998335,3.1452732849e-06,2.15540316366e-05
2016-03-25 05:24:00,-4.90909435029e-05,1,1,1.04893435219e-05,12.0,1.00002732735,1.00002732735,0.0,2.15540316366e-05
2016-03-25 05:25:00,1.30640550416e-05,1,1,-4.90922850285e-05,13.0,0.999978235069,1.00002732735,4.90909435029e-05,4.90909435029e-05
2016-03-25 05:26:00,-1.04234498466e-05,1,1,1.30637707034e-05,14.0,0.99999129884,1.00002732735,3.6027529788e-05,4.90909435029e-05
2016-03-25 05:27:00,4.29700886982e-06,1,1,-1.04233591505e-05,15.0,0.999980875481,1.00002732735,4.64506041035e-05,4.90909435029e-05
2016-03-25 05:28:00,-2.75748275686e-06,1,1,4.2969266916e-06,16.0,0.999985172408,1.00002732735,4.21537948324e-05,4.90909435029e-05
2016-03-25 05:29:00,2.18703977319e-05,1,1,-2.75744187003e-06,17.0,0.999982414966,1.00002732735,4.49111613509e-05,4.90909435029e-05
2016-03-25 05:30:00,1.42824877625e-05,1,1,2.18700131402e-05,18.0,1.00000428498,1.00002732735,2.30417458439e-05,4.90909435029e-05
2016-03-25 05:32:00,-1.88790460005e-05,1,1,1.42825489626e-05,19.0,1.00001856753,1.00002732735,8.7595871749e-06,4.90909435029e-05
2016-03-25 05:33:00,-1.94602093683e-06,1,1,-1.88793965377e-05,20.0,0.999999688131,1.00002732735,2.76384678027e-05,4.90909435029e-05
2016-03-25 05:34:00,2.01210935826e-05,1,1,-1.94602032993e-06,21.0,0.999997742111,1.00002732735,2.95844349544e-05,4.90909435029e-05
2016-03-25 05:35:00,1.58002556509e-06,1,1,2.01210481514e-05,22.0,1.00001786316,1.00002732735,9.46393664313e-06,4.90909435029e-05
2016-03-25 05:36:00,-2.04946255463e-07,1,1,1.58005378934e-06,23.0,1.00001944321,1.00002732735,7.88392603128e-06,4.90909435029e-05
2016-03-25 05:37:00,-2.32457980347e-05,1,1,-2.04950240276e-07,24.0,1.00001923826,1.00002732735,8.08887067102e-06,4.90909435029e-05
2016-03-25 05:38:00,-3.91276179265e-05,1,1,-2.32462452435e-05,25.0,0.999995992017,1.00002732735,3.13344806735e-05,4.90909435029e-05
2016-03-25 05:39:00,-2.82762089481e-05,1,1,-3.91274611037e-05,26.0,0.999956864556,1.00002732735,7.04608725564e-05,7.04608725564e-05
2016-03-25 05:40:00,5.76386289288e-06,1,1,-2.82749892413e-05,27.0,0.999928589567,1.00002732735,9.87350891382e-05,9.87350891382e-05
2016-03-25 05:41:00,-8.15708814671e-06,1,1,5.76345129293e-06,28.0,0.999934353018,1.00002732735,9.29717953409e-05,9.87350891382e-05
2016-03-25 05:42:00,4.34782095008e-05,1,1,-8.15655265849e-06,29.0,0.999926196466,1.00002732735,0.000101128125108,0.000101128125108
2016-03-25 05:43:00,-1.34537140817e-05,1,1,4.34750006552e-05,30.0,0.999969671466,1.00002732735,5.76543124775e-05,0.000101128125108
2016-03-25 05:44:00,1.60347026652e-05,1,1,-1.34533060503e-05,31.0,0.99995621816,1.00002732735,7.11072508946e-05,0.000101128125108
2016-03-25 05:47:00,-8.27200011724e-06,1,1,1.60340006364e-05,32.0,0.999972252161,1.00002732735,5.5073688413e-05,0.000101128125108
2016-03-25 05:48:00,-6.86158082671e-05,1,1,-8.27177058711e-06,33.0,0.99996398039,1.00002732735,6.33452329607e-05,0.000101128125108
2016-03-25 05:51:00,3.49523299876e-05,1,1,-6.86133367525e-05,34.0,0.999895367054,1.00002732735,0.000131956694743,0.000131956694743
2016-03-25 05:52:00,1.92254307596e-06,1,1,3.49486728224e-05,35.0,0.999930315726,1.00002732735,9.70089769497e-05,0.000131956694743
2016-03-25 05:53:00,5.3374662802e-06,1,1,1.92240910495e-06,36.0,0.999932238136,1.00002732735,9.50866203777e-05,0.000131956694743
2016-03-25 05:54:00,-6.45459382481e-05,1,1,5.33710460354e-06,37.0,0.99993757524,1.00002732735,8.97496616192e-05,0.000131956694743
2016-03-25 05:55:00,6.60194544001e-06,1,1,-6.45419089834e-05,38.0,0.999873033331,1.00002732735,0.000154289806891,0.000154289806891
